Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;13.0;3;21.0599999428;
3;1;9.0;10.0;5;20.0;2;8.15900039673;12.0;3;21.1229639053;
4;1;9.0;10.0;5;20.0;2;8.16844463348;11.0;3;21.1889609098;
5;1;10.0;10.0;5;20.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;11.0;10.0;5;20.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;11.0;10.0;5;20.3999996185;2;9.7993144989;10.0;3;21.4057120085;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;9.81628513336;10.0;3;21.8984082937;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;9.92714214325;10.1999998093;3;22.3222295046;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;10.0225009918;10.3632001877;3;22.688400507;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;10.1048898697;10.4951858521;3;23.8809107542;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;10.3732051849;11.0209560394;3;24.9034298658;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;12.1703767776;11.4571752548;5;25.7698295116;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;14.1703767776;11.8107032776;5;26.500371933;
15;2;17.9761257172;12.3113050461;4;26.2195074558;2;16.170375824;12.0916318893;6;27.1177392006;
16;2;18.9898986816;12.4808797836;4;26.3048160076;2;17.284236908;12.3113050461;6;27.6441450119;
17;2;20.0040187836;12.5;4;26.3530313969;2;18.3263702393;12.4808797836;6;27.878672123;
18;2;21.0184822083;12.5;4;26.4023760557;2;18.7228336334;13.3636016846;6;28.0836718082;
19;2;21.9207134247;12.5;4;26.4528282881;2;20.3188266754;12.5;6;28.2969486713;
20;2;21.9358482361;12.5;4;26.5043625832;2;19.625;13.4890842438;7;28.5179448128;
21;2;21.9513092041;12.5;4;26.5569496155;2;19.625;13.9071779251;7;28.7459800243;
22;2;21.9670848846;12.5;4;26.6105561256;2;19.625;13.9983921051;7;28.9802544117;
23;2;21.9831676483;12.5;4;26.6651450396;2;19.625;14.0921020508;7;29.2198557854;
24;3;21.9995441437;12.5;4;26.72067523;2;20.5744667053;12.5;7;29.4637694359;
25;4;21.5;12.5;4;26.7771017551;3;20.6293487549;12.5;6;29.7108941078;
26;4;19.5;13.5;5;26.8343759775;3;20.6849517822;12.5;7;29.9600582123;
27;4;19.0503120422;14.5;5;26.8924454451;3;19.625;13.5;7;30.2100424767;
28;4;18.0677337646;15.5;5;26.9512542486;3;19.625;14.5;7;30.4596014023;
29;4;17.0853767395;16.5;5;27.0107431412;3;18.625;13.5;7;30.7074890137;
30;4;16.1032218933;17.5;5;27.0708494186;3;17.9091854095;14.5;7;30.952483654;
31;4;15.121254921;18.5;5;27.1315076351;3;16.9643096924;15.5;7;31.1934113503;
32;4;14.6394519806;19.5;5;28.1926498413;3;16.0185165405;16.5;7;32.429169178;
33;4;15.0;21.7770595551;5;28.2942051888;3;16.4465637207;17.5;7;32.6987438202;
34;4;16.0;22.8176822662;5;28.3972849846;3;17.498216629;18.5;7;32.962413311;
35;4;17.0;20.858915329;5;28.5018165112;3;17.7915420532;19.5;7;33.2193925381;
36;4;16.0;21.9007263184;5;28.6077221632;3;17.849363327;20.5;7;33.4690212011;
37;4;16.0;22.9430885315;12;28.7149208784;3;16.2625999451;22.5;9;33.7107671499;
38;5;17.0;20.9859695435;5;38.8233273029;3;16.2726631165;24.5;9;33.944227457;
39;5;17.0;22.0030994415;5;39.3328521252;3;16.2829933167;26.5;10;34.169123888;
40;5;18.7884101868;24.0219268799;5;39.8178036213;3;16.2935829163;28.5;9;34.38529706;
41;5;19.0;24.0412120819;6;40.276824832;3;16.3044319153;30.5;10;34.592695117;
42;5;18.8257522583;25.0609512329;7;40.709235549;3;16.3155345917;32.2332229614;11;34.7913664579;
43;5;18.0;27.6579437256;7;41.1149652004;3;16.3268852234;33.3369750977;11;34.9814419746;
44;5;19.0;25.9459877014;9;41.4944636822;3;16.3384819031;34.4339561462;11;35.1631278992;
45;5;18.0;27.0977859497;9;41.8486061096;4;16.3503131866;35.5243225098;10;40.3366894722;
46;5;20.382434845;28.0977859497;10;42.1785923243;4;18.3623752594;34.608291626;11;40.6524378061;
47;6;20.9172763824;30.0977859497;10;42.4858496189;4;18.3746566772;36.6861038208;11;40.9574944973;
48;6;21.0;33.0977859497;10;42.7719480991;4;18.3871517181;38.7580299377;12;41.2170603275;
49;6;22.5331306458;36.0977859497;10;43.0385290384;4;20.399848938;37.5;12;41.4135996103;
50;6;23.5503120422;38.4750061035;11;43.1831690073;4;22.0;38.5;13;41.6067293882;
51;6;24.5677337646;39.0162887573;11;43.2982252836;4;23.450799942;39.5;14;41.7961505651;
52;6;25.0;39.8192901611;11;43.413040638;4;24.0249996185;40.5;12;41.9816031456;
53;6;25.5;39.8652191162;11;43.5275053978;4;25.0249996185;41.5;13;42.1628665924;
