Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;2;11.3000001907;10.0;4;21.0;1;9.0;10.0;4;20.0;
7;2;11.3000001907;10.0;4;21.4999996424;1;9.5;10.0;4;20.0;
8;2;11.4499998093;10.1999998093;4;21.9353003502;1;9.5;10.0;4;20.3999996185;
9;2;11.5805902481;10.3632001877;4;22.3539032936;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.7061710358;10.4951858521;4;23.5777459145;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;12.0733242035;11.0209560394;4;24.641613245;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;14.0733242035;11.4571752548;4;25.56065166;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;16.0733242035;11.8107032776;5;26.3563964367;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;17.2645130157;12.0916318893;5;27.0527563095;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;18.3416175842;12.3113050461;4;27.6730701923;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;19.4259662628;12.4808797836;4;28.0173821449;2;14.7228336334;12.3113050461;4;24.9617595673;
17;2;20.5177879333;12.5;3;28.3487696648;2;15.7228336334;12.4808797836;4;25.0;
18;2;21.6172046661;12.5;3;28.7054548264;2;16.7228336334;12.5;4;25.0;
19;2;22.6116371155;12.5;4;29.0869145393;2;17.625;12.5;5;25.0;
20;2;22.7260742188;12.5;4;29.4920539856;2;17.625;12.5;6;25.0;
21;2;22.8476161957;12.5;4;29.9191560745;2;17.625;12.5;7;25.0;
22;2;22.9757461548;12.5;4;30.3658571243;2;17.625;12.5;7;25.0;
23;3;23.1097564697;12.5;3;30.8291530609;2;17.625;12.5;7;25.0;
24;3;23.2487449646;12.5;3;31.3054442406;2;17.625;12.5;7;25.0;
25;3;23.3916339874;12.5;4;31.790620327;2;17.625;12.5;7;25.0;
26;3;21.5;13.5;4;32.2801818848;2;17.625;12.5;8;25.0;
27;3;21.5;14.5;4;32.7693967819;2;17.625;12.5;8;25.0;
28;3;20.5;13.5;4;33.2534770966;2;17.625;12.5;8;25.0;
29;4;20.5;14.5;3;33.7277650833;2;17.625;12.5;8;25.0;
30;4;20.1183300018;15.5;3;34.187912941;2;17.625;12.5;8;25.0;
31;4;19.2563743591;16.5;3;35.6300430298;2;15.625;13.5;8;25.0;
32;4;19.2563743591;15.8999996185;3;36.07087183;2;14.625;14.5;8;25.0;
33;4;19.2563743591;15.9079999924;3;36.4879899025;2;13.625;15.5;8;25.0;
34;4;19.2563743591;16.9160785675;3;36.8795028925;2;12.625;16.5;8;25.0;
35;4;18.5745487213;15.5;3;37.2442301512;2;12.0;17.5;8;25.0;
