Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;3;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;6;20.0;
8;2;11.4200000763;10.1999998093;2;21.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;11.5179204941;10.3632001877;2;21.9903717041;2;9.59000015259;10.5;5;21.7264003754;
10;2;11.597111702;10.4951858521;2;23.0619120598;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;11.9185733795;11.0209560394;2;23.9545464516;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;13.9185733795;11.4571752548;2;24.6819883585;2;10.1911802292;11.0209560394;5;23.9749414921;
13;2;15.9185733795;11.8107032776;3;25.2644146681;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;16.9369182587;12.0916318893;3;25.7245066166;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;17.9431419373;12.3113050461;3;26.0845712423;2;15.9614667892;12.0916318893;5;25.7784451246;
16;2;18.9494171143;12.4808797836;3;26.1438889503;2;16.9828968048;12.3113050461;4;26.1504684687;
17;2;19.955739975;12.5;3;26.1651208401;2;17.9902935028;12.4808797836;4;26.2221269608;
18;2;20.9621105194;12.5;3;26.1864993572;2;18.9978122711;12.5;5;26.2560760975;
19;2;21.8559494019;12.5;4;26.2080165148;2;19.907617569;12.5;5;26.2905418873;
20;2;21.8624038696;12.5;5;26.2296639681;2;19.9153709412;12.5;5;26.3255085945;
21;2;21.8688983917;12.5;5;26.2514331341;2;19.9232387543;12.5;4;26.3609591722;
22;2;21.8754291534;12.5;5;26.2733153105;2;19.9312152863;12.5;5;26.3968753815;
23;2;21.8819942474;12.5;5;26.2953014374;2;19.9392967224;12.5;6;26.4332377911;
24;2;21.888589859;12.5;6;26.3173824549;2;19.947479248;12.5;7;26.4700255394;
25;3;21.5;12.8293457031;5;26.3395489454;2;19.9557552338;12.5;7;26.5072168112;
26;3;21.5;12.8348875046;5;26.3617914915;2;19.9641227722;12.5;7;26.5447884798;
27;3;19.908536911;13.5;5;26.3841004372;2;19.9725780487;12.5;7;26.5827163458;
28;3;18.9152297974;14.5;5;26.4064661264;2;19.9811115265;12.5;7;26.6209751368;
29;3;17.9219398499;15.5;4;26.428878665;2;17.9897193909;13.5;7;26.6595385075;
30;3;16.9286632538;16.5;4;26.4513280392;2;16.9983959198;14.5;7;26.6983793974;
31;3;15.9353981018;17.5;4;26.4738043547;2;16.0071353912;15.5;7;26.7374696732;
32;3;14.9421415329;18.5;4;26.4962974787;2;15.0159301758;16.5;7;26.7767804861;
33;3;14.4488887787;19.5;4;26.5187973976;2;14.3997755051;17.5;8;26.8162822723;
34;3;14.4556388855;20.5;4;26.5412938595;2;14.4086637497;18.5;8;26.8559447527;
35;3;14.4623880386;21.5;4;26.5637768507;2;14.4175872803;19.5;8;26.8957372904;
36;3;15.4691333771;19.5;5;26.5862361193;2;14.4265403748;20.5;8;26.9356285334;
37;3;14.4758710861;20.5;5;26.6086617708;2;14.4355163574;21.5;8;26.9755871296;
