Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;2;10.3000001907;10.0;3;21.0;
6;1;9.0;10.0;6;20.0;2;11.3000001907;10.0;3;21.0599999428;
7;1;9.5;10.0;6;20.0;2;11.3179998398;10.0;3;21.5335636139;
8;1;9.5;10.0;6;20.3999996185;2;11.4600687027;10.1999998093;3;21.9377998114;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;11.5813398361;10.3632001877;3;22.2840082645;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;11.6852025986;10.4951858521;3;23.4481773376;
11;2;9.72283363342;10.7951860428;5;23.0419120789;2;12.034453392;11.0209560394;3;24.4414664507;
12;2;10.184431076;11.0209560394;5;23.944350481;2;14.034453392;11.4571752548;3;25.2779132128;
13;2;11.954583168;11.4571752548;5;24.6819975376;2;16.0344524384;11.8107032776;2;25.9779809713;
14;2;13.9545841217;11.8107032776;5;25.2750298977;2;16.7933940887;12.0916318893;2;26.5645889044;
15;2;15.9545841217;12.0916318893;5;25.746127367;2;16.9693775177;12.3113050461;2;27.060223341;
16;2;16.9756240845;12.3113050461;5;26.1175945997;2;17.1180667877;12.4808797836;2;27.2642745972;
17;2;17.9828968048;12.4808797836;5;26.1887089014;2;19.0660667419;12.5;3;27.439432621;
18;2;18.9902935028;12.5;5;26.2221269608;2;20.1186141968;12.5;4;27.6238675117;
19;2;19.8999786377;12.5;4;26.2560760975;3;21.1739444733;12.5;3;27.8174073696;
20;2;19.907617569;12.5;5;26.2905418873;3;21.3867835999;12.5;4;28.0197701454;
21;2;19.9153709412;12.5;6;26.3255085945;3;21.5;13.4059314728;4;28.2305569649;
22;2;19.9232387543;12.5;6;26.3609591722;3;21.5;13.4691667557;4;28.4492475986;
23;2;19.9312152863;12.5;6;26.3968753815;3;22.5;12.5;4;28.6751992702;
24;2;19.9392967224;12.5;6;26.4332377911;3;22.6025600433;12.5;3;28.907648325;
25;2;17.947479248;13.5;7;26.4700255394;3;22.6722946167;12.5;3;29.1457161903;
26;2;16.9557552338;14.5;8;26.5072168112;3;22.7437152863;12.5;3;29.3884181976;
27;2;15.9641237259;15.5;8;26.5447884798;3;21.5;13.5;4;29.634677887;
28;3;14.972577095;16.5;7;26.5827163458;3;21.5;14.5;5;29.8833432198;
29;3;14.3561115265;17.5;6;26.6209751368;4;22.5;12.5;4;30.1332073212;
30;3;14.3647193909;18.5;7;26.6595385075;4;23.0399627686;12.5;4;30.3830299377;
31;3;14.3733959198;19.5;8;26.6983793974;4;23.1149101257;12.5;4;30.6315627098;
32;3;14.3821353912;20.5;8;26.7374696732;4;23.1894683838;12.5;4;30.877573967;
33;3;14.3909301758;21.5;8;26.7767804861;4;23.2632713318;12.5;4;31.11987257;
34;3;14.3997755051;22.5;8;26.8162822723;4;23.3359622955;12.5;6;31.3573312759;
35;3;14.4086637497;23.5;9;26.8559447527;4;21.5;13.5;6;31.5889077187;
36;3;14.4175872803;24.5;9;27.8957372904;4;21.5;14.5;6;31.8136615753;
37;3;15.4265403748;25.5;9;27.9656285048;4;21.5;15.5;7;32.0307679176;
38;3;16.4355163574;26.5;9;28.036178112;4;21.5;16.0153846741;7;32.2395277023;
39;3;16.683139801;27.5;10;28.10734725;4;21.5;16.119764328;7;32.4393730164;
40;3;16.6991539001;28.5;10;28.1790959835;4;22.5;14.119764328;7;32.6298675537;
41;4;16.7152957916;29.5;10;28.251382947;4;23.5;13.119764328;7;32.8107056618;
42;4;17.2600631714;27.5;11;28.3241654634;4;23.8432121277;15.119764328;7;32.9817051888;
43;4;16.7479381561;28.5;11;28.3974001408;4;23.8945121765;17.119764328;7;33.1427993774;
44;4;16.764415741;29.5;12;28.4710421562;4;23.9428405762;19.119764328;8;33.2940273285;
45;4;17.7809848785;27.5;12;28.5450458527;4;23.9882087708;21.119764328;8;33.4355211258;
46;4;16.7976360321;28.5;12;28.6193647385;4;24.0306568146;22.5;9;33.5674934387;
47;4;16.8143577576;29.5;14;29.693951726;4;24.0702476501;22.5;9;33.6902236938;
48;4;18.8311386108;27.5;13;29.8187589645;4;24.1070671082;22.5;9;33.8040466309;
49;4;18.8479709625;28.5;13;29.9457135201;4;24.1412143707;22.5;9;33.9093389511;
50;4;19.1127853394;29.5;14;30.0747910738;4;24.1728019714;22.5;10;34.0;
51;4;19.0;30.5;15;30.2059626579;5;24.2000007629;22.5;5;44.0;
52;5;20.5595302582;32.5;15;30.3391932249;5;25.2000007629;23.5;5;44.3999996185;
53;5;21.0;34.5;16;30.4744409323;5;26.2000007629;24.5;6;44.7743997574;
54;5;22.9324893951;36.5;17;30.6116573811;5;26.2000007629;25.5;6;45.1219387054;
55;5;23.0;38.5;17;30.7507869005;5;26.2000007629;26.5;6;45.4420347214;
56;5;24.5912590027;38.5;18;30.8917663097;5;26.2000007629;27.5;7;45.7347183228;
57;5;24.6080913544;37.5657310486;19;31.03452456;5;26.2000007629;27.5;8;46.0005426407;
58;5;23.625;38.6134490967;20;31.1789823771;5;26.2000007629;27.5;9;46.2404880524;
59;5;24.6154956818;35.7437438965;19;31.3250520229;5;24.2000007629;28.5;9;46.4558610916;
60;5;24.033662796;35.5;19;31.4726370573;5;23.5;29.5;9;46.6481971741;
61;5;24.0315284729;35.4669342041;20;31.6216326952;5;23.5;30.5;9;46.8191757202;
62;6;24.0515403748;35.4903411865;18;31.7719247341;5;23.5;31.5;12;46.9705476761;
63;7;23.625;36.8854064941;14;46.9233908653;5;23.5;32.0;12;47.0;
64;7;25.2794246674;34.9408378601;14;47.825899601;5;23.5;32.0;12;47.0;
65;7;27.2170791626;34.5;14;48.648686409;5;23.5;32.0;12;47.0;
66;7;27.2515945435;35.5;15;49.388749361;5;23.5;32.0;13;47.0;
67;7;26.6108283997;37.5;14;50.022538662;5;23.5;32.0;13;48.4400005341;
68;7;26.6389102936;39.5;14;51.5834531784;5;24.7999992371;30.5;14;49.6178016663;
69;7;26.625;41.5999984741;12;52.1379594803;5;24.0340003967;31.8899993896;14;50.5704307556;
70;8;28.625;43.38073349;12;52.6363091469;5;25.2123565674;31.1872596741;14;51.3365736008;
71;8;29.8776664734;44.442276001;14;53.0860477686;5;26.3458442688;31.4097423553;15;51.7747268677;
72;8;31.5046234131;43.5999984741;14;53.4007308483;5;24.3999996185;33.5;16;51.8944940567;
73;7;25.9080619812;40.5999984741;15;34.6014963388;6;25.3999996185;33.0;12;71.0;
74;7;26.5766620636;39.5999984741;15;34.8054355383;6;27.3999996185;35.0;11;71.5699996948;
75;7;25.9412841797;40.5999984741;15;35.0123887062;6;29.3999996185;37.0;12;72.0455513;
76;7;25.958978653;41.5999984741;16;35.2221831083;6;30.3999996185;36.0;12;72.4373321533;
77;8;26.6904602051;39.5999984741;15;36.67722404;6;29.3999996185;38.0;13;72.7567005157;
78;8;26.2356452942;41.141998291;13;37.9275903702;6;29.3999996185;40.0;13;73.0;
79;8;27.2442016602;40.5735549927;15;39.0074522495;6;27.3999996185;40.0;13;73.0;
80;8;27.3342437744;39.8708152771;15;39.9522595406;7;23.3999996185;43.0;12;73.0;
81;8;28.3735809326;38.9097442627;16;40.6464748383;7;22.3999996185;46.0;12;73.0;
82;8;26.8450737;41.0;16;41.1732397079;7;22.3999996185;46.0;12;73.0;
83;8;26.8918266296;43.0;17;41.7121069431;7;20.3999996185;49.0;10;72.5;
84;8;24.9413604736;45.3831596375;15;42.2619400024;7;19.3999996185;49.0;10;72.7025003433;
85;8;23.9936275482;46.7381210327;16;42.8214275837;7;18.3999996185;50.0;10;72.8802900314;
86;8;23.0485439301;47.9167861938;16;43.3890807629;7;18.0;51.0;12;73.0;
87;8;22.1059799194;49.0937576294;18;43.963242054;7;18.0;52.0;12;73.0;
88;8;21.1657676697;50.2684516907;19;44.5420939922;7;20.0;49.0;12;73.0;
89;8;21.2999992371;50.3034896851;19;45.1236753464;7;18.0;50.0;12;73.0;
90;8;23.1357688904;49.3034896851;19;45.7059030533;7;18.0;52.0;12;73.0;
91;8;23.2999992371;51.3034896851;21;46.2865991592;7;19.0;51.0;12;73.0;
92;8;25.1569900513;50.7375564575;21;46.863524437;7;18.0;53.0;12;73.0;
93;8;25.2999992371;53.7375564575;22;47.4344162941;7;18.0;55.0;14;73.0;
94;8;26.2999992371;56.5112380981;22;47.9970309734;7;19.0;54.0;14;73.0;
95;8;26.2999992371;58.3854446411;20;48.5491845608;7;18.0;56.0;14;73.0;
96;8;27.1961860657;57.4960479736;16;49.0652410984;7;19.0;56.0;13;73.0;
97;8;27.1999988556;57.090965271;17;49.5510902405;7;19.0;56.0;13;73.0;
98;8;27.1999988556;57.3380584717;15;50.0219230652;7;18.0;56.0;14;73.0;
99;8;27.1999988556;57.5767974854;15;50.4761924744;7;19.0;56.0;14;73.0;
100;8;27.1999988556;57.8063964844;16;50.9125854969;7;19.0;56.0;14;73.0;
101;8;27.1999988556;58.026222229;16;51.3300385475;7;18.0;56.0;15;73.0;
102;8;27.1999988556;58.2357635498;14;51.727748394;7;18.0;58.0;16;73.0;
103;8;27.1999988556;58.4346542358;14;52.1051676273;7;19.0;58.0;16;73.0;
104;7;27.1999988556;58.6226539612;14;52.4505028725;8;19.0;61.0;16;73.0;
105;7;27.1999988556;58.7996520996;15;52.7470269203;8;20.0;64.0;16;73.0;
106;7;27.1999988556;58.965675354;15;52.9807214737;8;20.0;61.0;17;73.0;
107;7;27.1999988556;59.0903625488;16;53.1620674133;8;20.0;62.0;17;73.0;
108;7;27.1999988556;59.1810302734;17;53.3304595947;9;21.0;63.0;16;73.0;
109;7;27.1999988556;59.2652282715;17;53.4862356186;9;20.0;63.0;16;73.0;
110;7;27.1999988556;59.3431167603;17;53.6298351288;9;18.0;66.0;16;73.0;
111;7;27.1999988556;59.4149169922;18;53.7617797852;9;18.0;69.0;16;74.0;
112;7;27.1999988556;59.4808883667;18;53.8826522827;9;20.0;71.0;16;74.0399999619;
113;7;27.1999988556;59.5413284302;18;53.9930763245;9;21.0;71.0;17;74.0811839104;
114;7;27.1999988556;59.596534729;17;54.0;9;21.0;76.0;18;74.1235535145;
115;7;27.1999988556;59.5999984741;17;54.0;9;23.0;76.0;19;75.1671074629;
116;7;25.1999988556;64.596534729;17;54.0;9;24.0;82.0;18;75.2718414068;
117;7;24.1999988556;66.0;15;54.0;9;26.0;85.8482894897;18;75.3807117939;
118;7;23.1999988556;67.0;16;54.0;9;28.0;89.8804244995;20;75.4937769175;
119;7;22.1999988556;68.0;16;54.0;11;26.0;95.8804244995;19;75.6110832691;
120;7;20.2999992371;69.0;17;54.0;11;26.0;96.8804244995;19;75.7326645851;
121;7;20.0;70.0;17;54.0;11;25.0;98.8804244995;19;75.8585402966;
122;7;20.0;71.0;18;54.0;11;25.0;101.8804245;19;75.9887142181;
