Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;9.0;10.0;6;20.0;1;11.0;10.0;4;20.0;
7;1;9.5;10.0;6;20.0;1;11.0;10.0;4;20.3999996185;
8;1;9.5;10.0;6;20.3999996185;2;11.4200000763;10.1999998093;3;21.7264003754;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;11.5179204941;10.3632001877;3;21.9903717041;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;11.597111702;10.4951858521;3;23.0619120598;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;11.9185733795;11.0209560394;3;23.9545464516;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;13.9185733795;11.4571752548;3;24.6819883585;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;15.9185733795;11.8107032776;3;25.2644146681;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;16.9369182587;12.0916318893;3;25.7245066166;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;17.9431419373;12.3113050461;3;26.0845712423;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;18.9494171143;12.4808797836;3;26.1438889503;
17;1;15.7228336334;12.4808797836;6;25.0;2;19.955739975;12.5;3;26.1651208401;
18;1;16.7228336334;12.5;7;25.0;2;20.9621105194;12.5;5;26.1864993572;
19;2;18.625;12.8000001907;6;26.0;3;21.8559494019;12.5;4;26.2080165148;
20;2;19.625;12.8000001907;6;26.0199999809;3;21.5;12.5;5;26.2296639681;
21;2;19.625;12.5;6;26.0401959419;3;21.5;12.8688993454;5;26.2514331341;
22;2;19.625;12.9160785675;6;26.0605818033;3;21.5;12.8754301071;5;26.2733153105;
23;2;19.625;12.5;6;26.0811508894;3;21.5;12.5;5;26.2953014374;
24;2;19.625;12.5;6;26.1018965244;3;21.5;12.5;5;26.3173824549;
25;3;17.625;13.5;5;26.1228116751;3;21.5;12.5;6;26.3395489454;
26;3;16.625;14.5;5;26.1438889503;4;21.5;12.5;5;26.3617914915;
27;3;15.8823747635;15.5;5;26.1651208401;4;21.5;12.5;6;26.3841004372;
28;3;14.8871517181;16.5;7;26.1864993572;4;21.5;12.5;6;26.4064661264;
29;4;14.0;17.9745998383;6;26.2080165148;4;21.5;12.5;6;26.428878665;
30;4;14.0;18.9832057953;6;26.2296639681;4;19.5;13.5;6;26.4513280392;
31;4;14.2766742706;19.5;7;26.2514331341;4;18.5;14.5;5;26.4738043547;
32;4;14.2815723419;20.5;7;26.2733153105;4;17.5;15.5;5;26.4962974787;
33;4;14.2864961624;21.5;7;26.2953014374;4;16.5;16.5;4;26.5187973976;
34;4;14.2914428711;22.5;7;26.3173824549;4;15.5;17.5;4;27.5412938595;
35;4;14.2964115143;23.5;7;26.3395489454;4;15.5;18.5;4;27.5937768221;
36;4;14.3013982773;24.5;6;27.3617914915;4;16.0;19.5;3;27.6468271017;
37;4;15.3064031601;26.2000007629;6;27.424100399;4;16.0;20.5;2;27.7004278898;
38;4;16.0;27.468870163;7;27.4876500368;4;16.0;21.5;2;27.7545609474;
39;5;16.3164558411;28.2568283081;7;27.5524321795;4;16.0;22.5;2;27.8092069626;
40;5;16.3214969635;29.2864875793;8;27.6184355021;4;16.0;23.5;3;27.8643455505;
41;5;16.2625999451;30.5;8;27.6856458187;4;16.0;24.5;3;27.9199551344;
42;5;17.0;29.3799533844;8;27.7540453672;4;17.0;22.5;3;27.9760129452;
43;5;16.2829933167;29.5474090576;9;27.8236134052;4;16.0;23.5;4;28.0324950218;
44;5;16.2935829163;30.5631580353;9;27.8943252563;4;16.0;24.5;4;28.0893763304;
45;5;17.0;29.5260276794;9;27.9661529064;4;17.0;22.5;6;28.1466306448;
46;5;16.3518505096;29.4816627502;10;29.0390644073;4;16.0;23.5;6;28.2042307854;
47;5;17.0;32.2169799805;10;29.1630243063;4;17.0;23.5;8;28.2621484995;
48;5;19.0;30.4141159058;11;29.2899682522;4;18.0;24.5;8;28.3203544617;
49;5;18.0;31.5029792786;12;29.419878006;4;19.0;25.5;8;28.3788183928;
50;6;18.0;32.593914032;10;44.552726388;4;20.0;26.5;9;28.4375091791;
51;6;20.0;28.5;10;45.4384766817;4;21.0;27.5;9;28.4963947535;
52;6;22.7691631317;31.5;11;46.2464563847;5;22.0;27.5;6;43.555442214;
53;7;23.7868347168;34.5;10;46.975774765;5;24.0;28.5;6;44.3646179438;
54;7;24.0;37.5;10;47.6288870573;5;26.5843849182;29.5;7;45.0932623148;
55;7;25.4258003235;40.5;12;48.2107262611;5;26.009513855;31.4877548218;7;45.7405068874;
56;7;26.3693313599;43.5;12;48.7278317213;5;26.0212402344;32.4978713989;8;46.2930501699;
57;7;26.3895492554;44.5;13;49.1875585318;5;26.0330352783;33.5;8;46.7676086426;
58;7;26.876121521;43.5;12;49.5974447727;5;26.044883728;33.5;9;47.1750346422;
59;7;26.4312152863;44.5;13;50.8710398674;5;26.0567836761;33.5;9;47.5227552652;
60;7;27.9459838867;44.5;14;51.1994768381;5;26.0687217712;34.5;10;47.8183914423;
61;7;28.555770874;46.5;15;51.5567544699;5;25.5;36.4678153992;9;47.9755871296;
62;8;28.5767002106;48.5;15;51.9462499619;5;26.0926761627;36.5;9;48.015581131;
63;8;28.5190868378;50.5;14;52.3715353012;5;26.104675293;37.5;9;48.0555787086;
64;8;28.6511440277;52.5;16;52.8362925053;5;26.1166725159;38.5;9;48.0955479145;
65;8;28.5650005341;53.0;16;53.344186306;5;26.1286640167;39.5;10;48.135456562;
66;8;28.5883731842;53.7959060669;17;53.8828999996;5;26.1406364441;40.5;10;48.17527318;
67;8;28.6084327698;53.8396263123;18;54.4672288895;5;26.1525821686;41.5;10;48.2149660587;
68;8;29.2331256866;53.0;14;55.1037926674;5;25.5;41.5;9;48.2545039654;
69;8;28.6943149567;53.0;14;55.7939417362;5;25.5;42.5;9;48.293856144;
70;8;28.708234787;53.8422775269;14;57.5376634598;5;26.1881561279;44.5;9;48.3329925537;
71;8;30.3341789246;53.0;15;58.3632395267;5;26.1998977661;45.5;10;48.3718836308;
72;9;30.7071800232;55.0;14;59.2375445366;5;26.2115650177;46.5;12;50.0042192936;
73;10;30.9659805298;57.0;15;60.1546621323;5;27.5302658081;45.0;12;51.3222284317;
74;10;31.008605957;57.0;15;61.106443882;5;26.0340003967;47.3899993896;13;52.3710260391;
75;10;30.3178253174;57.0;14;64.0522245169;5;26.2123565674;46.6872596741;13;53.1978266239;
76;10;30.1125907898;57.7849998474;12;66.7356135845;5;26.3458442688;47.9097442627;14;53.6839933395;
77;10;30.2981567383;58.4127731323;13;69.1803437471;5;27.3999996185;46.0;16;53.7461547852;
78;9;28.4422512054;53.9059257507;13;59.3208369017;6;26.3999996185;49.0;12;64.7965619564;
79;9;28.5529594421;54.2880935669;15;61.113337636;6;28.842414856;49.0;12;65.9582269192;
80;10;29.6044216156;55.5;14;61.6349881887;6;29.3999996185;50.0;12;67.0966236591;
81;10;30.615524292;56.5;16;62.1792874336;6;29.2792205811;51.0;13;68.1886985302;
82;10;30.9240512848;57.5;17;62.7474468946;6;28.3999996185;54.0;15;69.2145824432;
83;10;30.6407966614;59.5;18;63.340757966;6;29.3999996185;53.5257339478;16;70.1590950489;
84;10;31.0404663086;59.5;18;63.9605509043;6;29.3332767487;54.0;15;71.0125405788;
85;10;30.2999992371;61.5;19;64.608134985;6;29.9509067535;55.0;16;71.770737648;
86;11;30.2999992371;62.247013092;18;65.2847175598;7;30.9683113098;54.0;17;72.4343988895;
87;11;30.2999992371;63.2858848572;18;66.9912960529;7;29.9854736328;53.0;17;73.0080912113;
88;11;31.2999992371;65.325378418;18;67.7885273695;7;30.002374649;55.0;20;73.4990420341;
89;11;32.2999992371;67.3654708862;18;68.6195391417;7;31.0190010071;54.0;19;73.9159934521;
90;11;32.5526657104;69.4061203003;16;69.4839066267;7;30.0353393555;53.0;20;74.2682597637;
91;11;32.7390213013;70.0814437866;17;70.3803706169;8;28.0513763428;54.0;19;74.5569939613;
92;11;31.0354671478;73.0814437866;14;71.3066865206;8;30.0670967102;52.0;19;75.6083216667;
93;11;30.0652427673;75.0814437866;14;72.2595061064;8;31.0824966431;55.0;19;75.7585378885;
94;11;30.2999992371;75.5122680664;14;73.2343127728;8;29.4975605011;57.0;20;75.9165158272;
95;11;31.2999992371;76.5148468018;14;74.2254434824;8;32.1122817993;55.0;20;76.0827970505;
96;11;33.1595840454;74.3697814941;14;75.2261953354;8;32.1266593933;58.0;20;76.2579163313;
97;11;32.2999992371;76.8101654053;14;76.229039073;8;29.5406799316;60.0;19;76.4423894882;
98;11;32.8350982666;76.4747314453;14;77.2259162664;8;32.1543426514;58.0;21;76.636700511;
99;11;32.8491249084;76.9864349365;13;78.2086100578;8;32.167640686;59.0;21;76.8412864208;
100;11;32.2999992371;78.4954605103;13;79.1691482067;9;32.1805801392;62.0;20;77.0565197468;
101;11;33.3325386047;76.5797271729;14;80.1001956463;9;33.1931495667;61.4555511475;20;77.2648479939;
102;11;33.3692474365;76.9964447021;14;80.9954006672;9;32.2000007629;63.585395813;21;77.4626858234;
103;11;32.8012542725;78.3930664062;13;81.8125491142;9;32.2000007629;64.0;21;77.6729331017;
104;11;32.825176239;79.6926727295;13;82.5607993603;9;33.2000007629;64.0;21;77.8955099583;
105;11;32.2999992371;81.0824356079;14;83.1884429455;9;32.2000007629;67.0;19;78.1301763058;
106;11;32.8747291565;80.443862915;14;83.7766785622;9;32.2000007629;69.1911239624;21;78.3765156269;
107;11;32.9608078003;79.7333755493;14;84.3253662586;9;32.2000007629;72.3765106201;21;78.633923769;
108;11;33.6007232666;82.4307785034;15;84.835357666;9;32.2000007629;74.6339263916;21;78.9016013145;
109;11;33.6406402588;84.4307785034;15;85.3082723618;9;32.2000007629;76.9016036987;22;79.1785526276;
110;11;33.6807556152;82.4307785034;16;85.7462761402;9;32.2000007629;79.1785507202;21;80.4635906219;
111;11;33.7210044861;83.4307785034;16;86.1518764496;9;33.2000007629;82.4635925293;23;80.8553491831;
112;11;34.7613143921;83.4307785034;17;86.5277481079;10;34.2000007629;85.7553482056;21;81.2612042427;
113;11;32.2999992371;87.4307785034;14;86.8523817062;10;34.5999984741;86.0523071289;18;81.6800644398;
114;12;33.8417854309;87.4307785034;11;87.0302085876;10;34.2000007629;89.3527984619;18;82.1107305288;
115;12;33.8817977905;85.4307785034;11;87.2069044113;10;34.2000007629;92.6550827026;19;82.5519220829;
116;12;34.9215545654;82.4307785034;11;87.3821270466;10;35.2000007629;92.9573440552;19;83.0023072958;
117;12;33.9609794617;83.4307785034;12;87.5555417538;10;34.2000007629;94.2577514648;19;83.46053195;
118;9;29.9999961853;74.4307785034;12;79.726824522;13;34.2000007629;96.5545120239;15;91.9252450466;
