Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;9.19999980927;10.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;9.21800041199;10.0;3;21.1871190071;
4;1;8.0;11.0;6;20.0;2;9.23742389679;10.0;2;21.2917383909;
5;1;8.0;10.0;6;20.0;2;10.3875217438;10.0;2;21.4042263031;
6;1;9.0;10.0;6;20.0;2;11.4212675095;10.0;2;21.5249304771;
7;1;9.5;10.0;6;20.0;2;11.4574794769;10.0;2;22.0694183111;
8;1;9.5;10.0;6;20.3999996185;2;11.6208257675;10.1999998093;2;22.5515855551;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;11.7654762268;10.3632001877;2;22.983014226;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;11.8949041367;10.4951858521;2;24.2738182545;
11;2;9.72283363342;10.7951860428;5;23.0419120789;2;12.2821455002;11.0209560394;2;25.4089095592;
12;2;10.184431076;11.0209560394;5;23.944350481;2;14.2821455002;11.4571752548;2;26.4029755592;
13;2;11.954583168;11.4571752548;5;24.6819975376;2;16.2821464539;11.8107032776;3;27.276881218;
14;2;13.9545841217;11.8107032776;5;25.2750298977;2;17.5406589508;12.0916318893;4;28.0536293983;
15;2;15.9545841217;12.0916318893;5;25.746127367;2;18.6418800354;12.3113050461;4;28.755402565;
16;2;16.9756240845;12.3113050461;5;26.1175945997;2;19.750667572;12.4808797836;4;29.1808357239;
17;2;17.9828968048;12.4808797836;5;26.1887089014;2;20.8668251038;12.5;4;29.5913586617;
18;2;18.9902935028;12.5;6;26.2221269608;2;21.9899806976;12.5;4;30.0233430862;
19;2;19.8999786377;12.5;6;26.2560760975;2;23.0070037842;12.5;4;30.4742712975;
20;2;19.907617569;12.5;6;26.2905418873;2;23.1422805786;12.5;5;30.9409928322;
21;2;19.9153709412;12.5;6;26.3255085945;2;23.2822971344;12.5;6;31.4197778702;
22;2;19.9232387543;12.5;6;26.3609591722;2;23.4259338379;12.5;6;31.906411171;
23;2;19.9312152863;12.5;7;26.3968753815;3;23.5719223022;12.5;5;32.3963236809;
24;3;19.625;13.0587501526;6;26.4332377911;3;23.7188968658;12.5;6;32.8847527504;
25;3;17.947479248;13.5;6;26.4700255394;3;23.8654251099;12.5;6;33.3669252396;
26;3;16.9557552338;14.5;6;26.5072168112;3;24.0100784302;12.5;6;33.8382406235;
27;3;15.9641237259;15.5;6;26.5447884798;3;22.0100784302;13.5;5;34.2944498062;
28;3;14.972577095;16.5;6;26.5827163458;3;21.5;14.5;5;34.7318048477;
29;3;14.0;18.1330871582;6;26.6209751368;3;21.5;15.5;5;35.1471776962;
30;3;14.3647193909;18.5;5;26.6595385075;3;21.5;16.5;5;36.5381307602;
31;4;14.3733959198;19.5;4;26.6983793974;3;21.5;16.0;6;37.0729473829;
32;4;14.3821353912;20.5;4;26.7374696732;3;22.5;15.5;6;37.6075286865;
33;4;14.3909301758;21.5;3;26.7767804861;3;22.5;16.1834564209;6;38.1450603008;
34;4;14.3997755051;22.5;4;26.8162822723;3;21.5;15.2971353531;6;38.6895147562;
35;4;14.4086637497;23.5;4;26.8559447527;3;21.0567474365;14.5;6;39.2454762459;
36;4;14.4175872803;24.5;5;26.8957372904;3;21.1466293335;15.5;6;39.8179090023;
37;4;14.4265403748;25.5;5;26.9356285334;3;20.9453735352;16.5;6;40.4118859768;
38;4;14.4355163574;26.5;6;26.9755871296;3;19.1962890625;16.5;6;41.0322678089;
39;4;14.4445075989;27.5;6;27.015581131;3;18.6962890625;17.1600017548;6;41.6833441257;
40;4;14.4535055161;28.5;7;27.0555787086;3;20.6962890625;16.5;6;42.3477458954;
41;4;14.4625053406;29.5;7;28.0955479145;3;18.6962890625;19.5;7;42.9413113594;
42;4;16.0;29.2000007629;7;28.1854565144;3;19.6962890625;21.5;8;43.586581707;
43;4;16.4804782867;29.2350006104;8;28.2772481441;3;20.6962890625;23.5;9;44.2800674438;
44;4;16.2479438782;30.5;8;28.3709160089;3;21.0;25.5;9;45.0160870552;
45;4;17.0;29.8596420288;8;28.4664486647;3;23.0;27.5;9;45.7867279053;
46;4;16.5072631836;29.348361969;8;28.563829422;3;24.3360176086;28.5;9;46.5820074081;
47;4;16.2857437134;30.5;8;28.6630358696;3;24.3360176086;28.5;9;47.3902606964;
48;3;17.0;30.064125061;9;28.7640393972;5;24.8360176086;28.5;8;48.1987380981;
49;3;16.3132362366;30.1603183746;9;28.8668049574;5;25.8360176086;29.5;8;48.9943685532;
50;3;16.5423622131;30.5;10;28.9712897539;5;24.8360176086;28.5;9;49.7645931244;
51;3;17.0;29.5657310486;10;29.0774444342;5;24.8360176086;28.5;9;50.4981632233;
52;3;18.0;30.5657310486;12;29.1852118969;5;25.8360176086;29.5;11;51.1857919693;
53;3;19.3736763;31.5657310486;12;29.294526577;6;26.8360176086;30.5;10;51.8205833435;
54;3;20.5763778687;32.5657310486;15;29.4053149223;6;27.6461753845;31.5;10;52.3982028961;
55;3;21.4065284729;33.5;15;29.5174951553;6;27.8194618225;32.5;9;52.9167966843;
56;3;22.2178630829;33.5;15;29.6309767962;6;27.9750385284;33.5;9;53.3767118454;
57;4;23.2259559631;33.8720436096;15;30.7456610203;6;29.1130142212;31.5;9;54.780087471;
58;4;23.625;34.9274749756;15;30.901440382;6;31.2340259552;31.5;9;55.160392046;
59;5;24.9528236389;32.5;15;48.3093836308;6;30.3391170502;33.5;9;56.4925577641;
60;5;25.1205120087;34.5;15;49.3318681717;6;31.7477664948;36.5;9;56.8213908672;
61;6;26.1393299103;36.4669342041;13;65.2431684732;6;32.8344192505;39.5;9;57.1130225658;
62;6;27.4210319519;36.5;13;66.7958904505;7;33.9095535278;39.5;10;57.2793885469;
63;6;27.625;40.3482894897;13;69.224159956;8;32.5999984741;41.5;9;57.3558163643;
64;6;29.9079933167;42.2807312012;14;71.3770437241;8;32.5999984741;43.5;10;57.4339684248;
65;6;31.9185829163;43.3422775269;14;73.2475500107;8;31.9666385651;43.1059188843;12;57.5138239861;
66;6;34.5415382385;42.5;16;74.843785882;8;29.9768238068;45.1288757324;12;59.7030742168;
67;6;35.625;44.4816627502;17;76.162016511;8;29.9909305573;42.1649856567;12;61.543112874;
68;6;36.6042327881;43.5;18;77.2598817348;8;29.6000003815;42.7683258057;13;64.0753846169;
69;6;38.9634819031;43.5;15;78.1690480709;8;30.6000003815;44.1295547485;12;65.4657871723;
70;6;41.625;44.5;16;78.6793005466;8;31.6000003815;44.195690155;13;68.9909831285;
71;6;41.9754333496;43.5;16;79.1159616709;8;33.0594558716;44.5127372742;14;71.9590187073;
72;6;42.9000015259;44.5;16;79.318877697;8;33.0845794678;46.0470466614;15;74.429942131;
73;6;42.9404983521;43.5;17;79.4640917778;8;30.6000003815;49.9439163208;15;76.4813023806;
74;6;40.7999992371;46.5;17;79.6094564199;8;29.5767269135;52.0363235474;17;78.0584431887;
75;6;39.7999992371;48.7840652466;18;82.5265827179;9;29.0424537659;52.011554718;17;79.2242071629;
76;6;39.7448120117;50.4530487061;21;84.9050855637;9;26.476726532;51.0;17;80.27242136;
77;6;40.1978302002;51.6589927673;20;86.8278942108;9;25.476726532;54.0;18;81.0192642212;
78;6;40.5517082214;52.8689002991;20;88.3800444603;10;23.5;54.0;17;81.6435828209;
79;7;40.8243179321;54.0821800232;20;89.1475453377;10;24.0;56.0;18;82.1564891338;
80;8;40.9000015259;55.2981719971;20;89.515247345;10;25.0;59.0;18;82.6943387985;
81;8;38.9000015259;57.5162162781;19;89.8839633465;10;26.0;62.0;17;83.2562212944;
82;8;37.9000015259;59.7356109619;19;90.2526385784;10;27.0;65.0;18;83.840780735;
83;8;36.9000015259;60.085357666;19;90.6202187538;11;29.0;64.367401123;17;84.446187973;
84;8;35.9000015259;62.2243995667;19;90.9856643677;11;29.0;66.4257278442;18;86.0701329708;
85;8;34.9000015259;64.3614349365;19;91.3479645252;11;30.2000007629;70.48487854;18;86.7698340416;
86;8;33.9000015259;67.4959564209;19;92.7061481476;11;32.2000007629;71.1750411987;18;87.4850375652;
87;9;33.9000015259;71.6274795532;19;93.1567953825;11;31.2000007629;74.2964096069;18;88.2122172117;
88;9;34.7999992371;75.7555847168;19;93.6099851131;11;31.2000007629;77.4184188843;18;88.9475417137;
89;9;34.7999992371;79.8798675537;18;94.0654423237;11;32.2000007629;77.5407867432;19;90.6869782209;
90;9;34.7999992371;84.0000152588;20;94.5229560137;12;32.2000007629;80.663192749;19;91.4864069223;
91;11;34.7999992371;88.1157226562;18;94.9823716879;13;33.2000007629;83.7853469849;19;92.2847080231;
92;11;35.7999992371;89.2267837524;18;95.443582654;13;34.2000007629;83.9069595337;19;92.5780260563;
93;11;35.7999992371;91.2267837524;19;95.906517148;13;34.2000007629;84.5608444214;18;93.3409335613;
94;11;35.7999992371;93.2267837524;21;96.3475661278;13;33.2000007629;89.1473693848;19;93.5918556452;
95;11;36.7999992371;96.2267837524;22;96.7745010853;13;34.2000007629;90.2656097412;20;94.3038877249;
96;11;38.7999992371;96.2267837524;23;97.2041950226;13;34.2000007629;91.3821792603;21;94.9984975457;
97;11;40.4740028381;97.2267837524;22;97.6365292072;13;33.2000007629;95.4968261719;19;96.6740383506;
98;11;39.7999992371;100.226783752;24;98.0713191032;13;35.2000007629;97.6093292236;17;97.4293731451;
99;11;41.7999992371;99.433883667;25;98.5082967281;13;36.2000007629;99.7194595337;16;98.1727421284;
100;11;42.8476867676;99.7846679688;25;98.9470911026;13;36.2000007629;103.757843018;17;98.9044849873;
101;11;42.8692245483;100.860458374;25;99.3872108459;13;37.2000007629;106.90460968;20;99.6253069639;
102;11;42.889339447;101.934371948;26;99.7921261787;13;38.2000007629;110.047332764;22;100.33619988;
103;11;42.8999977112;103.006278992;27;100.155422688;14;39.2000007629;112.185829163;23;101.038366795;
104;11;42.8999977112;104.076087952;28;100.523306847;14;40.2000007629;114.674812317;23;101.733141184;
105;11;42.8999977112;106.705322266;28;100.894459248;14;40.5999984741;116.873046875;24;102.421910286;
106;11;42.8999977112;107.798736572;28;101.267438412;14;40.5999984741;116.157295227;25;103.106045246;
107;11;42.8999977112;108.888885498;29;101.640701294;14;40.5999984741;115.351104736;26;103.69326973;
108;11;42.8999977112;109.975708008;27;102.01263237;14;40.5999984741;115.546730042;26;104.262255669;
109;11;42.8999977112;111.559173584;24;102.381575108;14;41.5999984741;112.913368225;28;104.842409253;
110;11;42.8999977112;113.639266968;24;102.745867729;14;40.5999984741;116.112197876;28;105.433279514;
111;11;42.8999977112;115.716003418;25;103.103878975;15;40.5999984741;119.312393188;27;106.034228325;
112;11;42.8999977112;117.789398193;25;103.454045296;15;41.5999984741;117.513755798;29;108.944969893;
113;11;42.8999977112;119.454040527;26;103.794906616;15;40.5999984741;121.08531189;31;110.710453272;
114;11;42.8999977112;120.794906616;27;104.125134945;15;41.3899993896;115.597000122;32;112.639072418;
115;11;42.8999977112;122.125137329;27;106.258096218;15;40.2010002136;116.132537842;33;114.699286222;
116;11;43.8258056641;123.338096619;28;108.422465324;15;40.0308990479;117.691268921;33;117.861655474;
117;11;45.0422477722;125.578849792;29;110.591114998;15;41.8778114319;116.272117615;32;121.158246279;
118;11;46.7591094971;127.831466675;29;112.736020565;15;44.7400283813;117.873474121;30;124.56469965;
119;11;48.5736045837;130.078887939;26;115.829807758;15;48.616027832;118.393287659;25;128.056573749;
120;11;50.7829818726;133.303878784;26;117.907278061;15;52.5044250488;120.933776855;25;130.629039764;
121;11;52.9847259521;136.490020752;24;122.134150505;15;52.4039840698;125.491729736;24;133.179855466;
122;11;55.438495636;137.127746582;23;125.917232871;15;53.6632461548;130.063369751;22;135.682473421;
123;11;55.8917274475;140.755310059;23;129.277779579;15;54.6092796326;134.644500732;19;138.112733245;
124;11;57.2277793884;144.364959717;25;132.250119805;16;55.1590042114;138.754852295;20;140.258391619;
125;11;58.5250091553;146.949645996;24;134.701191306;17;56.2693252563;141.411407471;19;142.32473588;
126;11;59.5701179504;149.503417969;24;136.742703915;18;56.20911026;144.058700562;18;144.304916978;
127;11;59.7742729187;153.021606445;27;138.588873982;18;55.6549339294;147.692199707;19;146.130266786;
