Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;8.0;13.3000001907;5;21.0;1;9.0;10.0;5;20.0;
3;2;10.0;12.0;5;21.1200000048;1;9.0;10.0;6;20.0;
4;2;11.0;11.0;5;21.2530560493;1;9.0;10.0;6;20.0;
5;2;11.1879587173;10.0;5;21.4002518654;1;10.0;10.0;6;20.0;
6;2;12.3150568008;10.0;5;21.5626775026;1;11.0;10.0;6;20.0;
7;2;12.8516025543;10.0;5;22.1570323706;2;11.3000001907;10.0;5;21.3999996185;
8;2;12.985332489;10.1999998093;5;22.698546052;2;11.4200000763;10.1999998093;5;21.7664003372;
9;2;13.1071720123;10.3632001877;5;24.1076657772;2;11.529920578;10.3632001877;5;22.0715556145;
10;2;13.4242248535;10.9097137451;5;25.3793644905;2;11.6214666367;10.4951858521;5;23.1762773991;
11;2;13.7103567123;11.3658018112;5;26.5288131237;2;11.9528827667;11.0209560394;5;24.1039098501;
12;2;15.7103567123;11.7372808456;5;27.5781302452;2;13.9528827667;11.4571752548;5;24.8681889772;
13;2;17.114610672;13.0336990356;5;28.5519375801;2;15.9528827667;11.8107032776;5;25.4893084764;
14;2;18.114610672;13.4720859528;5;29.473883152;2;16.6467933655;12.0916318893;5;25.9899599552;
15;2;20.114610672;12.446267128;5;30.1961040497;2;16.7969894409;12.3113050461;5;26.3924539089;
16;2;21.2837333679;12.5;5;30.8614077568;2;16.9177360535;12.4808797836;5;26.4960671663;
17;2;21.114610672;13.5;5;31.5729002953;2;18.835603714;12.5;4;26.5634490252;
18;2;23.114610672;12.5;5;32.3239922523;2;19.3867835999;12.5;4;26.6328122616;
19;2;22.625;13.5;5;33.1059026718;2;20.3867835999;12.5;4;26.7041202784;
20;2;23.625;12.5;7;33.9079084396;2;21.8980197906;12.5;4;26.7773271799;
21;2;22.625;13.5;6;34.7178239822;2;21.5;13.0331983566;4;26.8523778915;
22;2;22.625;14.5;7;35.5226716995;2;22.0557136536;12.5;4;26.9292075634;
23;3;23.625;12.5;6;36.3094863892;2;22.0787620544;12.5;4;27.0077416897;
24;3;22.625;13.5;6;37.0661487579;2;22.1023216248;12.5;4;27.0878958702;
25;3;21.625;13.5;6;37.7821359634;2;22.1263694763;12.5;4;27.1695766449;
26;3;19.625;15.5;6;38.449090004;3;21.5;13.1508731842;5;27.2526805401;
27;3;18.625;17.5;6;39.0611457825;4;21.5;13.6263399124;4;27.3370957375;
28;3;17.625;19.5;6;39.6149940491;4;20.201128006;13.5;4;27.4227013588;
29;3;18.0;18.5;6;40.1097126007;4;19.2268104553;14.5;5;27.5093686581;
30;3;18.0;17.5;7;40.5464267731;4;19.5;13.5;5;27.5969614983;
31;3;19.0;17.5;7;40.9278697968;4;18.279088974;13.5;5;27.6853370667;
32;3;20.0;17.5;8;41.2579154968;4;17.30560112;14.5;5;27.7743468285;
33;3;19.0;16.5;8;41.54114151;4;17.5;13.5;5;27.863837719;
34;3;19.0;16.5;8;41.782453537;4;16.3591518402;13.5;5;27.9536523819;
35;3;20.0;16.5;8;41.986787796;4;15.3860960007;14.5;5;28.0436308384;
36;3;20.8220272064;17.5;8;42.0;4;14.9130897522;15.5;5;29.1336119175;
37;3;19.8220272064;16.5;8;42.0;4;15.9400835037;16.5;6;29.2434334755;
38;3;19.8220272064;16.5;8;43.0;4;16.9670295715;17.5;6;29.3531301022;
39;3;18.0;15.5;7;43.1299999952;4;16.9938812256;18.5;6;29.4625366926;
40;3;19.0;16.5;7;43.2754310369;4;17.338760376;19.5;7;29.5714901686;
41;3;19.2869720459;17.5;5;43.4377241135;4;17.3714466095;20.5;8;29.6798315048;
42;4;20.0;16.5;5;43.6183350086;4;17.0;19.5;9;29.7874065638;
43;4;21.0;19.5;5;43.8187118769;4;17.0;19.5;9;29.894067049;
44;4;22.0;22.5;6;44.0402543545;4;17.0;18.5;10;29.9996712208;
45;4;23.0;24.5;7;44.2842636108;4;16.0;20.4172744751;10;30.1040849686;
46;4;24.0;26.5;7;44.5518820286;4;17.0;23.4172744751;11;30.2071825266;
47;4;24.625;28.5;7;44.8440244198;4;17.1997489929;26.4172744751;11;30.3088465929;
48;4;24.625;29.5;8;45.1613030434;4;17.2237548828;29.4172744751;11;30.4089696407;
49;4;24.625;30.5;8;45.5039470196;5;17.2472610474;31.5;12;30.5074528456;
