Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;9.19999980927;10.0;4;21.0;
3;1;8.0;12.0;6;20.0;2;9.19999980927;10.0;3;21.0900000334;
4;1;8.0;11.0;6;20.0;2;9.21800041199;10.0;3;21.1871190071;
5;1;8.0;10.0;6;20.0;2;10.3561353683;10.0;3;21.2917383909;
6;1;9.0;10.0;6;20.0;2;11.3875217438;10.0;3;21.4042263031;
7;1;9.5;10.0;6;20.0;2;11.4212675095;10.0;3;21.9389723539;
8;1;9.5;10.0;6;20.3999996185;2;11.5816917419;10.1999998093;3;22.4109756947;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;11.7232933044;10.3632001877;3;22.831872344;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;11.8495616913;10.4951858521;3;24.1073114872;
11;2;9.72283363342;10.7951860428;5;23.0419120789;2;12.2321929932;11.0209560394;3;25.2262470722;
12;2;10.184431076;11.0209560394;5;23.9543504715;2;14.2321929932;11.4571752548;3;26.2035200596;
13;2;11.9568338394;11.4571752548;5;24.7025904655;2;16.2321929932;11.8107032776;4;27.060199976;
14;2;13.9568338394;11.8107032776;5;25.3068172932;2;17.4756546021;12.0916318893;4;27.819549799;
15;2;15.9568338394;12.0916318893;5;25.789717555;2;18.5716552734;12.3113050461;4;28.5040667057;
16;2;16.9854335785;12.3113050461;5;26.1736010313;2;19.6752662659;12.4808797836;4;28.912750721;
17;2;17.9954986572;12.4808797836;4;26.2577478886;2;20.7863998413;12.5;4;29.3074398041;
18;2;19.0058269501;12.5;5;26.3048160076;2;21.9048061371;12.5;4;29.7249407768;
19;2;19.9185829163;12.5;5;26.3530313969;2;22.9174823761;12.5;5;30.1631817818;
20;2;19.9294319153;12.5;5;26.4023760557;2;23.04895401;12.5;6;30.6194429398;
21;2;19.9405345917;12.5;5;26.4528282881;3;23.1858329773;12.5;6;31.0903835297;
22;2;19.9518871307;12.5;5;26.5043625832;3;23.3271141052;12.5;6;31.5721096992;
23;3;19.9634819031;12.5;4;26.5569496155;3;23.4716339111;12.5;6;32.0602788925;
24;3;19.9753131866;12.5;5;26.6105561256;3;23.6180839539;12.5;6;32.550242424;
25;3;19.9873752594;12.5;5;26.6651450396;3;23.7650718689;12.5;6;33.0372152328;
26;3;19.9996566772;12.5;5;26.72067523;3;23.9111633301;12.5;6;33.516456604;
27;3;20.0121517181;12.5;5;26.7771017551;3;24.0549373627;12.5;6;33.9834604263;
28;4;20.024848938;12.5;4;26.8343759775;3;24.1950378418;12.5;6;34.4341192245;
29;4;17.625;13.5;4;26.8924454451;3;24.3302345276;12.5;6;34.8648700714;
30;4;17.0508003235;14.5;4;27.9512542486;3;22.4594612122;13.5;6;35.2727956772;
31;4;17.064031601;15.5;4;28.050743103;3;21.4594612122;13.5;6;35.6556835175;
32;4;17.0774173737;16.5;4;28.152033329;3;21.5;14.5;6;36.0120429993;
33;4;16.7092075348;17.5;4;28.2550611496;3;21.5;15.5;6;36.3410778046;
34;4;16.7323894501;18.5;4;28.3597573042;3;20.5;14.5;6;36.6426286697;
35;4;16.7559452057;19.5;5;28.4660466909;3;20.5;14.5;6;36.9170885086;
36;4;16.7798595428;20.5;5;28.5738489628;3;19.5;13.5;7;37.1653108597;
37;4;16.8041152954;21.5;5;28.6830790043;3;19.5;14.5;7;37.3885068893;
