Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;6.0;14.3000001907;3;21.0;1;9.0;10.0;4;20.0;
2;2;7.15000009537;13.0;3;21.0900000334;1;9.0;10.0;5;20.0;
3;2;8.16349983215;12.0;3;21.1871190071;1;9.0;10.0;4;20.0;
4;2;8.17806816101;11.0;3;21.2917383909;1;9.0;10.0;4;20.0;
5;2;8.19376087189;10.0;3;21.4042263031;1;10.0;10.0;4;20.0;
6;2;9.31595134735;10.0;3;21.5249304771;1;11.0;10.0;4;20.0;
7;2;9.84310913086;10.0;3;21.6541694403;1;11.0;10.0;4;20.3999996185;
8;2;9.87218856812;10.0;3;22.2087649107;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;9.99697208405;10.1999998093;3;22.7014135122;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;10.1078176498;10.3632001877;3;23.1436295509;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;10.2073163986;10.4951858521;3;24.4502608776;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;10.5013093948;11.0209560394;3;25.6018667221;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;12.3275251389;11.4571752548;3;26.6129477024;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;14.3275251389;11.8107032776;3;27.5041275024;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;16.3275241852;12.0916318893;4;28.2981133461;1;15.6125736237;12.3113050461;5;24.9617595673;
16;3;17.5498218536;12.3113050461;4;29.0167398453;1;16.6125736237;12.4808797836;5;25.0;
17;3;18.6352043152;12.4808797836;3;29.4582490921;1;17.6125736237;12.5;5;25.0;
18;3;19.7259407043;12.5;4;29.883644104;1;18.6125736237;12.5;5;25.0;
19;3;20.7238197327;12.5;4;30.3288545609;1;19.5;12.5;5;25.0;
20;3;20.8239917755;12.5;4;30.7909274101;1;19.5;12.5;5;25.0;
21;3;20.9279594421;12.5;4;31.2663087845;1;19.5;12.5;7;25.0;
22;3;21.0349197388;12.5;4;31.7509255409;1;19.5;12.5;7;25.0;
23;3;21.1439590454;12.5;4;33.2403049469;1;19.5;12.5;7;25.0;
24;3;22.2540683746;12.8999996185;4;33.7697272301;1;19.5;12.5;8;25.0;
25;3;21.625;13.9160003662;4;34.2955861092;1;19.5;12.5;9;25.0;
26;3;21.625;14.9324741364;5;34.8132078648;1;19.5;12.5;10;25.0;
27;4;22.625;12.949420929;4;35.3182123899;1;19.5;12.5;10;25.0;
28;4;21.8875999451;13.5;4;35.8066738844;1;19.5;12.5;10;25.0;
29;4;18.8976631165;15.5;4;36.2752487659;1;19.5;12.5;10;25.0;
30;4;17.9079933167;17.5;4;36.7212636471;1;17.5;13.5;10;25.0;
31;4;16.9185829163;19.5;4;37.1427576542;1;16.5;14.5;11;25.0;
32;4;16.3044319153;21.5;4;37.5384815931;1;15.5;15.5;12;25.0;
33;4;16.3155345917;23.5;5;37.907859683;1;14.5;16.5;12;25.0;
34;4;16.3268852234;25.5;5;38.2509207726;1;13.5;17.5;12;25.0;
35;4;16.3384819031;27.5;6;38.5682096481;1;12.5;18.5;13;25.0;
36;4;16.3503131866;29.5;6;38.8606886864;1;12.0;19.5;13;25.0;
37;4;16.3623752594;31.0750923157;7;39.1296387911;1;12.0;20.5;13;25.0;
38;4;16.3746566772;32.2251434326;7;39.3765618801;1;12.0;21.5;13;25.0;
39;4;16.3871517181;33.3591194153;7;39.6030981541;1;12.0;22.5;13;25.0;
40;4;16.399848938;34.4781990051;8;39.8109499216;1;12.0;23.5;14;25.0;
41;4;17.0;34.4781990051;11;39.8924454451;1;12.0;24.5;13;25.0;
42;4;16.4258003235;35.4781990051;12;39.9512542486;1;13.0;22.5;13;25.0;
43;4;17.0;35.4781990051;12;40.0107431412;1;12.0;23.5;12;25.0;
44;4;18.0;35.8857192993;13;40.0708494186;1;12.0;24.5;12;25.0;
45;4;17.4659423828;33.4781990051;13;40.1315076351;1;13.0;22.5;12;25.0;
46;4;17.0;33.4781990051;13;40.1926498413;1;12.0;23.5;13;25.0;
47;4;18.0;34.013053894;14;40.2542052269;1;12.0;24.5;15;25.0;
48;4;19.9249992371;34.013053894;14;40.3161010742;1;13.0;22.5;15;25.0;
49;4;20.9249992371;35.013053894;15;40.3782629967;1;12.0;23.5;15;25.0;
50;5;21.9249992371;35.0348548889;14;40.4406147003;1;12.0;24.5;16;25.0;
51;5;22.9249992371;34.5;14;40.5030794144;1;13.0;22.5;16;25.0;
52;5;23.9249992371;34.5;14;40.5655794144;2;13.0;23.5;16;26.0;
53;6;24.5499992371;34.2959060669;14;40.628036499;2;14.0;24.5;17;26.1599999666;
54;6;24.5499992371;33.3396263123;14;40.690372467;2;15.0;23.5;17;27.5937439203;
55;6;25.1553344727;30.5;14;40.7525100708;2;16.0;23.5;18;28.7884988785;
56;6;24.5499992371;30.5;15;40.8143725395;2;17.0;23.5;19;29.7817474604;
57;6;24.5499992371;30.4700603485;15;40.8758842945;2;18.0;23.5;19;30.6177947521;
58;6;25.1970748901;27.5;15;40.936971426;2;19.0;24.2754020691;19;31.3402159214;
59;6;24.5499992371;28.5;15;41.9975619316;2;20.0;24.4822807312;20;31.7230784893;
60;6;25.5499992371;30.5;15;43.0875861645;2;21.0;24.5;20;32.1118502617;
61;6;27.5499992371;32.6403121948;16;43.2175681591;2;22.0;24.5;21;32.544028759;
62;6;29.2513198853;32.6403121948;18;43.3486206532;2;22.7000007629;24.5;22;33.0209121704;
63;6;29.2645263672;34.5;18;43.4806761742;2;22.7000007629;24.5;23;33.1427903175;
64;6;29.2775611877;36.5;18;43.6136660576;2;22.5799999237;24.2999992371;23;33.3486948013;
65;6;29.0726623535;38.5;18;43.7475214005;2;22.4720001221;24.1199989319;24;33.632185936;
66;6;29.303068161;39.1803855896;18;43.8821723461;2;22.3747997284;23.9580001831;23;33.9855904579;
67;6;29.8734893799;37.5;19;44.0175480843;2;22.2873191833;23.8122005463;23;34.3999056816;
68;7;28.8435821533;39.3792533875;17;44.1535773277;2;22.2085876465;23.6809806824;23;34.8648328781;
69;7;28.8544311523;40.4033813477;17;44.2901877165;2;22.1377296448;23.5628814697;23;35.3689670563;
70;7;28.8482379913;40.975276947;17;44.4273056984;3;22.0739555359;23.4565944672;22;35.9001293182;
71;7;29.6899280548;38.9462852478;17;44.5648570061;3;22.0165615082;23.3609352112;22;36.4458408356;
72;7;28.5499992371;39.9714279175;17;46.2100949287;3;21.9649047852;23.2748413086;23;36.9938802719;
73;7;27.6268177032;40.0130462646;16;47.5985791683;3;21.9184150696;23.1973571777;23;37.5328445435;
74;7;27.9505004883;40.4390335083;17;48.7661101818;3;21.8765735626;23.127620697;23;38.0526695251;
75;7;27.0656509399;40.7730255127;17;49.7505446672;3;21.8389148712;23.0648593903;24;38.5450315475;
76;7;27.6204166412;40.9097442627;17;50.4393274784;3;21.8050231934;23.0083732605;24;39.0035858154;
77;7;29.111989975;41.0;18;50.9189770222;3;21.774520874;22.95753479;25;39.4240341187;
78;7;30.7470321655;40.0;19;51.3726685047;3;21.7470703125;22.911781311;24;39.804028511;
79;7;31.1604137421;40.2395820618;20;51.692204833;3;21.7223625183;22.8706035614;24;40.1429576874;
80;7;29.1236114502;41.0;19;51.9673355818;3;21.7001266479;22.8335418701;24;40.4416379929;
81;7;27.7370948792;42.0;19;52.2431957722;3;21.6801128387;22.8001880646;23;40.7019844055;
82;7;27.1988716125;42.0;20;52.5193755627;3;21.6621017456;22.7701683044;23;42.1675519943;
83;7;24.6749992371;45.0;20;52.7954633236;3;21.9271850586;23.2119750977;23;43.3609199524;
84;7;24.6749992371;46.0;20;53.0710482597;3;22.1313934326;23.5523223877;24;44.3206768036;
85;8;23.375;49.0;18;77.3457198143;3;22.2855110168;23.8091850281;24;45.0860271454;
86;8;22.375;55.0;17;79.2990710735;3;22.3999862671;23.9999771118;24;45.4130878448;
87;9;22.375;59.0;17;80.9368758202;3;21.3999862671;24.9999771118;24;45.6894187927;
88;9;23.0;63.7880477905;17;82.2757432461;3;21.3999862671;25.9999771118;24;45.9212532043;
89;9;24.0;67.5081939697;17;83.3537256718;3;21.3999862671;26.9999771118;24;46.0;
90;9;25.0;70.6096496582;18;84.2176272869;3;21.3999862671;27.9999771118;25;46.0;
91;9;26.0;72.7088317871;19;84.9136161804;3;21.3999862671;28.9999771118;24;46.0;
92;9;27.0;74.8056945801;19;85.2094399929;3;20.7999858856;29.9999771118;22;46.0;
