Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;9.19999980927;10.0;4;21.0;
3;1;8.0;12.0;6;20.0;2;9.19999980927;10.0;4;21.0900000334;
4;1;8.0;11.0;6;20.0;2;9.21800041199;10.0;4;21.1871190071;
5;1;8.0;10.0;6;20.0;2;10.3561353683;10.0;4;21.2917383909;
6;1;9.0;10.0;6;20.0;2;11.3875217438;10.0;4;21.4042263031;
7;2;9.5;10.3000001907;5;21.0;2;11.4212675095;10.0;4;21.9389723539;
8;2;9.72500038147;10.0;5;21.3999996185;2;11.5816917419;10.1999998093;4;22.4109756947;
9;2;9.81500053406;10.1999998093;5;21.7264003754;2;11.7232933044;10.3632001877;4;22.831872344;
10;2;9.88844013214;10.3632001877;5;21.9903717041;2;11.8495616913;10.4951858521;3;24.1073114872;
11;2;9.94783401489;10.4951858521;5;23.0619120598;2;12.2321929932;11.0209560394;3;25.2262470722;
12;2;10.1889305115;11.0209560394;5;23.9545464516;2;14.2321929932;11.4571752548;3;26.2035200596;
13;2;11.9568777084;11.4571752548;5;24.6819883585;2;16.2321929932;11.8107032776;4;27.060199976;
14;2;13.9568777084;11.8107032776;5;25.2644146681;2;17.4756546021;12.0916318893;4;27.819549799;
15;2;15.7228336334;12.415977478;5;25.7245066166;2;18.5716552734;12.3113050461;4;28.5040667057;
16;2;16.7228336334;12.6418743134;5;26.0845712423;2;19.6752662659;12.4808797836;4;28.912750721;
17;2;17.9754657745;12.4808797836;5;26.1438889503;2;20.7863998413;12.5;4;29.3074398041;
18;2;18.7228336334;12.8431663513;6;26.1651208401;2;21.9048061371;12.5;4;29.7249407768;
19;2;19.8871517181;12.5;5;26.1864993572;2;22.9174823761;12.5;4;30.1631817818;
20;2;19.625;12.9745998383;5;26.2080165148;2;21.5;13.5;4;30.6194429398;
21;2;19.625;12.983206749;5;26.2296639681;2;22.5;12.5;6;31.0903835297;
22;2;19.625;12.9918651581;6;26.2514331341;2;23.3271141052;12.5;6;31.5721096992;
23;2;19.625;13.0005731583;6;26.2733153105;2;23.4716339111;12.5;7;32.0602788925;
24;3;19.625;13.0093259811;5;26.2953014374;3;23.6180839539;12.5;6;32.550242424;
25;3;17.9164428711;13.5;5;26.3173824549;3;23.7650718689;12.5;7;33.0372152328;
26;3;18.625;13.0269527435;7;26.3395489454;3;21.7650718689;13.5;7;33.516456604;
27;3;19.625;13.0358200073;7;26.3617914915;3;21.5;14.5;7;33.9834604263;
28;3;19.9314041138;12.5;7;26.3841004372;3;21.5;15.5;7;34.4341192245;
29;3;17.936422348;13.5;7;26.4064661264;3;21.5;16.5;7;34.8648700714;
30;3;16.9414558411;14.5;7;26.428878665;3;20.5;15.5;7;35.2727956772;
31;3;15.9464979172;15.5;7;26.4513280392;3;20.5;15.5;7;36.6556835175;
32;3;14.9515485764;16.5;7;27.4738043547;3;20.5;15.0;7;37.0320429802;
33;3;15.3316059113;17.5;6;27.5262974501;3;21.5;15.0100002289;7;37.3812737465;
34;3;16.0;19.5;6;27.5793883801;3;20.5;14.0200977325;7;37.7032104731;
35;3;16.0;20.5631580353;6;27.6330599785;3;18.8181743622;15.5;7;37.998239398;
36;3;16.0;21.5789051056;6;27.6872941256;3;17.824344635;17.5;7;38.2672073841;
37;3;16.0;22.5946445465;6;27.7420711517;3;16.8305683136;19.5;8;38.5113185644;
