Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;14.3000001907;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;13.0;3;21.0900000334;1;7.0;13.0;6;20.0;
3;2;8.16349983215;12.0;3;21.1871190071;1;8.0;12.0;6;20.0;
4;2;8.17806816101;11.0;3;21.2917383909;1;8.0;11.0;6;20.0;
5;2;8.19376087189;10.0;3;21.4042263031;1;8.0;10.0;6;20.0;
6;2;9.31595134735;10.0;3;21.5249304771;1;9.0;10.0;6;20.0;
7;2;9.84310913086;10.0;3;21.6541694403;2;9.5;10.3000001907;4;21.0;
8;2;9.87218856812;10.0;3;22.2087649107;2;9.72500038147;10.0;4;21.469999671;
9;2;9.99697208405;10.1999998093;3;22.7014135122;2;9.83075046539;10.1999998093;4;21.8705514669;
10;2;10.1078176498;10.3632001877;3;23.1436295509;2;9.92087364197;10.3632001877;4;22.2129640579;
11;2;10.2073163986;10.4951858521;2;24.4502608776;2;9.99791717529;10.4951858521;4;23.3718163967;
12;2;10.5013093948;11.0209560394;2;25.6018667221;2;10.2586593628;11.0209560394;4;24.3595588207;
13;2;12.3275251389;11.4571752548;2;26.6129477024;2;12.0480051041;11.4571752548;4;25.1902494431;
14;2;14.3275251389;11.8107032776;2;27.5041275024;2;14.0480051041;11.8107032776;3;25.884378314;
15;2;16.3275241852;12.0916318893;3;28.2981133461;2;16.0480060577;12.0916318893;3;26.4648982286;
16;3;17.5498218536;12.3113050461;3;29.0167398453;2;17.137348175;12.3113050461;3;26.9543362856;
17;3;18.6352043152;12.4808797836;3;29.4582490921;2;18.171163559;12.4808797836;3;27.1521308422;
18;3;19.7259407043;12.5;3;29.883644104;2;19.2070636749;12.5;4;27.3210272789;
19;3;20.7238197327;12.5;3;30.3288545609;2;20.1472320557;12.5;4;27.4992582798;
20;3;20.8239917755;12.5;3;30.7909274101;2;20.1873321533;12.5;6;27.6867210865;
21;3;20.9279594421;12.5;3;31.2663087845;3;20.229511261;12.5;5;27.8832085133;
22;3;21.0349197388;12.5;3;31.7509255409;3;19.625;12.5;5;28.0884003639;
