Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;7.0;14.3000001907;3;24.0;1;6.0;12.0;4;20.0;
2;2;9.0;13.1000003815;3;24.1499999762;1;7.0;11.0;5;20.0;
3;2;11.0;12.1000003815;3;24.320775032;1;8.0;10.0;6;20.0;
4;2;12.2641544342;11.5;3;24.5146545172;1;8.0;10.0;6;20.0;
5;2;13.4543962479;11.5;3;24.7340574265;1;8.0;10.0;6;20.0;
6;2;14.5202169418;11.5;3;24.9814370871;1;9.0;10.0;6;20.0;
7;2;15.494430542;11.5;3;25.7390196323;1;9.5;10.0;6;20.0;
8;2;15.7217063904;11.7299995422;3;26.4357979298;1;9.5;10.0;6;20.3999996185;
9;2;15.9307394028;11.9106416702;3;28.1501259804;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.4450378418;12.5274600983;2;29.6927518845;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.4450378418;13.0216779709;3;31.0959539413;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.4450378418;13.4066829681;3;32.3982014656;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;22.0160331726;13.6998376846;3;33.6365237236;1;10.1557292938;11.4571752548;5;23.6214065552;
14;2;23.25598526;13.9190797806;3;34.679810524;1;10.3148164749;11.8107032776;5;24.1832637787;
15;2;24.5204200745;14.0;3;35.6363720894;1;11.3148164749;12.0916318893;5;24.6226100922;
16;2;25.8073883057;14.0;4;36.656867981;1;12.3148164749;12.3113050461;5;24.9617595673;
17;2;24.8073883057;15.0;4;37.7253961563;1;12.6163959503;12.4808797836;5;25.0;
18;2;26.6909103394;14.0;5;38.8218955994;1;14.3148164749;12.5;4;25.0;
19;3;27.6909103394;14.0;4;39.9233598709;1;15.3148164749;12.5;5;25.0;
20;3;28.6909103394;14.0;4;41.0055999756;1;16.3148155212;12.5;5;25.0;
21;3;29.3016796112;14.0;4;42.0453195572;1;17.3148155212;12.5;5;25.0;
22;3;29.6135959625;14.0;4;43.0221261978;1;17.625;12.5;5;25.0;
23;3;27.6135959625;15.0;5;43.920129776;1;17.625;12.5;5;25.0;
24;3;26.6135959625;15.0;5;44.7288513184;1;17.625;12.5;5;25.0;
25;3;26.6135959625;16.0;5;45.443365097;1;17.625;12.5;6;25.0;
26;3;26.6135959625;17.0;5;46.0637626648;1;17.625;12.5;6;25.0;
27;3;25.6135959625;16.0;5;46.5941581726;1;17.625;12.5;5;25.0;
28;3;25.6135959625;16.0;5;47.0415039062;1;17.625;12.5;5;25.0;
29;3;24.6135959625;15.0;5;48.4144306183;1;17.625;12.5;5;25.0;
30;3;25.6135959625;16.5;5;48.8272595406;1;17.625;12.5;5;25.0;
31;3;26.6135959625;17.0;5;49.1941231489;1;17.625;12.5;4;25.0;
32;3;25.97955513;16.0;5;49.3452684879;1;17.625;12.5;4;25.0;
33;3;25.0171775818;16.0;5;49.4818768501;1;17.625;12.5;4;25.0;
34;3;25.0581588745;17.0;5;49.630333066;1;17.625;12.5;4;25.0;
35;3;26.8890991211;20.0;5;49.7912415266;1;17.625;12.5;4;25.0;
36;3;27.9373722076;23.0;5;49.9651488066;1;17.625;12.5;5;25.0;
37;3;28.9895439148;25.0;5;50.1525228024;1;17.625;12.5;5;25.0;
38;3;26.3999996185;28.0;5;50.3537294865;1;17.625;12.5;6;25.0;
39;3;26.1061172485;31.0;5;50.5690078735;1;17.625;12.5;6;25.0;
40;3;25.0;33.0;5;50.7984457016;1;17.625;12.5;6;25.0;
41;3;25.8395347595;33.0;6;51.0419540405;1;17.625;12.5;6;25.0;
42;3;25.0;35.0;6;51.299243927;1;17.625;12.5;6;25.0;
43;3;25.9897727966;35.0;6;51.5698068142;1;17.625;12.5;6;25.0;
44;3;25.0;37.0;8;51.852899313;1;17.625;12.5;6;25.0;
45;4;27.0;34.0;8;52.1475343704;1;17.625;12.5;6;25.0;
46;4;28.244260788;33.0;8;52.4524803162;1;17.625;12.5;7;25.0;
47;4;29.3357448578;32.0;9;52.7662696838;1;17.625;12.5;7;25.0;
48;4;30.4298801422;31.0;9;53.0872173309;1;17.625;12.5;8;25.0;
49;4;27.0;33.0;9;53.4134492874;1;17.625;12.5;9;25.0;
50;4;27.0;33.0;9;53.7429418564;1;17.625;12.5;10;25.0;
51;5;27.7228832245;35.0;8;55.0735664368;1;17.625;12.5;10;25.0;
52;5;28.8220710754;37.0;8;55.4431443214;1;17.625;13.5;10;25.0;
53;5;27.3120002747;40.0;8;56.8106870651;1;17.625;14.5;10;25.0;
54;5;29.0;42.0;8;57.2140872478;1;17.625;15.5;10;25.0;
55;5;29.3370666504;46.0;8;57.6125363111;1;17.625;16.5;9;25.0;
56;5;30.0;49.0;8;58.0042072535;1;17.625;17.5;9;25.0;
57;5;32.0;49.0;10;58.4207998514;1;17.625;17.5;9;25.0;
58;5;32.0;52.0;12;61.3733729124;1;17.625;17.5;9;25.0;
59;5;32.0;50.6175918579;12;63.8183727264;1;17.625;17.5;10;25.0;
60;5;31.0;51.6531944275;12;65.8207719326;1;17.625;17.5;10;25.0;
61;5;32.0;50.6903839111;14;67.4568164349;1;17.625;17.5;10;25.0;
62;5;33.0;50.7291793823;20;68.6293557882;2;17.625;17.5;9;25.0;
63;5;31.5252933502;51.7695884705;20;69.4775878191;2;17.625;17.5;9;25.0;
64;5;30.5568065643;51.8116149902;21;70.090844512;2;17.625;17.5;9;25.0;
65;6;30.0;53.8379592896;20;70.5642464161;2;17.625;17.5;9;25.0;
66;6;28.0;53.9400444031;21;71.0232117176;2;17.625;17.5;10;25.0;
67;6;27.0;54.0458145142;23;71.4680492878;2;17.625;17.5;10;25.0;
68;6;28.0;55.1551742554;23;71.8992927074;2;17.625;17.5;10;25.0;
69;6;29.0;57.2680206299;23;72.3176355362;2;17.625;17.5;10;25.0;
70;6;27.0;60.3841972351;24;72.7238705158;2;17.625;17.5;10;25.0;
71;6;27.0;60.5035362244;24;74.1188364029;2;17.625;17.5;10;25.0;
72;6;27.0;63.2036247253;25;74.4767855406;2;17.625;17.5;8;26.0;
73;7;28.0;67.2589035034;23;74.7093557715;2;18.625;18.5;8;26.0299999714;
74;7;29.0;68.3153305054;23;74.9485974312;2;19.625;19.5;8;26.0605909824;
75;7;30.0;67.3728027344;26;75.1936861873;2;19.625;20.5;8;26.091766119;
76;7;28.0;72.4312057495;25;75.4437794089;2;19.625;21.5;9;26.1235172749;
77;7;29.0;73.4904251099;25;75.6980191469;2;19.625;22.5;9;26.1558350325;
78;7;29.0;75.5503234863;27;75.9555370212;2;19.625;22.5;9;26.1887089014;
79;8;28.0;80.6107788086;26;76.2154592872;2;19.625;22.5;8;26.2221269608;
80;9;29.0;82.6716384888;26;76.4769134521;2;19.625;22.5;7;26.2560760975;
81;9;29.0;84.7327728271;27;76.7390341759;2;19.625;22.5;7;26.2905418873;
82;10;28.0;88.9509277344;25;78.2915121317;1;17.625;17.5;8;25.0;
83;10;30.0;90.5004882812;24;78.6003060341;1;15.625;18.5;8;26.0;
84;10;34.0;88.5087051392;25;78.9084188938;1;14.625;19.5;8;26.7800006866;
85;11;32.0;91.5775680542;24;80.2150635719;1;13.625;20.5;8;27.3745174408;
86;11;34.0;95.6455993652;24;80.5594892502;1;12.625;21.5;8;27.8194847107;
87;11;37.0;96.7126083374;25;80.9021733403;1;12.0;22.5;9;28.0;
88;11;37.0;99.7783813477;28;81.242456913;1;12.0;23.5;9;28.0;
89;12;38.0;102.842720032;28;81.5797296166;1;12.0;24.5;9;28.0;
90;12;40.0;102.905479431;28;81.9134321809;1;12.0;25.5;9;28.0;
91;12;39.2000007629;105.966514587;28;83.2430585623;1;12.0;26.5;9;28.0;
92;12;40.2000007629;110.025680542;29;83.6281570792;1;12.0;27.5;10;28.0;
93;12;42.2000007629;110.723136902;30;84.011292994;1;12.0;28.5;10;28.0;
94;12;42.2000007629;114.830200195;34;84.3921907544;1;12.0;29.5;10;28.0;
95;12;43.2000007629;118.933677673;34;84.7706183791;1;12.0;30.5;10;28.0;
96;12;44.2000007629;126.446868896;36;85.1463843584;1;12.0;31.5;11;28.0;
97;13;45.2000007629;127.565567017;36;85.5193335414;1;12.0;32.5;12;28.0;
98;14;46.2000007629;129.731491089;36;85.8893421292;1;13.0;30.5;13;28.0;
99;14;47.2000007629;131.892745972;35;86.2563139796;1;12.0;31.5;13;28.0;
100;14;48.2000007629;134.049316406;36;86.6201760769;1;12.0;32.5;13;28.0;
