Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;2;8.0;10.1999998093;3;21.0;
6;1;10.6000003815;11.5;6;23.0;2;9.22500038147;10.0;3;21.0900000334;
7;1;11.6000003815;11.5;6;23.0;2;9.74524974823;10.0;3;21.1871190071;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.76710128784;10.0;3;21.7036092281;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.88331222534;10.1999998093;3;22.1564130783;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.98519229889;10.3632001877;3;22.557236433;
11;1;12.2000007629;12.0;6;25.2000007629;2;10.075378418;10.4951858521;3;23.8035871983;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;16.1463851929;13.0788002014;4;27.9411039352;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;18.1463851929;13.4505519867;4;28.5469145775;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;19.470741272;13.7328653336;4;29.0106823444;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;20.4834518433;13.943564415;4;29.1671074629;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;21.4965171814;14.0;5;29.211841464;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;22.5099372864;14.0;5;29.2577478886;2;19.4894981384;12.5;4;28.7683298588;
19;2;22.3999996185;14.3773241043;5;29.3048160076;2;20.4728736877;12.5;4;29.1538929939;
20;2;22.3999996185;14.3914451599;5;29.3530313969;2;20.5596256256;12.5;4;29.562889576;
21;2;22.8059082031;14.0;6;29.4023760557;2;20.6516494751;12.5;4;29.9934945107;
22;3;22.3999996185;14.420712471;6;29.4528282881;2;20.7485351562;12.5;4;30.4432339668;
23;3;22.3999996185;14.4358482361;6;29.5043625832;2;20.8497276306;12.5;5;30.9089989662;
24;3;22.3999996185;14.4513092041;6;29.5569496155;2;19.625;13.5;5;31.3870959282;
25;3;22.3999996185;14.4670848846;6;29.6105561256;2;20.625;12.5;7;31.8733391762;
26;3;22.3999996185;14.4831666946;6;29.6651450396;2;21.1715011597;12.5;7;32.36317873;
27;3;22.3999996185;14.832572937;6;29.72067523;3;21.2817153931;12.5;6;32.8518595695;
28;3;22.3999996185;14.8603372574;5;29.7771017551;3;19.625;13.5;6;33.3346033096;
29;3;20.9331302643;15.0;5;29.8343759775;3;19.625;14.5;6;33.8067913055;
30;3;21.3999996185;14.9171876907;5;29.8924454451;3;18.625;13.5;5;34.2641468048;
31;3;19.9677333832;15.0;5;29.9512542486;3;18.625;14.5;5;34.7028827667;
32;3;18.985376358;16.0;4;30.0107431412;3;17.625;13.5;5;35.1198272705;
33;3;19.3999996185;14.0;4;30.0708494186;3;16.625;13.5;5;35.5124940872;
34;3;18.0212554932;15.0;4;30.1315076351;3;16.625;13.5;5;35.8791179657;
35;3;18.3999996185;15.0;4;30.1926498413;3;15.625;13.5;6;36.2186422348;
36;3;17.0577945709;15.0;4;30.2542052269;3;16.0;14.5;6;36.530673027;
37;3;16.0762615204;16.0;5;30.3161010742;3;15.0;13.5;6;36.8154029846;
38;3;15.0948295593;17.0;5;30.3782629967;3;16.0;14.5;6;37.0735216141;
39;3;14.7134790421;18.0;5;30.4406147003;3;15.0;13.5;6;37.3061151505;
40;3;14.7321844101;19.0;6;30.5030794144;3;16.0;14.5;6;37.5145664215;
41;3;14.7509241104;20.0;8;30.5655794144;3;16.815776825;15.5;7;37.7004623413;
42;3;14.7696743011;21.0;8;30.628036499;3;16.8576049805;16.5;7;37.8655099869;
43;3;14.0;22.0;9;30.690372467;3;16.894739151;17.5;7;38.0;
44;3;14.0;23.0;9;30.7525100708;3;16.9249992371;18.5;9;38.0;
45;3;15.0;22.0;10;30.8143725395;3;16.9249992371;19.5;9;38.0;
46;3;16.0;22.0;10;30.8758842945;3;16.9249992371;20.5;9;38.0;
47;3;17.8627662659;22.0;11;30.936971426;3;16.9249992371;21.5;11;38.0;
48;3;18.0;23.0;11;30.9975619316;4;16.9249992371;22.5;9;38.0;
49;3;19.0;24.0;11;31.0575861931;4;17.9249992371;21.5;9;38.0;
50;3;20.0;25.0;11;31.1169772148;4;18.9249992371;21.5;10;38.0;
51;3;21.0;25.5584888458;11;31.1756706238;4;19.9249992371;21.5;11;38.0;
52;3;22.0;25.5878353119;11;31.2336053848;4;20.9249992371;21.5;11;38.0;
53;4;22.3999996185;25.6168022156;10;31.2907235622;4;21.9249992371;22.5;11;38.0;
54;4;22.3999996185;24.0;11;31.346971035;4;22.5499992371;22.5;12;38.0;
55;4;22.3999996185;25.0;11;31.4022974968;4;22.5499992371;22.5;11;38.0;
56;4;22.3999996185;25.7011489868;12;31.4566559792;4;22.5499992371;22.5;12;39.0;
57;4;22.3999996185;24.0;12;31.5100040436;4;23.5499992371;23.5;11;39.1299999952;
58;4;23.3999996185;24.0;12;31.5623030663;4;24.5499992371;24.5;12;39.2754310369;
59;4;22.3999996185;25.0;13;31.6135182381;4;24.836971283;25.5;13;39.4377241135;
60;4;23.3999996185;24.0;13;31.6636190414;4;24.8734893799;26.5;14;39.6183350086;
61;4;23.4990844727;24.0;13;31.7125790119;4;24.5499992371;27.5;14;39.8187118769;
62;4;23.5137729645;24.0;13;32.7603754997;4;24.5499992371;28.4093551636;14;40.0402543545;
63;4;24.5281124115;25.0;14;32.8469901085;4;25.0090560913;27.5;14;40.2842636108;
64;4;25.5420970917;26.0;15;32.9335918427;4;25.0639610291;27.5;14;40.5518820286;
65;4;25.555721283;27.0;15;33.0201714039;4;25.1241722107;27.5;15;40.8440244198;
66;4;25.5689849854;28.0;16;33.1067198515;5;24.5499992371;28.5;15;41.1613030434;
67;4;25.5818824768;29.0;16;33.1932290792;5;25.2612915039;27.5;15;41.5039470196;
68;4;24.3999996185;30.6059207916;16;33.2577478886;5;24.5499992371;28.5;15;41.871723175;
69;4;25.3999996185;29.6288738251;17;33.3048160076;5;24.5499992371;29.4358615875;16;42.263862133;
70;4;25.6000003815;29.6524085999;17;33.3530313969;5;24.5499992371;29.6319313049;17;42.6789975166;
71;4;25.6000003815;29.6765155792;17;33.4023760557;5;25.5499992371;27.6319313049;17;43.1151270866;
72;4;25.6000003815;29.7011871338;17;33.4528282881;5;25.7009048462;27.5;17;44.5695996284;
73;4;25.6000003815;29.7264137268;18;35.0834188461;5;26.8031616211;28.5;17;45.0391392708;
74;4;26.0649986267;30.466709137;19;36.375043869;5;26.5499992371;30.5;18;45.5199065208;
75;4;25.1375198364;32.0378189087;20;37.3845829964;5;26.5499992371;32.5;18;47.5579998493;
76;4;26.369758606;31.4684123993;20;38.1737382412;5;26.8627510071;35.0;18;49.3506400585;
77;4;26.9137554169;31.7895526886;20;38.6275748014;5;25.0382518768;38.2752838135;18;50.9263894558;
78;4;25.6000003815;32.9439849854;21;38.8667689562;6;25.1720180511;38.3367805481;18;52.31539464;
79;5;25.6000003815;33.9922409058;20;39.1063108444;7;24.2593841553;40.581489563;17;53.397303462;
80;5;26.6000003815;32.0420074463;20;39.3457539082;7;25.2999992371;39.6943664551;17;54.2511678934;
81;5;25.1477890015;33.0932312012;20;39.584662199;7;27.2999992371;36.7173805237;17;55.0534143448;
82;5;25.1878871918;35.14585495;21;40.8226127625;7;27.2999992371;34.8554878235;17;55.6901438236;
83;5;25.2269020081;37.1998023987;21;41.0341972113;7;25.6749992371;35.8792533875;17;56.2466814518;
84;5;24.2647590637;39.2550010681;21;41.2465233207;7;24.6749992371;36.9033813477;17;57.7651381493;
85;5;23.3013973236;41.3113479614;20;41.4589650631;7;22.6749992371;39.9278564453;18;58.3334856033;
86;5;22.6000003815;41.3687515259;21;41.6709398627;7;23.6749992371;42.9033813477;18;58.9089590311;
87;5;23.6000003815;41.8841056824;22;41.881905973;7;23.6749992371;45.9033813477;19;59.4543266296;
88;6;24.6000003815;41.9350700378;20;42.0913597345;7;23.375;48.9033813477;18;59.9713674784;
89;6;25.6000003815;41.9875450134;21;42.2988345027;7;23.375;51.9033813477;19;60.4625415802;
90;6;26.6000003815;43.0413246155;22;42.5038983226;7;23.375;53.9033813477;19;60.9307593107;
91;6;27.8572845459;43.6673736572;22;42.706152916;7;23.375;55.9033813477;20;61.3791719675;
92;6;27.6000003815;45.1519165039;22;42.9052317142;7;24.375;54.9033813477;21;61.810991168;
93;6;27.6000003815;46.2083129883;22;43.1007982492;8;25.375;54.9033813477;20;62.1602935791;
94;6;25.8485355377;47.1361694336;22;43.292547226;8;26.375;54.9033813477;20;62.4278385639;
95;6;24.8461818695;48.2359695435;23;43.4802005291;8;27.375;54.5165786743;21;62.707552433;
96;6;23.8440647125;49.3333282471;23;44.623144269;8;25.375;55.589881897;21;62.9992284775;
97;6;23.6000003815;51.8115692139;23;44.7592221498;8;24.375;56.6650657654;21;63.3025374413;
98;6;23.6000003815;53.8683624268;23;44.8946556449;8;23.375;57.7420120239;22;63.6170198917;
99;6;22.6000003815;55.9246902466;24;45.02911973;8;23.375;58.820602417;22;64.8640532494;
100;6;21.6000003815;57.9804000854;24;45.1623100638;8;22.375;56.8460769653;22;65.0185502768;
101;6;20.6000003815;60.0353393555;22;45.2939450145;8;23.375;56.8712310791;22;65.387945056;
102;6;20.0;61.0893745422;22;45.4237653017;8;25.0;56.9521980286;23;65.7662364244;
103;6;20.0;62.1423835754;21;45.5515354276;8;26.0;57.0344085693;23;66.1522984505;
104;6;20.0;63.1942481995;21;45.6770450473;8;27.0;57.11769104;22;66.5448830128;
105;6;20.0;64.2448654175;20;45.8001083732;8;27.0;55.2018623352;22;66.675016284;
106;7;20.0;65.2941513062;15;46.8342644572;7;26.2999992371;51.1916770935;23;65.9968521595;
107;7;21.2309818268;63.9570579529;15;46.8606042862;8;26.2999992371;51.182510376;22;66.3677456379;
108;7;22.2303848267;64.0044631958;16;46.8932225108;8;26.2999992371;51.2672348022;22;66.5936887264;
109;7;23.229845047;64.0502471924;18;46.931114614;8;26.2999992371;51.2505111694;30;66.8207530975;
110;6;24.0;60.4766426086;20;46.3739106059;9;26.2999992371;51.2354621887;27;67.7135549784;
111;6;22.0;61.518371582;20;46.4797282219;9;26.2999992371;52.2219161987;22;67.8719031811;
112;6;21.0;62.5584869385;19;46.5824503899;9;26.2999992371;53.2097244263;21;68.0338330865;
113;6;20.0;63.5969924927;20;46.6820654869;9;26.2999992371;54.1987533569;21;68.197460264;
114;6;20.0;64.6338729858;23;46.778578639;9;26.2999992371;55.1888771057;22;68.3610861599;
115;6;20.0;65.6691513062;23;46.8720091581;9;26.2999992371;56.1799888611;22;68.5232037306;
116;6;21.2273178101;65.8535614014;23;46.9623897076;9;26.2999992371;56.3686485291;22;68.6824986637;
117;6;22.0;65.4289245605;24;47.0249834657;9;26.2999992371;56.3417854309;22;68.8378491998;
118;6;23.2268772125;63.9249992371;23;47.0506509542;9;24.3716812134;55.951965332;22;68.9883210361;
119;7;24.0;63.4539413452;22;47.0764300227;9;23.3645133972;55.9444694519;23;69.1331596375;
120;8;25.0;62.4535484314;22;47.1023005843;8;22.3580627441;55.9377212524;23;69.2717786729;
121;8;26.2263679504;60.9249992371;21;47.1282431483;8;21.3522567749;55.9316482544;24;69.4037481397;
122;8;27.2262325287;59.9249992371;20;47.1542388797;8;20.3470306396;56.7491912842;23;69.5287797004;
123;9;28.226108551;58.9249992371;19;47.3683920652;7;21.0;57.7442703247;24;69.4774005413;
124;9;29.0;58.4523277283;18;47.3756264001;7;20.0;58.7398452759;24;69.60510993;
125;9;29.8258991241;56.9249992371;18;47.3847408891;7;21.0;59.7358589172;24;69.7240142822;
126;9;29.8258094788;55.9249992371;27;47.3955303133;7;22.0;60.7322731018;25;69.8344039917;
127;10;29.6000003815;55.4516944885;18;56.2099391818;6;18.0;56.7290458679;23;61.0290460587;
