Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;5;20.3999996185;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;12.4463853836;11.9106416702;5;25.0;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;12.5000009537;12.0;5;26.2300007343;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;14.4553852081;12.6000003815;5;27.2181913853;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;16.4553852081;13.0788002014;5;27.9928700924;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;18.4553852081;13.4505519867;5;28.589247942;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;19.4834403992;13.7328653336;5;29.0429638624;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;20.4931354523;13.943564415;5;29.1887089014;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;21.5029983521;14.0;6;29.2221269608;1;15.7228336334;12.4808797836;6;25.0;
18;2;22.5130233765;14.0;6;29.2560760975;1;16.7228336334;12.5;6;25.0;
19;2;22.7768230438;14.0;6;29.2905418873;1;17.625;12.5;6;25.0;
20;2;22.7871627808;14.0;7;29.3255085945;2;18.625;12.6999998093;5;26.0;
21;2;22.7976531982;14.0;7;29.3609591722;2;19.625;12.5;7;26.0900000334;
22;2;22.8082866669;14.0;7;29.3968753815;2;19.8702507019;12.5;7;26.1871190071;
23;2;22.8190612793;14.0;7;29.4332377911;2;19.8921012878;12.5;6;26.2917383909;
24;2;22.3999996185;14.4299716949;7;29.4700255394;2;19.625;12.8875217438;7;26.4042263031;
25;3;22.3999996185;14.4410076141;6;29.5072168112;2;19.625;12.9212675095;8;26.5249304771;
26;3;20.8521652222;15.0;6;29.5447884798;2;19.9681091309;12.5;8;26.6541694403;
27;3;19.8634357452;16.0;6;29.5827163458;2;19.625;12.9962511063;10;26.7922235727;
28;3;18.8748149872;17.0;8;29.6209751368;2;19.625;13.0376672745;10;26.9393253326;
29;3;17.8862915039;18.0;8;29.6595385075;2;20.0613479614;12.5;10;27.0956480503;
30;3;16.8978614807;19.0;9;29.6983793974;3;18.0965213776;13.5;9;32.0805766582;
31;3;15.9095134735;20.0;9;29.7374696732;3;19.625;14.5;10;32.4450042248;
32;3;14.9212408066;21.0;9;29.7767804861;4;21.625;15.7181453705;9;32.8166685104;
33;3;14.5330343246;22.0;9;29.8162822723;4;21.2146263123;13.5;9;33.1947157383;
34;3;14.5448846817;23.0;9;29.8559447527;4;20.8723697662;14.5;9;33.5782182217;
35;3;14.5567836761;24.0;7;29.8957372904;4;19.625;14.5;9;33.9661772251;
36;3;14.5687217712;25.0;7;29.9356285334;4;20.625;16.113401413;9;34.3575260639;
37;3;14.5806884766;26.0;7;29.9755871296;4;21.625;17.2226810455;10;34.751134634;
38;3;14.5926761627;27.0;8;30.015581131;4;21.4510192871;14.5;10;35.145815134;
39;3;15.0;26.0;9;30.0555787086;4;21.3759803772;14.5;11;35.5403318405;
40;3;14.6166734695;26.0;10;30.0955479145;4;20.4764862061;15.5;12;35.9334096909;
41;3;14.6286640167;27.0;9;30.135456562;4;19.5762138367;16.5;12;36.3237485886;
42;3;15.0;26.0;9;30.17527318;4;17.625;16.5;12;36.710038662;
43;3;14.6525821686;26.0;11;30.2149660587;4;18.625;17.5;12;37.0909762383;
44;3;14.6644897461;27.0;11;30.2545039654;4;18.625;14.5;13;37.4652838707;
45;3;15.0;26.0;11;30.293856144;4;17.625;14.5;13;37.8317279816;
46;3;14.6881570816;26.0;12;30.3329925537;4;18.0;13.5;13;38.189139843;
47;3;15.6998977661;25.0;12;30.3718836308;4;18.3214931488;16.5;13;38.5364341736;
48;3;16.7115650177;25.0;13;30.4105007648;4;19.3760261536;19.5;13;38.8726267815;
49;3;17.7231502533;25.0;13;30.4488155842;4;20.4294757843;22.5;15;39.1968483925;
50;3;18.7346439362;25.0;15;30.4868011475;4;21.4816055298;25.5;15;39.5083575249;
51;3;19.7460403442;25.0;16;30.5244314671;4;22.5322036743;27.5;16;39.7770428658;
52;3;20.7573299408;24.0;16;30.5616812706;4;23.2060852051;28.5;17;39.9859538078;
53;3;21.0;25.0;17;30.5985264778;4;23.2530899048;29.5;16;40.1859588623;
54;3;22.7795581818;24.0;18;30.6349442005;4;23.2980918884;30.5;16;41.3766198158;
55;3;23.1904830933;24.0;18;30.6709127426;4;24.3409900665;32.5;16;41.6626286507;
56;4;23.2012729645;24.0;16;54.7064116001;4;25.3817157745;34.5;16;41.9486654997;
57;4;24.2119235992;25.0;17;55.941422224;4;25.4202308655;35.9249992371;18;42.2353365421;
58;4;25.2224254608;26.0;17;56.933524847;5;25.4565162659;36.9249992371;18;42.5233445168;
59;4;24.3999996185;28.0;19;57.7110078335;5;25.4905796051;37.9249992371;19;42.8134633303;
60;4;24.3999996185;29.4049530029;19;58.3090751171;5;25.5224533081;37.9249992371;20;43.1065081358;
61;4;24.3999996185;30.421672821;19;58.7633609772;5;25.5521850586;37.9249992371;22;43.4033039808;
62;4;25.2628688812;29.0;21;58.9085543156;6;25.5798339844;37.9249992371;21;43.7046535015;
63;4;25.2725658417;30.0;21;58.940299511;6;25.6054801941;37.9249992371;19;44.011298418;
64;4;25.2820892334;31.0;17;58.9714579582;6;25.6292037964;37.9249992371;18;44.3190078735;
65;4;25.291437149;32.0;17;59.0;6;25.6499996185;37.9249992371;18;44.5484457016;
66;4;25.2999992371;33.0;18;59.0;6;25.6499996185;37.9249992371;19;44.7919540405;
67;4;25.2999992371;34.0;18;59.0;6;25.6499996185;37.9249992371;19;45.049243927;
68;4;25.2999992371;35.0;19;59.0;6;25.6499996185;37.9249992371;19;45.3198068142;
69;4;25.2999992371;36.0;19;59.0;7;25.6499996185;37.9249992371;16;60.602899313;
70;4;25.2999992371;37.0;21;60.0;7;26.6499996185;38.9249992371;16;61.6475343704;
71;4;26.2999992371;39.0;21;60.0299999714;7;27.6499996185;39.9249992371;16;62.6218547821;
72;4;27.2999992371;41.0;22;60.0605909824;7;28.6499996185;38.9249992371;16;63.5903468132;
73;4;27.5386314392;43.0;22;60.091766119;7;29.6499996185;38.9249992371;17;66.1110601425;
74;5;27.5456466675;45.0;19;62.4494347572;7;30.2695636749;39.4249992371;18;68.2948303223;
75;5;27.9977474213;47.7000007629;20;64.2491989136;7;30.5097999573;39.8149986267;19;70.1544508934;
76;5;28.3475055695;49.2291984558;21;65.5952516794;7;30.6971206665;40.6872596741;20;71.6950502396;
77;5;28.6120834351;50.6162643433;23;66.3510537148;7;30.8292732239;42.9097442627;20;72.8710951805;
78;6;28.8101005554;51.8922767639;22;66.6864904165;7;29.899312973;44.0;21;73.7746295929;
79;6;28.9071807861;53.0;22;66.8067783117;7;30.526260376;46.0;21;74.5907263756;
80;6;28.9396305084;54.0;23;66.9272493124;7;30.8686676025;48.0;22;75.1362943649;
81;6;28.9720497131;55.0;23;67.0477920771;7;28.8686676025;51.0;23;75.5320196152;
82;6;27.6000003815;57.7328681946;23;67.168296814;7;28.5499992371;54.0;23;76.9132289886;
83;6;27.6000003815;59.584148407;23;67.2886557579;7;29.5499992371;57.5999984741;23;77.2999925613;
84;7;27.6000003815;60.6443252563;23;68.4087635279;7;30.5499992371;60.5999984741;24;77.6681238413;
85;8;28.6000003815;62.7043838501;23;68.7685166597;7;30.5499992371;64.5999984741;24;78.0161471367;
86;8;29.6000003815;64.7642593384;23;69.1824387312;7;30.5499992371;68.5999984741;24;78.343079567;
87;8;29.6000003815;66.8239059448;25;69.6612889767;7;30.5499992371;72.5999984741;24;78.6484068632;
88;8;29.6000003815;68.8832855225;25;70.2171683311;7;31.5499992371;73.3806304932;26;78.9320454597;
89;8;29.6000003815;72.8809661865;25;70.8632465601;7;30.5499992371;76.0973052979;26;79.1942870617;
90;8;29.6000003815;75.9100952148;26;72.6132148504;7;30.5499992371;77.1141357422;26;79.4357376099;
91;8;30.6000003815;79.9395904541;28;73.8003662825;7;31.5499992371;75.1311187744;25;79.6572525501;
92;8;31.6000003815;83.9694213867;28;75.2144036293;7;30.5499992371;76.1482696533;26;79.8598766327;
93;8;31.6000003815;87.9995422363;29;76.8902776241;7;30.5499992371;77.1655578613;27;80.0447839499;
94;8;32.5999984741;89.0299377441;29;78.8623316288;8;30.5499992371;78.1829833984;26;80.2132264376;
95;8;31.6000003815;93.0605621338;31;81.1613693237;8;31.5499992371;76.2005462646;26;80.3117451668;
96;9;31.6000003815;96.0913848877;31;83.8107123375;9;30.5499992371;77.2182159424;25;80.3371701241;
97;10;32.5999984741;96.1223754883;30;86.8110525608;9;30.5499992371;78.2360229492;24;80.3627479076;
98;10;31.6000003815;98.4469909668;30;90.1302332878;9;31.5499992371;76.2539215088;24;80.3884663582;
99;11;31.6000003815;101.446990967;26;93.7710909843;9;30.5499992371;76.3000030518;25;80.4143130779;
100;11;32.5999984741;101.446990967;23;97.66806674;9;30.5499992371;78.2900238037;25;80.4402754307;
101;11;33.5999984741;102.446990967;24;101.71900773;9;31.5499992371;76.3081970215;24;80.4663404226;
102;11;34.5999984741;103.446990967;25;106.787139416;9;30.5499992371;77.3264312744;25;82.4924949408;
103;11;34.5999984741;107.446990967;25;111.953379154;9;32.5499992371;80.3447418213;25;82.611225605;
104;11;36.5999984741;111.634078979;23;116.034477472;9;33.5499992371;81.3631134033;27;83.2688902617;
105;12;38.5999984741;115.664962769;23;119.777416229;9;33.8026657104;83.5041503906;27;83.8872371912;
106;12;39.5999984741;119.695671082;24;123.12321806;9;34.5499992371;86.6386260986;28;84.4673461914;
107;13;41.5999984741;120.726158142;24;126.075136065;9;34.8330612183;89.7666168213;30;85.0109229088;
108;13;41.5999984741;123.756385803;27;128.688066244;10;33.8493118286;89.8882598877;30;85.5201351643;
109;14;40.5999984741;123.786315918;25;131.04741931;11;33.5499992371;92.0037460327;23;85.9974553585;
110;14;40.5999984741;124.815933228;26;133.09737277;11;34.5499992371;97.481338501;23;86.4455264807;
111;14;40.5999984741;125.845184326;26;135.006374836;11;34.5499992371;101.438690186;23;86.8315080404;
112;14;40.5999984741;127.774055481;26;136.654277325;11;34.5499992371;104.562423706;24;87.0029388666;
113;14;41.5999984741;127.802505493;26;139.479825497;11;34.5499992371;107.606887817;24;87.1783798933;
114;14;48.647983551;132.502716064;28;141.504525065;11;34.5499992371;110.651580811;23;87.3577219248;
115;14;53.2467041016;135.858062744;28;144.663460135;11;35.5499992371;110.044494629;25;87.5408340693;
116;14;57.5663452148;140.885101318;29;146.953739643;11;34.5499992371;112.157897949;26;87.7275635004;
117;14;60.1916236877;145.911651611;29;149.289184213;11;34.5499992371;114.273468018;26;87.9177349806;
118;14;61.52891922;150.937667847;30;151.615490794;11;35.5499992371;113.391113281;28;88.1111503839;
119;14;64.7615509033;149.963134766;33;153.879661798;11;34.5499992371;114.810691833;30;88.3075892925;
120;14;65.9879608154;150.988037109;33;156.035747051;11;34.5499992371;115.932052612;31;88.7500048876;
121;14;68.2035751343;151.012374878;30;158.049008131;11;35.5499992371;114.21320343;30;89.2177373171;
122;14;70.4048995972;152.036132812;30;159.897673965;11;34.5499992371;115.510749817;29;89.386420846;
123;14;72.5897674561;153.059280396;30;161.572317839;11;34.5499992371;116.700363159;30;90.1671714783;
124;14;71.757232666;150.081848145;31;163.073568702;11;35.5499992371;115.127677917;29;91.7448096275;
125;14;71.9073562622;149.885314941;32;164.409151912;11;37.5499992371;115.474601746;30;93.3685035706;
126;14;72.2409133911;150.125137329;33;165.591074944;11;41.3990211487;114.724273682;30;94.0759141445;
127;14;73.3591079712;150.145874023;34;167.290472746;11;43.4323043823;115.265419006;31;95.8077913523;
128;14;74.5290527344;152.273162842;35;168.749079943;11;42.4659118652;119.537597656;32;96.6215180159;
129;14;75.674911499;153.605560303;35;170.074781418;11;43.5499992371;120.818702698;33;97.1253377199;
130;14;76.8074798584;154.939880371;39;171.383764982;11;42.5243148804;125.006813049;31;97.676644206;
131;15;77.9383773804;156.274459839;31;186.426338434;11;42.5499992371;127.209754944;30;98.2688814402;
132;15;81.0676345825;159.607696533;30;189.560390711;11;43.5499992371;130.424194336;29;98.8955886364;
133;15;85.1953582764;163.937957764;32;191.685230255;11;44.5436592102;132.646728516;30;99.5504827499;
134;15;88.4339599609;169.263671875;31;193.738193631;11;43.5436592102;133.874099731;29;100.227552056;
135;15;90.1738128662;174.583343506;32;195.716832757;12;43.5436592102;136.103118896;31;100.921144843;
136;15;90.9716796875;179.895568848;33;197.556658864;12;44.4369773865;138.612609863;32;101.626054168;
137;15;92.1021881104;183.005432129;33;199.2388978;12;45.4082794189;137.184371948;32;102.337582469;
138;15;91.3238830566;189.492797852;37;200.875502944;12;44.3824539185;138.536346436;34;103.05158937;
139;16;91.4875488281;194.775726318;40;204.298450947;11;42.3592071533;130.884185791;35;101.838698387;
140;16;92.6467285156;199.872268677;42;205.941191077;11;43.3382873535;129.226119995;35;102.449830055;
141;16;97.7353057861;198.375442505;38;207.544326186;11;42.3194580078;130.560791016;32;104.051473379;
142;17;99.1006774902;203.889373779;38;212.997322798;10;41.3025131226;127.887153625;29;100.626141071;
143;18;104.236587524;207.692382812;38;214.462564349;10;42.2872619629;130.204467773;31;101.135731459;
144;18;110.302993774;207.020751953;40;215.916250944;10;43.5167999268;129.512329102;32;101.634517431;
145;18;111.885467529;212.089157104;40;217.352438927;10;43.8182563782;129.810516357;34;102.122105241;
