Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;2;9.5;10.0;4;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.5;10.0;5;20.3999996185;
9;2;12.0380001068;11.9299993515;5;24.8212833405;2;9.59000015259;10.1999998093;5;20.7264003754;
10;2;12.4463853836;11.9106416702;5;25.1224999428;2;9.66343975067;10.3632001877;5;20.9903717041;
11;2;12.5367507935;12.0;5;26.4923068285;2;9.72283363342;10.4951858521;5;22.0419120789;
12;2;14.5340766907;12.6000003815;5;27.6432056427;2;9.95943069458;11.0209560394;5;22.9143505096;
13;2;16.5340766907;13.0788002014;5;28.6060497761;2;10.1557292938;11.4571752548;5;23.6214065552;
14;2;18.5340766907;13.4505519867;5;29.4186617136;2;10.3148164749;11.8107032776;5;24.1832637787;
15;2;19.7322654724;13.7328653336;5;30.1192717552;2;11.3148164749;12.0916318893;5;24.6226100922;
16;2;20.816028595;13.943564415;5;30.5450415611;2;12.3148164749;12.3113050461;5;24.9617595673;
17;2;21.9098968506;14.0;5;30.8938384056;2;12.6163959503;12.4808797836;5;25.0;
18;2;23.0145359039;14.0;5;31.2803442478;2;14.3148164749;12.5;4;25.0;
19;2;22.3999996185;14.9841032028;7;31.7057936192;2;15.3148164749;12.5;4;25.0;
20;2;23.3999996185;14.0;7;32.1706562042;2;16.3148155212;12.5;4;25.0;
21;2;23.6511955261;14.0;7;32.6744441986;2;17.3148155212;12.5;3;25.0;
22;2;23.8023338318;14.0;7;33.2155370712;2;17.625;12.5;3;25.0;
23;2;22.3999996185;15.0;9;33.7910437584;2;17.625;12.5;4;25.0;
24;3;23.3999996185;14.0;8;34.3967266083;2;17.625;12.5;5;25.0;
25;3;22.3999996185;15.0;8;35.0270137787;2;17.625;12.5;5;25.0;
26;3;21.3999996185;15.0;9;35.6751141548;2;17.625;12.5;5;25.0;
27;3;21.3999996185;15.0;9;36.3332462311;2;17.625;12.5;5;25.0;
28;3;20.3999996185;15.0;8;36.9929685593;2;17.625;12.5;5;25.0;
29;3;20.3999996185;15.0;8;37.6455907822;2;17.625;12.5;5;25.0;
30;4;19.3999996185;15.0;5;49.7826251984;2;17.625;12.5;5;25.0;
31;4;20.3999996185;16.0;5;50.8562278748;2;17.625;12.5;5;25.0;
32;4;23.3999996185;16.0;5;52.8629703522;2;17.625;12.5;5;25.0;
33;4;26.3999996185;17.5;5;53.826536417;2;17.625;12.5;5;25.0;
34;4;26.3999996185;19.0;5;54.7137005329;2;17.625;12.5;6;25.0;
35;4;27.3999996185;19.5302963257;6;55.5230119228;2;17.625;12.5;6;25.0;
36;5;28.7275295258;20.0;5;56.2551348209;2;17.625;12.5;7;25.0;
37;5;29.7370548248;21.0;5;56.9124964476;2;17.625;12.5;7;25.0;
38;5;30.7467498779;22.0;4;57.4988971949;2;17.625;12.5;8;25.0;
39;5;29.9987430573;21.0;4;58.019109726;2;17.625;12.5;8;25.0;
40;5;30.0982589722;25.0;5;58.4563372135;2;17.625;12.5;9;25.0;
41;5;31.1869010925;29.0;4;58.7186186314;2;17.625;12.5;9;25.0;
42;5;31.2655849457;33.0;5;58.9509234428;2;17.625;12.5;9;25.0;
43;5;31.3352775574;37.0;5;59.1109591722;2;17.625;12.5;9;25.0;
44;5;31.3832855225;40.0;5;59.1468753815;2;17.625;12.5;9;25.0;
45;5;31.3940620422;41.0;7;59.1832377911;2;15.625;13.5;9;25.0;
46;6;30.9749984741;42.7166213989;6;59.2200255394;2;14.625;14.5;10;25.0;
47;6;30.9749984741;43.7350120544;6;59.2572168112;2;13.625;15.5;10;25.0;
48;5;31.4271640778;44.0;7;59.2947884798;3;12.625;16.5;9;25.0;
49;6;32.4384346008;42.0;6;59.3327163458;3;12.0;17.5;9;25.0;
50;6;31.4498138428;43.0;6;59.3709751368;3;12.0;18.5;9;25.0;
51;6;30.9749984741;44.8104858398;8;59.4095385075;4;12.0;19.5;8;25.0;
52;6;32.4728622437;42.0;8;59.4483793974;4;12.0;20.5;8;25.0;
53;6;31.4845123291;43.0;9;59.4874696732;4;12.0;21.5;7;25.0;
54;6;31.4962387085;44.0;9;59.5267804861;4;13.0;19.5;7;25.0;
55;6;32.5080337524;42.0;10;60.5662822723;4;14.0;18.5;8;25.0;
56;6;32.5198822021;44.0;9;60.6359447241;4;15.0;17.5;10;25.0;
57;6;33.5317840576;46.0;9;60.7063282728;4;16.0;17.5;10;25.0;
58;6;34.5437202454;45.0;10;60.7773946524;4;17.0;17.5;11;25.0;
59;7;32.9749984741;47.9678153992;9;61.2116045952;4;17.625;17.5;11;25.0;
60;7;33.5676727295;49.0;9;63.6143456697;4;17.625;17.5;13;25.0;
61;7;35.1801261902;48.2835350037;10;65.5672245026;4;17.625;17.5;12;25.0;
62;7;34.6696929932;49.8350982666;11;67.1341785192;4;17.625;17.5;13;25.0;
63;7;35.05443573;51.2451171875;12;68.3857625723;4;17.625;17.5;13;25.0;
64;7;34.6763648987;52.5446662903;15;69.1421252489;4;17.625;17.5;14;25.0;
65;8;33.7409973145;51.6764945984;12;69.5348818302;3;17.625;17.5;14;25.0;
66;8;30.7409973145;51.7011680603;13;70.8856940269;3;17.625;17.5;14;26.0;
67;8;30.7409973145;53.7263946533;13;72.1582192183;3;18.625;18.5;14;26.0199999809;
68;8;33.5999984741;54.7521591187;13;72.9694912434;3;19.625;19.5;13;26.0401959419;
69;9;33.5999984741;58.7784538269;12;73.734701395;3;19.8590431213;20.5;13;26.0605818033;
70;9;33.5999984741;63.0;14;74.4597193003;3;19.8636302948;21.5;14;26.0811508894;
71;9;33.5999984741;68.2239227295;14;76.1512131691;3;19.625;22.5;14;26.1018965244;
72;9;36.4575080872;67.8603134155;15;76.8361246586;3;19.872926712;22.5;14;26.1228116751;
73;9;35.5999984741;72.8885269165;15;77.4822858572;3;19.8776321411;22.5;15;26.1438889503;
74;9;35.5999984741;76.6268615723;17;77.9576736689;3;19.8823757172;22.5;15;26.1651208401;
75;9;36.5999984741;76.8021697998;17;79.4560292959;3;19.625;23.0825614929;15;26.1864993572;
76;9;37.5999984741;77.9854049683;17;79.9526005983;3;19.625;23.0932502747;16;26.2080165148;
77;10;37.5999984741;81.1766815186;17;80.4749284387;4;19.625;23.1040077209;15;26.2296639681;
78;10;38.5999984741;80.3405990601;18;81.0225639343;4;19.625;23.1148319244;14;26.2514331341;
79;10;38.5999984741;81.5176010132;19;81.594812572;4;19.625;22.5;13;26.2733153105;
80;10;37.5999984741;85.3810882568;20;82.1907035708;4;19.625;22.5;13;26.2953014374;
81;11;37.5999984741;84.8542175293;19;82.8089647293;4;19.625;22.5;13;26.3173824549;
82;11;37.5999984741;83.9022521973;19;83.4480038285;4;19.625;22.5;13;26.3395489454;
83;11;38.5999984741;87.0846786499;19;85.105900228;4;19.625;22.5;13;26.3617914915;
84;11;39.5999984741;89.4942092896;20;85.8204063177;4;19.625;22.5;13;26.3841004372;
85;11;40.5999984741;91.6171264648;21;86.550144434;4;19.625;22.5;13;26.4064661264;
86;11;40.5999984741;93.3715896606;22;87.2922670841;4;19.625;22.5;12;27.428878665;
87;11;40.5999984741;95.6039199829;18;88.0436754227;4;19.8500003815;23.0;12;28.2313287258;
88;11;40.5999984741;97.8314971924;18;88.4547121525;4;20.0255012512;24.1156635284;12;28.8483217955;
89;11;39.5999984741;101.998428345;19;88.883264184;4;20.1592674255;24.424161911;12;29.3157821894;
90;11;41.5999984741;101.133285522;19;89.3251502514;4;20.2593841553;24.6578903198;12;29.5187973976;
91;11;40.5999984741;102.486907959;21;89.7764512897;4;20.6417293549;24.0;13;29.5412938595;
92;12;42.5999984741;107.033103943;20;90.2335246801;3;20.2999992371;24.770647049;13;29.5637768507;
93;12;43.8807487488;108.80884552;22;90.6930276752;3;20.6518497467;24.0;13;29.5862361193;
94;12;43.5999984741;111.25994873;24;91.1519283652;3;20.6569023132;24.0;13;29.6086617708;
95;12;45.5999984741;110.752296448;25;91.6075235605;3;20.6619491577;24.0;14;29.6310436726;
96;12;46.3265762329;111.215133667;26;92.0574372411;3;18.2999992371;25.8155212402;14;29.6533719301;
97;12;46.0;109.664176941;26;92.4839770198;3;17.2999992371;26.8266868591;14;29.6756366491;
98;13;46.0;110.098358154;26;94.547914207;2;14.2999992371;22.0;14;28.0;
99;13;47.3499984741;112.516860962;26;94.9491477609;2;13.2999992371;23.0;14;28.0;
100;13;47.3499984741;112.919067383;28;95.3399101496;2;12.2999992371;24.0;15;28.0;
