Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.0;5;20.0;
3;2;8.0;12.3000001907;3;24.0;1;8.0;10.0;5;20.0;
4;2;9.19999980927;11.5;3;24.1124999523;1;8.0;10.0;5;20.0;
5;2;9.82250022888;11.5;3;24.2364046574;1;8.0;10.0;5;20.0;
6;2;10.9709215164;11.5;3;24.3725773096;2;9.0;10.1999998093;3;21.0;
7;2;12.0117731094;11.5;3;24.5218783617;2;9.72500038147;10.0;3;21.0599999428;
8;2;12.3565635681;11.5;3;25.1603652239;2;9.73849964142;10.0;3;21.5335636139;
9;2;12.5481100082;11.7299995422;3;25.7180355787;2;9.84505176544;10.1999998093;3;21.9377998114;
10;2;12.7154111862;11.9106416702;3;27.2239179611;2;9.93600463867;10.3632001877;3;22.2840082645;
11;2;13.167175293;12.5274600983;4;28.5177702904;2;10.0139017105;10.4951858521;3;23.4481773376;
12;2;14.8887090683;13.0216779709;4;29.6286454201;2;10.2758407593;11.0209560394;4;24.4414664507;
13;2;16.888710022;13.4066829681;4;30.5931797028;2;12.0664348602;11.4571752548;4;25.2779132128;
14;2;18.888710022;13.6998376846;4;31.4486236572;2;14.0664348602;11.8107032776;4;25.9779809713;
15;2;20.2295246124;13.9190797806;4;32.0668101311;2;16.0664348602;12.0916318893;4;26.5645889044;
16;2;21.3664283752;14.0;4;32.562277317;2;17.159778595;12.3113050461;4;27.060223341;
17;2;22.5150680542;14.0;5;33.0955038071;2;18.1949882507;12.4808797836;4;27.2642745972;
18;2;23.675037384;14.0;5;33.6638817787;2;19.23229599;12.5;4;27.439432621;
19;2;22.3999996185;15.0;6;34.263466835;2;20.173871994;12.5;5;27.6238675117;
20;2;23.3999996185;14.0;7;34.8889698982;2;20.2153701782;12.5;6;27.8174073696;
21;2;24.3999996185;14.0;8;35.5338482857;2;20.2589168549;12.5;7;28.0197701454;
22;2;24.6601543427;14.0;8;36.1905097961;2;20.3044490814;12.5;6;28.2305569649;
23;3;24.8571529388;14.0;7;36.8506231308;2;20.3518753052;12.5;6;28.4492475986;
24;3;22.8571529388;15.0;7;37.5055141449;2;19.625;13.5;7;28.6751992702;
25;3;22.3999996185;16.0;7;38.1466121674;2;19.625;13.6025600433;7;28.907648325;
26;3;21.3999996185;15.0;7;38.7658996582;2;20.5042209625;12.5;7;29.1457161903;
27;3;21.3999996185;16.0;8;39.3563127518;3;19.625;13.5;5;29.3884181976;
28;3;21.3999996185;17.0;8;39.9120550156;3;20.6123943329;12.5;5;29.634677887;
29;3;20.9736156464;18.0;8;40.4287929535;3;20.6678028107;12.5;5;29.8833432198;
30;3;20.1286373138;19.0;7;40.9037227631;3;18.7237529755;13.5;5;30.1332073212;
31;3;19.2711162567;20.0;7;41.3355169296;3;17.7799720764;14.5;4;30.3830299377;
32;3;18.4006538391;21.0;7;41.7241783142;3;16.8361816406;15.5;4;30.6315627098;
33;3;18.1172523499;22.0;7;43.0708265305;3;15.8921012878;16.5;5;30.877573967;
34;3;19.2212486267;23.5;7;43.4824538231;3;15.625;15.5;5;31.11987257;
35;3;20.3132362366;24.0;7;43.866542697;3;16.625;15.5;5;31.3573312759;
36;3;20.3940029144;25.6099319458;8;44.2267801762;3;17.625;15.5;5;31.5889077187;
37;3;20.4644546509;26.0;10;44.5670399666;3;16.625;14.5;4;31.8136615753;
38;3;20.5255489349;27.0;11;44.880333066;3;16.1580734253;14.5;3;32.0307679176;
39;3;20.0146484375;26.0;11;45.0412415266;3;15.625;13.5;3;32.2395277023;
40;3;20.062921524;26.0;12;45.2151488066;3;15.0;13.5;2;32.4393730164;
