Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;4;20.0;
7;2;11.6000003815;11.6999998093;5;24.0;1;9.5;10.0;4;20.0;
8;2;12.1999998093;11.5;5;24.5449991226;1;9.5;10.0;4;20.3999996185;
9;2;12.3635005951;11.7299995422;5;24.9975861311;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;12.4992761612;11.9106416702;5;25.2742146254;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;12.5822649002;12.0;5;26.6045138836;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;14.5677394867;12.6000003815;5;27.7039059401;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;16.5677394867;13.0788002014;5;28.6013240814;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;18.5677394867;13.4505519867;5;29.3325686455;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;19.7064361572;13.7328653336;5;29.9338023663;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;20.7603874207;13.943564415;4;30.240152359;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;21.1463851929;14.0;5;30.4475870132;1;15.7228336334;12.4808797836;5;25.0;
18;2;22.8806610107;14.0;5;30.6691527367;1;16.7228336334;12.5;5;25.0;
19;2;23.2007446289;14.0;5;30.9048614502;1;17.625;12.5;6;25.0;
20;2;23.2714576721;14.0;5;31.154538393;1;17.625;12.5;7;25.0;
21;2;23.3463611603;14.0;6;31.4177992344;1;17.625;12.5;7;25.0;
22;3;22.3999996185;15.0;5;31.6940326691;1;17.625;12.5;7;25.0;
23;3;22.3999996185;14.0;5;31.9823875427;1;17.625;12.5;8;25.0;
24;3;23.3999996185;14.0;6;32.2817678452;1;17.625;12.5;8;25.0;
25;4;23.6845302582;14.0;5;32.5908355713;1;17.625;12.5;8;25.0;
26;4;21.7772502899;15.0;5;32.9080238342;1;17.625;12.5;8;25.0;
27;4;20.8724060059;16.0;5;33.2315597534;1;17.625;12.5;8;25.0;
28;4;19.9694671631;17.0;5;33.5594968796;1;17.625;12.5;8;25.0;
29;4;19.0678482056;18.0;5;33.8897590637;1;17.625;12.5;8;25.0;
30;4;18.1669273376;19.0;5;34.2201886177;1;17.625;12.5;8;25.0;
31;5;15.3999996185;20.0;4;34.5486030579;1;17.625;12.5;9;25.0;
32;5;14.3999996185;21.0;4;34.8728504181;1;17.625;12.5;9;25.0;
33;5;15.0;22.0;4;35.190867424;1;17.625;12.5;9;25.0;
34;5;15.0;21.0;4;35.5007314682;1;17.625;12.5;9;25.0;
35;5;15.0;21.0;4;35.8007059097;1;17.625;12.5;9;25.0;
36;5;16.0;22.0;4;37.0892772675;1;17.625;12.5;9;25.0;
37;5;17.426782608;23.5;4;37.4226800203;2;17.625;12.5;8;25.0;
38;5;18.5095539093;24.0;4;38.7451119423;2;17.625;12.5;7;25.0;
39;5;19.9235343933;25.5;4;39.0858935118;2;17.625;12.5;7;25.0;
40;5;21.0167675018;26.0;4;39.4151930809;2;17.625;12.5;7;25.0;
41;5;20.732460022;28.1534976959;5;40.7328150272;2;17.625;12.5;7;25.0;
42;6;20.732460022;27.0458831787;4;41.0687800646;2;17.625;12.5;8;25.0;
43;6;22.0695152283;26.0;4;41.3938854933;2;17.625;12.5;9;25.0;
44;6;22.732460022;28.1082134247;5;41.7084840536;2;15.625;13.5;9;25.0;
45;6;24.2945022583;30.1082134247;5;42.0130544901;2;14.625;14.5;9;25.0;
46;6;23.670665741;33.108215332;6;42.3081651926;2;13.625;15.5;9;25.0;
47;6;25.3437957764;36.1082115173;6;42.5944486856;2;12.625;16.5;8;25.0;
48;7;27.3541355133;39.1082115173;6;42.8725738525;2;12.0;17.5;7;25.0;
49;7;28.5013504028;41.0;7;43.0843693018;2;12.0;18.5;7;25.0;
50;7;27.9198226929;41.0;8;43.2488422394;2;12.0;19.5;5;25.0;
51;7;27.9409370422;41.0;9;43.4168229103;2;12.0;20.5;5;25.0;
52;7;28.3976516724;42.7166213989;10;43.5881584883;2;12.0;21.5;6;25.0;
53;7;28.8082885742;43.7350120544;10;43.7626768351;2;13.0;19.5;7;25.0;
54;7;29.2712268829;44.0;11;44.9401861429;2;14.0;18.5;9;25.0;
55;7;30.8634357452;43.7166213989;11;45.2054752111;2;15.0;17.5;9;25.0;
56;7;32.8748168945;43.7350120544;13;45.4796174765;2;16.0;17.5;9;25.0;
57;7;31.6913490295;45.0;14;45.7626724243;2;17.0;17.5;7;25.0;
58;8;32.3612976074;44.0;12;46.0546703339;2;17.625;17.5;7;25.0;
59;8;30.9095134735;46.0;13;46.355607748;2;17.625;17.5;7;25.0;
60;8;31.3685474396;47.8104858398;14;46.6654430628;2;17.625;17.5;7;25.0;
61;8;31.9140281677;48.0;12;46.9840914011;2;17.625;17.5;7;25.0;
62;8;31.4543991089;49.8687438965;12;47.3114186525;2;17.625;17.5;7;25.0;
63;8;32.4780235291;47.9361801147;12;47.6472365856;2;17.625;17.5;9;25.0;
64;8;32.1063079834;48.0;13;47.9912971258;2;17.625;17.5;9;25.0;
65;10;31.5946884155;49.9678153992;8;67.3432861567;2;17.625;17.5;9;25.0;
66;10;33.9567832947;50.0;8;70.7868812084;2;17.625;17.5;9;25.0;
67;11;35.7715301514;51.9617881775;9;73.7296640873;2;17.625;17.5;9;25.0;
68;11;34.6324729919;55.2291984558;10;76.2218250036;2;17.625;17.5;9;25.0;
69;11;36.9463424683;55.6162643433;10;78.329980135;2;17.625;17.5;10;25.0;
70;11;38.4000015259;58.9588508606;11;79.952452302;2;17.625;17.5;10;25.0;
71;11;36.8866081238;61.6618041992;11;82.2279478312;2;17.625;17.5;10;25.0;
72;11;40.0054016113;58.7028579712;12;83.4036870003;2;17.625;17.5;11;25.0;
73;11;38.305305481;63.7421760559;12;85.4460382462;2;17.625;17.5;10;25.0;
74;12;39.3275146484;68.3770065308;11;86.2346889973;2;17.625;17.5;11;25.0;
75;12;39.5112762451;70.6472473145;12;87.0693086386;2;17.625;17.5;11;25.0;
76;12;40.2000007629;73.0294799805;14;87.9294950962;2;17.625;17.5;12;25.0;
77;12;42.2000007629;73.0633468628;14;88.8144456148;2;17.625;17.5;12;25.0;
78;13;41.6515655518;75.4307632446;13;89.723205328;2;17.625;17.5;11;25.0;
79;13;40.2000007629;78.5512466431;13;90.6546683311;2;17.625;17.5;12;25.0;
80;13;37.2000007629;84.1146240234;13;92.6075774431;2;17.625;17.5;11;25.0;
81;13;37.2000007629;90.2818756104;13;94.7005161047;2;17.625;17.5;11;25.0;
82;13;41.1082077026;92.2296142578;13;95.8549559116;2;17.625;17.5;11;25.0;
83;14;44.2000007629;94.4481811523;13;97.0408006907;3;17.625;17.5;8;35.0;
84;15;44.2000007629;94.3733291626;12;99.2571539879;3;18.625;18.5;8;35.3999996185;
85;15;45.2000007629;102.418952942;13;100.532864809;3;19.625;19.5;8;35.7743997574;
86;16;46.5999984741;108.68283844;12;101.83706212;3;20.625;20.5;8;37.2296829224;
87;16;46.8000030518;108.203086853;12;103.167906642;3;21.8500003815;22.0;8;38.4330778122;
88;16;44.8000030518;109.367256165;13;104.523126006;3;23.0255012512;23.3899993896;9;39.4176139832;
89;16;43.8000030518;112.133453369;13;106.726444721;3;23.7721977234;23.6872596741;9;40.2186841965;
90;16;45.8000030518;115.220451355;12;108.868051589;3;23.97914505;23.9097423553;8;40.7216777802;
91;16;50.8000030518;116.613059998;12;110.144439816;3;24.1165027618;24.0;9;41.0115184784;
92;16;53.0715026855;121.71219635;13;112.43062222;3;24.2034549713;24.0;10;41.2702503204;
93;16;56.0593528748;125.799560547;15;113.761434555;3;24.2810745239;24.0;10;41.499792099;
94;17;57.0484161377;131.880523682;15;115.101458788;3;24.349937439;24.0;10;41.7023172379;
95;17;58.8000030518;135.955291748;12;116.444374502;3;24.4106941223;24.0;12;41.8801298141;
96;17;59.9991989136;139.727005005;12;117.783657491;3;22.4640388489;25.0;12;42.0;
97;17;59.8000030518;147.657363892;13;119.112698019;3;21.5;26.0;12;42.0;
98;17;65.499671936;151.883758545;14;120.379564345;3;20.5;27.0;12;42.0;
99;17;67.4838256836;154.933151245;15;121.572736502;3;19.5;28.0;14;42.0;
100;17;66.2257614136;159.785705566;15;123.745501816;3;18.5;29.0;14;42.0;
