Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.1000003815;6;23.0;2;7.15000009537;11.0;3;21.0599999428;
3;1;8.0;12.1000003815;6;23.0;2;8.15900039673;10.0;3;21.1229639053;
4;1;9.0;11.5;6;23.0;2;8.16844463348;10.0;3;21.1889609098;
5;1;9.60000038147;11.5;6;23.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;10.6000003815;11.5;6;23.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;11.6000003815;11.5;6;23.0;2;9.7993144989;10.0;3;21.4057120085;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.81628513336;10.0;3;21.8984082937;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.92714214325;10.1999998093;2;22.3222295046;
10;1;12.1463851929;11.9106416702;6;24.0;2;10.0225009918;10.3632001877;2;22.688400507;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;10.1048898697;10.4951858521;2;23.8809107542;
12;2;14.4463853836;12.6000003815;5;27.2151004076;2;10.3732051849;11.0209560394;2;24.9034298658;
13;2;16.4463844299;13.0788002014;5;28.018802166;2;12.1703767776;11.4571752548;2;25.7698295116;
14;2;18.4463844299;13.4505519867;5;28.6463810205;2;14.1703767776;11.8107032776;2;26.500371933;
15;2;19.500579834;13.7328653336;5;29.1335337162;2;16.170375824;12.0916318893;2;27.1177392006;
16;2;20.5203056335;13.943564415;5;29.3150019646;2;17.284236908;12.3113050461;3;27.6441450119;
17;2;21.5408859253;14.0;6;29.3864723444;3;18.3263702393;12.4808797836;3;27.878672123;
18;2;22.5623264313;14.0;6;29.4608361721;3;19.3705348969;12.5;4;28.0836718082;
19;2;22.3999996185;14.4382505417;6;29.53810215;3;20.3188266754;12.5;4;28.2969486713;
20;3;22.3999996185;14.4614305496;5;29.6182664633;3;20.3668136597;12.5;4;28.5179448128;
21;3;22.3999996185;14.4854803085;5;29.7013115883;3;19.625;13.5;4;28.7459800243;
22;3;22.9103927612;14.0;6;29.7872054577;3;19.625;13.623793602;5;28.9802544117;
23;3;22.9361610413;14.0;6;29.8759007454;4;19.625;13.6940765381;4;29.2198557854;
24;3;22.962770462;14.0;6;29.9673340321;4;20.5744667053;12.5;5;29.4637694359;
25;3;22.9902000427;14.0;6;30.0614249706;4;20.6293487549;12.5;5;29.7108941078;
26;3;23.0184268951;14.0;6;30.1580765247;4;20.6849517822;12.5;5;29.9600582123;
27;3;23.0474224091;14.0;6;30.2571737766;4;19.625;13.5;5;30.2100424767;
28;3;23.0771522522;14.0;6;31.3585846424;4;20.625;12.5;5;30.4596014023;
29;3;23.3999996185;15.5;6;31.5221598148;4;19.625;13.5;6;30.7074890137;
30;3;22.3999996185;16.7610797882;6;31.6906971931;5;18.625;13.5;5;30.952483654;
31;3;21.3999996185;17.8453483582;6;31.8640836477;5;17.9643096924;14.5;5;31.1934113503;
32;3;20.3999996185;18.9320411682;7;32.0421826839;5;17.0185165405;15.5;5;31.429169178;
33;3;19.3999996185;20.0210914612;7;32.2248343229;5;16.0715637207;16.5;5;31.6587438583;
34;3;18.3999996185;21.1124172211;7;32.4118555784;5;15.4982175827;17.5;5;31.8812294006;
35;3;17.3999996185;22.2059288025;7;32.6030409336;5;15.5482769012;18.5;5;32.0958390236;
36;3;16.3999996185;23.3015213013;7;32.7981618643;5;15.5965633392;19.5;5;32.3019137383;
37;3;16.0;24.3990802765;8;32.9969685078;5;15.6429309845;20.5;5;32.4989256859;
38;3;16.0;25.4984836578;8;33.199190259;5;15.6872577667;21.5;5;32.6864795685;
39;3;16.0;26.5995941162;8;33.4045368433;5;15.7294578552;22.5;6;32.8643078804;
40;3;16.0;27.7022686005;8;33.6126995087;5;15.7694692612;23.5;7;33.0322656631;
41;3;16.0;28.806350708;8;33.8233525753;5;15.8072595596;24.5;8;33.1903190613;
42;3;16.0;29.9116764069;9;34.0361545086;5;15.0;23.5;8;33.3385381699;
43;3;17.0;28.0180778503;11;34.2507505417;5;15.0;23.5;9;33.4770793915;
44;3;16.0;29.1253757477;12;34.46677351;5;15.9073429108;24.5;10;33.6061782837;
45;3;18.7002372742;29.1253757477;12;34.6838464737;5;15.0;23.5;10;33.7261333466;
46;4;19.2722454071;30.1253738403;11;34.9015846252;5;15.0;23.5;11;33.8372926712;
47;4;20.3041687012;31.1139030457;12;35.1195962429;5;15.9883909225;24.5;11;33.9400444031;
48;5;22.1358795166;31.0;11;35.3374865055;5;15.0;23.5;12;34.0;
49;5;22.3661994934;30.0;12;35.5548586845;5;15.0;23.5;13;34.0;
50;5;24.266456604;29.0;13;35.7713170052;5;17.0;22.5;13;34.0;
51;5;24.4254646301;30.0;13;35.9864680767;5;18.0249996185;22.5;14;34.0;
52;5;25.4539527893;30.5699806213;13;36.199924469;5;19.0249996185;22.5;14;34.0;
53;5;26.8599777222;29.0;13;36.4113068581;5;20.0249996185;22.5;15;34.0;
