Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;2;8.0;12.3000001907;5;24.0;1;8.0;10.0;5;20.0;
4;2;9.19999980927;11.5;5;24.1124999523;2;8.0;10.1999998093;4;21.0;
5;2;9.82250022888;11.5;5;24.2364046574;2;8.14999961853;10.0;4;21.0599999428;
6;2;10.9709215164;11.5;5;24.3725773096;2;9.23849964142;10.0;4;21.1229639053;
7;2;12.0117731094;11.5;5;24.5218783617;2;9.75266647339;10.0;4;21.1889609098;
8;2;12.3565635681;11.5;5;25.1603652239;2;9.76751613617;10.0;4;21.6699410677;
9;2;12.5481100082;11.7299995422;5;25.7180355787;2;9.87573719025;10.1999998093;3;22.0818096399;
10;2;12.7154111862;11.9106416702;5;27.2239179611;2;9.96840667725;10.3632001877;3;22.4358423948;
11;2;13.167175293;12.5274600983;5;28.5177702904;2;10.0480642319;10.4951858521;3;23.611035943;
12;2;14.8887090683;13.0216779709;5;29.6286454201;2;10.3124837875;11.0209560394;4;24.615765214;
13;2;16.888710022;13.4066829681;5;30.5931797028;2;12.1056518555;11.4571752548;4;25.4640146494;
14;2;18.888710022;13.6998376846;5;31.4486236572;2;14.1056518555;11.8107032776;4;26.1761806011;
15;2;20.2295246124;13.9190797806;5;32.0668101311;2;16.1056518555;12.0916318893;4;26.7751014233;
16;2;21.3664283752;14.0;5;32.562277317;2;17.2071437836;12.3113050461;4;27.2831678391;
17;2;22.5150680542;14.0;6;33.0955038071;2;18.2451515198;12.4808797836;4;27.4996597767;
18;2;23.675037384;14.0;6;33.6638817787;2;19.2852573395;12.5;4;27.687142849;
19;2;24.0991630554;14.0;6;34.263466835;2;20.2296066284;12.5;4;27.883649826;
20;2;24.2790393829;14.0;6;34.8889698982;2;20.2738208771;12.5;5;28.0888605118;
21;2;24.4666900635;14.0;7;35.5338482857;2;20.3199939728;12.5;6;28.3023359776;
22;3;24.6601543427;14.0;6;36.1905097961;2;20.368024826;12.5;6;28.5235154629;
23;3;24.8571529388;14.0;6;36.8506231308;3;20.4177913666;12.5;5;28.7517154217;
24;3;25.0551872253;14.0;6;37.5055141449;3;19.625;12.5;5;28.986133337;
25;3;25.2516536713;14.0;6;38.1466121674;3;20.5218811035;12.5;5;29.22585392;
26;3;25.443983078;14.0;6;38.7658996582;3;20.5758171082;12.5;4;29.4698610306;
27;3;25.6297683716;14.0;6;39.3563127518;3;20.6307182312;12.5;5;29.7170505524;
28;3;25.806892395;14.0;6;39.9120550156;3;20.6863365173;12.5;5;29.9662499428;
29;3;25.9736156464;14.0;6;40.4287929535;3;20.7424068451;12.5;5;30.2162384987;
30;3;23.9736156464;15.0;6;40.9037227631;3;19.625;13.5;5;30.4657707214;
31;3;22.9736156464;16.0;6;41.3355169296;3;19.625;14.5;5;30.7136011124;
32;3;23.9736156464;14.0;6;41.7241783142;3;19.625;15.3568000793;5;30.9585089684;
33;3;22.3999996185;15.0;6;42.0708265305;3;19.625;15.4792547226;5;32.1993217468;
34;3;23.3999996185;14.0;6;42.377453804;3;20.625;16.0996608734;6;32.5649379492;
35;3;24.3999996185;14.0;7;42.6466779709;3;21.625;15.7174692154;6;32.9397786856;
36;3;25.3999996185;14.0;7;42.8815116882;3;22.9119720459;13.7174692154;6;33.3243713379;
37;3;26.3999996185;14.0;7;43.0851631165;3;23.4979839325;12.7174692154;6;33.7193877697;
38;3;25.9255485535;15.5;6;44.25;3;21.625;14.5266370773;6;34.1256204844;
39;3;25.9749984741;16.0;6;44.2799999714;3;22.0342102051;14.7174692154;6;34.5439445972;
40;3;27.2840003967;19.0;7;44.3105909824;3;22.0840568542;15.7174692154;6;34.9752693176;
41;4;28.293176651;22.0;7;44.341766119;3;23.1389598846;13.7174692154;6;35.4204723835;
42;4;29.3025283813;25.0;7;44.3735172749;3;23.3954334259;13.7174692154;6;35.8803269863;
43;4;29.3120536804;27.0;8;44.4058350325;3;23.4331684113;13.9220123291;6;36.3554139137;
44;4;28.9749984741;29.0;8;44.4387089014;3;22.1799678802;13.5;5;36.8460347652;
45;4;28.9749984741;29.5943546295;8;44.4721269608;3;23.2903575897;16.5;6;37.3521156311;
46;4;29.3416366577;29.0;9;44.5060760975;3;24.4042263031;19.5;6;37.8731236458;
47;5;29.3518218994;29.0;8;45.5405418873;3;24.5214538574;22.5;6;38.4079909325;
48;5;30.3621616364;30.0;8;45.6255085468;3;24.6417980194;25.5;7;38.9550662041;
49;6;31.3726520538;31.0;7;45.7129341364;4;24.7648906708;27.5;7;39.5120873451;
50;6;30.9749984741;32.0;7;45.8028253317;4;24.8902206421;27.5;9;40.0391392708;
51;6;31.7408466339;33.0;7;45.8951824903;4;23.6499996185;28.5;8;40.5199065208;
52;6;30.9749984741;34.7166213989;7;45.9899988174;4;23.6499996185;29.5;9;41.007601738;
53;6;30.9749984741;35.3699989319;7;46.0872601271;4;23.6499996185;30.5;9;41.4976010323;
54;6;31.4271640778;34.6650238037;7;46.1869442463;4;24.6499996185;28.5;11;41.9851250648;
55;6;31.4384365082;34.6960792542;7;47.2890205383;5;25.4466533661;27.5;10;42.465420723;
56;6;32.4498138428;35.7281532288;7;47.4434492588;5;25.5547199249;27.5;10;42.9339466095;
57;6;32.9749984741;36.0;7;47.6021567583;5;25.6601371765;27.5;12;43.3865451813;
58;6;33.9500541687;37.0;7;47.7651097775;6;25.7619724274;27.5;8;61.0695896149;
59;6;33.9827461243;38.0;8;47.9322596788;6;26.8594074249;28.5;8;62.3425884247;
60;6;34.0160942078;39.0;8;50.2071506977;6;27.9517688751;29.5;8;63.4776582718;
61;6;34.6702461243;39.7000007629;9;52.0879594088;6;28.0385437012;30.5;9;64.4759807587;
62;7;32.4449310303;42.2291984558;10;53.6352229118;6;28.1193790436;31.5;9;66.3440618515;
63;7;33.1163215637;40.6162643433;11;54.915851593;6;29.1940765381;33.5;9;67.1319675446;
64;7;35.5922279358;40.8922767639;11;55.8210351467;6;30.262588501;35.5;10;67.8129010201;
65;7;32.3465652466;44.0;11;56.4779205322;6;30.3249912262;37.5;10;68.3995478153;
66;7;31.3465633392;45.4393920898;13;57.1078765392;6;30.6342639923;39.5;9;68.782766223;
67;7;32.3465652466;45.4393920898;13;57.5767731667;6;30.6948719025;41.5;9;69.0295971632;
68;7;33.3465652466;47.4393920898;13;58.0127499104;7;30.4777450562;43.1059188843;5;85.0523798466;
69;7;34.3465652466;49.4393920898;12;58.4636116028;7;31.8012371063;44.5;4;88.4202619791;
70;7;35.0;51.4393920898;15;58.9283852577;8;32.8770294189;47.6649856567;4;91.2937436104;
71;7;35.0;54.4393920898;16;59.405908823;9;32.4527778625;50.3899993896;3;93.7175488472;
72;7;35.0;56.3151016235;15;59.8948369026;9;33.2798805237;54.4292640686;3;95.7453379631;
73;7;35.0;57.4731864929;15;60.3936507702;9;35.4464874268;54.6926727295;3;97.0782977343;
74;8;35.0;58.6333770752;12;80.1284558773;8;31.9170532227;50.0;4;78.2858088017;
75;8;34.0;61.7950668335;12;81.1749124527;8;32.2143058777;51.0;4;78.6803150177;
76;8;34.0;64.9575958252;12;82.1352887154;8;32.3030700684;52.0;5;78.9254003763;
77;8;34.0;67.9659957886;12;83.0186491013;9;29.9249992371;54.9626998901;4;80.0231068134;
78;8;34.0;70.2261734009;15;83.8342955112;9;29.9249992371;57.0;5;80.1537947655;
79;8;34.5999984741;72.4865722656;15;84.4922819138;9;30.4028530121;60.0;7;80.2879464626;
80;8;35.5999984741;73.7461395264;15;85.0077240467;9;28.9249992371;62.0;8;80.4254252911;
81;8;36.5999984741;75.0038604736;16;85.5174787045;10;29.4500732422;63.0;7;80.5660729408;
82;8;37.5999984741;76.2587356567;12;86.0196399689;10;30.0995750427;66.0;10;80.7097088099;
83;8;37.9000015259;77.5098190308;12;86.5124177933;10;31.1246204376;68.8090820312;11;80.856131196;
84;8;37.9000015259;78.7562103271;16;86.9941627979;10;31.1501693726;70.0;12;81.0051174164;
85;8;37.9000015259;79.9970779419;16;87.4633879662;11;31.1761722565;72.5999984741;11;81.1564254761;
86;8;37.9000015259;81.2316894531;16;87.9187817574;11;31.2025775909;74.5999984741;11;81.3097953796;
87;8;37.9000015259;82.4593887329;17;88.3592205048;11;31.2293319702;73.5999984741;12;81.4649507999;
88;8;38.9000015259;78.585357666;13;88.7837734222;11;31.2563743591;74.5999984741;13;81.6216014624;
89;8;37.9000015259;81.051612854;14;89.1917011738;11;31.2836437225;76.5999984741;13;81.7794446945;
90;8;38.9000015259;80.2123260498;14;89.5824551582;11;31.3110771179;78.5999984741;15;81.938169241;
91;8;39.9000015259;80.3651275635;13;89.9556670189;11;31.3386077881;77.5999984741;14;82.0974566936;
92;8;40.8999977112;80.5100402832;16;90.3111391068;11;32.3661727905;76.5999984741;16;82.2569855452;
93;8;41.8999977112;80.6471557617;18;90.6488318443;11;31.3936977386;76.5999984741;16;82.4164334536;
94;8;42.8999977112;80.7541809082;18;90.9688453674;11;31.4211196899;78.5999984741;18;82.5754801035;
95;8;43.2999992371;79.9781951904;18;91.2714080811;11;32.4483718872;77.5999984741;18;82.733810544;
96;8;43.2999992371;79.1899871826;19;91.5568575859;11;31.4753875732;79.5999984741;20;82.891118288;
97;8;43.2999992371;78.3898010254;20;91.7680592537;11;31.5021057129;81.5999984741;20;83.0471071005;
98;8;43.2999992371;77.5376434326;20;91.9352884293;11;31.5499992371;78.5999984741;20;83.2014942169;
99;8;43.2999992371;76.6546936035;20;93.9068932533;11;31.5499992371;79.5999984741;22;83.3540114164;
100;8;43.2999992371;77.0348205566;19;95.9009661674;11;28.5499992371;78.5999984741;23;83.5044088364;
101;8;43.2999992371;78.4306793213;20;97.886036396;11;31.5499992371;77.5999984741;24;83.6524549723;
102;8;43.2999992371;79.8202209473;20;99.8306298256;11;31.6292133331;76.5999984741;24;83.7979379892;
103;8;43.2999992371;81.1814422607;20;102.705448151;11;31.6529941559;78.5999984741;25;83.9406677485;
104;8;44.2999992371;83.493812561;23;105.545292854;11;31.6761322021;80.5999984741;26;84.0804750919;
105;8;47.2999992371;84.1437072754;24;107.333432198;11;30.5499992371;84.5999984741;27;84.217212677;
106;8;49.2999992371;85.7643432617;24;108.999410987;12;31.5499992371;84.5999984741;25;84.3507547379;
107;8;47.2999992371;89.3508148193;26;110.536084056;12;32.7414131165;83.5999984741;26;84.480997324;
108;8;48.2999992371;90.5316009521;26;111.941919923;12;31.7617263794;86.5999984741;26;84.6078567505;
109;8;47.2999992371;94.7071533203;25;113.220027447;12;31.7812900543;89.5999984741;26;84.731269598;
110;9;47.2999992371;97.8767318726;24;114.377008319;12;32.8000984192;89.5999984741;27;84.8511912823;
111;9;46.2999992371;99.0397109985;24;115.421808839;12;31.8181495667;92.5999984741;28;84.9675943851;
112;9;47.2999992371;98.19556427;25;116.364703059;12;30.5499992371;96.1999969482;28;85.0804686546;
113;9;46.2999992371;100.343894958;25;117.195272565;12;31.5499992371;96.1999969482;30;85.1898188591;
114;9;48.2999992371;99.4844207764;25;117.78041625;12;31.5499992371;96.1999969482;31;85.2956635952;
115;9;44.2999992371;102.898788452;28;118.311238647;12;30.5499992371;96.1999969482;30;85.3980338573;
116;9;43.8999977112;103.089561462;28;119.670051813;12;32.5499992371;92.1999969482;30;86.0008525848;
117;9;42.8999977112;107.274475098;29;120.20363915;12;31.9916648865;92.1999969482;30;86.6153519154;
118;9;43.8999977112;111.453582764;29;120.762343645;12;32.0867080688;92.1999969482;29;87.2377252579;
119;9;44.8999977112;113.626991272;30;121.350549579;12;33.1815261841;89.1999969482;29;87.8640394211;
120;9;48.0350532532;117.79486084;29;121.972955346;12;32.2753219604;89.1999969482;24;89.4903492928;
121;10;51.7972946167;120.957366943;29;122.634455919;12;33.3673095703;91.1999969482;25;91.1728088856;
122;11;54.9634475708;119.114730835;26;123.339964628;12;34.5499992371;92.1999969482;23;92.9107391834;
123;11;54.033996582;123.267166138;26;124.004243374;12;35.8026657104;97.1999969482;21;93.7038177252;
124;11;55.1004257202;127.351959229;28;124.72402668;12;37.5499992371;99.1999969482;21;94.4921382666;
125;11;58.1724014282;125.434112549;27;125.507548809;12;39.8330612183;100.199996948;19;95.273276329;
126;11;56.4507522583;129.517349243;27;126.356138945;12;39.0771026611;103.199996948;20;96.0451979637;
127;11;56.5356140137;133.601486206;28;128.269291639;12;38.8468208313;106.183998108;20;96.8062520027;
128;12;59.6269302368;132.686325073;23;130.404204488;12;35.8468208313;103.199996948;19;97.5551524162;
129;12;59.7244186401;138.054489136;23;131.779137611;12;37.19921875;104.199996948;20;98.2909463644;
130;12;60.9619140625;143.225494385;22;133.252338767;12;39.2183685303;106.199996948;21;99.012973547;
131;12;64.2252349854;139.396896362;22;134.818456292;12;40.0739860535;106.199996948;19;99.7208223343;
132;12;64.3818435669;142.568283081;23;136.469786763;12;39.1189727783;108.481811523;20;100.414288759;
133;12;65.5469818115;147.739242554;23;138.196756124;12;37.1189727783;111.548065186;20;101.093334317;
134;12;70.7196731567;142.053970337;23;140.988628387;12;39.5742645264;108.199996948;21;101.758049011;
135;12;71.8988647461;144.222793579;24;142.894328833;12;39.5969238281;110.199996948;22;102.371812344;
136;12;76.0834274292;147.389953613;26;144.846186161;12;37.6202278137;113.199996948;23;102.892550707;
137;12;80.3729019165;141.473068237;26;146.83464992;12;38.075176239;113.199996948;23;103.412663937;
138;12;80.4936523438;145.473068237;29;148.851414204;12;37.0996780396;116.199996948;27;103.931243896;
139;13;83.6350021362;149.473068237;25;150.889271379;12;37.1247291565;119.199996948;27;104.447450399;
140;13;87.7734146118;149.394485474;26;152.941618323;12;37.5499992371;120.199996948;27;104.960508823;
141;13;90.9093780518;149.714035034;28;155.001740456;13;37.17628479;122.199996948;26;105.469703674;
142;13;93.5747451782;153.789901733;28;157.062046647;13;37.2026901245;124.505691528;27;105.974372149;
