Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;2;9.5;10.1999998093;4;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.72500038147;10.0;4;21.5299996138;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.84424972534;10.1999998093;4;22.0018314123;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.95041179657;10.3632001877;4;22.4280958176;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;10.0463218689;10.4951858521;4;23.7177560329;
12;2;14.4463853836;12.6000003815;5;27.1776003838;2;10.3364953995;11.0209560394;5;24.8637619019;
13;2;16.4463844299;13.0788002014;5;27.9412999153;2;12.1614513397;11.4571752548;5;25.8837099075;
14;2;18.4463844299;13.4505519867;5;28.5263124704;2;14.1614513397;11.8107032776;5;26.8016016483;
15;2;19.4645595551;13.7328653336;5;28.9682797194;2;16.1614513397;12.0916318893;5;27.6436917782;
16;2;20.4707298279;13.943564415;5;29.1018965244;2;17.4025764465;12.3113050461;5;28.4353666306;
17;2;21.4769535065;14.0;6;29.1228116751;2;18.5043945312;12.4808797836;4;28.9781968594;
18;2;22.4832286835;14.0;6;29.1438889503;2;19.6179275513;12.5;4;29.5360116959;
19;2;22.3999996185;14.3431663513;6;29.1651208401;2;20.6456031799;12.5;4;30.1467399597;
20;2;22.3999996185;14.0;6;29.1864993572;2;20.7830162048;12.5;3;30.8082637787;
21;2;22.3999996185;14.0;6;29.2080165148;2;20.9318599701;12.5;5;31.5163917542;
22;2;22.3999996185;14.0;8;29.2296639681;2;21.0911884308;12.5;5;32.264708519;
23;2;22.3999996185;14.0;8;29.2514331341;2;19.625;13.5;5;33.0445957184;
24;2;22.3999996185;14.0;7;29.2733153105;2;20.625;12.5;5;33.8454675674;
25;2;22.3999996185;14.0;7;29.2953014374;2;19.625;13.5;5;34.6552286148;
26;2;22.3999996185;14.0;8;29.3173824549;2;19.625;14.5;7;35.4609355927;
27;3;20.3999996185;15.0;8;29.3395489454;2;19.625;15.5;7;36.2495918274;
28;3;19.3999996185;16.0;8;29.3617914915;3;20.625;13.5;7;37.0089855194;
29;3;18.3999996185;17.0;8;29.3841004372;3;19.625;14.5;7;37.7284460068;
30;3;17.3999996185;18.0;9;29.4064661264;3;18.625;13.5;7;38.399433136;
31;3;16.8219394684;19.0;8;29.428878665;3;18.625;14.5;7;39.0158834457;
32;3;15.8286628723;20.0;8;29.4513280392;3;17.625;13.5;7;39.5742921829;
33;3;14.8353977203;21.0;7;29.4738043547;3;16.625;13.5;7;40.0735645294;
34;3;14.4421415329;22.0;7;29.4962974787;3;16.625;13.5;6;40.5146827698;
35;3;14.4488887787;23.0;7;29.5187973976;3;15.625;13.5;6;40.9002714157;
36;3;14.4556388855;24.0;7;30.5412938595;3;16.0;14.5;6;41.2341346741;
37;3;15.4623880386;25.0;8;30.6687768698;3;17.0;15.5;6;41.5208072662;
38;3;16.4691333771;26.0;8;30.8061008453;3;17.7171821594;16.5;6;41.7651824951;
39;3;16.4758720398;27.0;8;30.9539302588;3;17.7721672058;17.5;6;41.972202301;
40;3;17.4825973511;25.0;11;31.1129205227;3;17.8187446594;18.5;6;42.0;
41;3;16.4893131256;26.0;11;31.2837049961;3;16.8187446594;17.5;6;42.0;
42;3;16.496011734;27.0;12;31.4668781757;3;16.8187446594;17.5;7;42.0;
43;3;17.5026912689;25.0;13;31.6629769802;3;17.0;17.5;8;42.0;
44;3;16.5093479156;26.0;14;31.87245965;3;18.0;17.5;8;42.0;
45;3;16.5159816742;27.0;14;32.095682621;3;19.0;17.5;9;42.0;
46;3;17.5225868225;27.0;15;32.3328756094;3;19.625;18.5;9;42.0;
47;4;18.5291595459;28.0;15;32.5841171741;3;19.625;19.5;10;42.0;
48;4;19.5357017517;29.0;15;32.8493094444;3;19.625;21.5;11;42.0;
49;4;20.5422058105;30.0;15;33.1281546354;3;19.625;23.5;11;42.0;
50;4;21.0;31.0;15;33.4201357365;3;19.625;25.5;12;42.0;
51;4;22.5550994873;30.0;15;33.7245008945;3;19.625;27.5;12;42.0;
52;5;23.5614814758;29.0;11;54.0402550697;3;19.625;29.5;13;42.0;
53;5;25.0;30.9463615417;11;55.5661594868;3;19.625;30.5;13;42.0;
54;5;26.9741020203;31.0;9;56.9183366299;3;20.625;28.5;12;42.0;
55;5;26.3999996185;32.9672317505;10;58.1002553701;3;19.625;29.5;14;42.0;
56;5;26.9865226746;33.0;11;60.1252915859;3;19.625;30.5;15;42.0;
57;5;27.9926528931;35.0;11;61.052334547;3;20.625;28.5;17;42.0;
58;5;28.3999996185;36.9978713989;13;61.8474440575;3;19.625;29.5;17;42.0;
59;5;29.3999996185;38.0;13;62.5266978741;4;20.625;27.5;14;52.0;
60;5;30.3999996185;39.0;13;62.8966106176;4;20.625;29.5;15;52.3999996185;
61;5;31.3999996185;40.0;15;63.2623752356;4;21.625;31.5;15;52.7743997574;
62;6;32.4000015259;40.0;14;63.6219928265;4;21.625;33.5;18;53.1219387054;
63;6;33.4000015259;40.0;15;63.9736282825;5;22.625;32.5;17;53.4420347214;
64;6;34.0250015259;40.0;16;64.3156502247;5;21.625;34.5;17;53.7347183228;
65;6;34.0250015259;40.0;16;64.6466625929;5;21.625;35.5;19;54.0005426407;
66;6;34.0250015259;40.0;17;64.9655255079;5;22.625;33.5;19;54.2404880524;
67;7;34.0250015259;40.0;16;65.2713599205;5;21.625;34.5;20;54.4558610916;
68;7;34.0250015259;40.0;16;66.5635490417;5;21.625;35.5;20;54.6481971741;
69;7;35.0250015259;41.0;15;67.8817257881;5;22.625;33.5;21;54.8191757202;
70;7;36.25;42.0;15;70.5954964161;5;21.625;34.5;22;54.9705476761;
71;7;37.452999115;42.7000007629;16;72.7691663504;5;21.625;35.5;24;55.0;
72;7;37.296787262;45.2291984558;16;74.4950019121;5;22.625;33.5;24;55.0;
73;8;38.0192260742;47.2291984558;15;76.7196985483;5;21.625;34.5;24;55.0;
74;8;40.4375190735;48.8922767639;16;77.3875521421;6;21.625;35.5;24;55.0;
75;9;42.4375190735;50.0614776611;15;78.827889502;6;22.625;33.5;24;55.0;
76;9;39.4375190735;54.0734405518;14;79.3363575935;6;21.625;34.5;25;55.0;
77;9;38.4375190735;58.0852813721;15;79.8389307857;6;21.625;35.5;26;56.9400005341;
78;9;37.4375190735;61.5540122986;15;80.336458385;6;22.8500003815;34.0;26;58.5377006531;
79;9;36.4375190735;64.108581543;16;80.8298834562;6;22.0255012512;35.3899993896;27;59.83507061;
80;9;35.4375190735;67.1200332642;16;81.3074991107;6;22.1592674255;36.6872596741;27;60.878036499;
81;9;35.4375190735;66.125;18;82.7343694568;6;23.2593841553;34.9097442627;28;61.5335483551;
82;10;34.4375190735;69.5538101196;17;83.0334976315;6;24.2999992371;34.0;28;61.8199977875;
83;10;34.4375190735;72.5484313965;17;83.3504217863;6;25.2999992371;33.0;30;62.0;
84;10;35.2999992371;72.125;20;83.6841105819;6;26.2999992371;32.0;30;62.0;
85;10;34.2999992371;72.5392303467;21;84.0335057974;6;24.7999992371;32.0;29;62.0;
86;10;34.2999992371;73.5353088379;21;84.3975153565;6;23.7999992371;32.0;29;62.0;
87;10;34.2999992371;74.929397583;21;84.7750079632;6;22.7999992371;32.0;29;62.0;
88;10;34.2999992371;75.9114532471;25;86.1648077369;6;21.7999992371;33.0;29;62.0;
89;11;35.2999992371;77.4945755005;24;86.5406925082;6;20.7999992371;34.0;30;62.0;
90;11;36.2999992371;79.4826202393;22;86.9288919568;6;20.5;35.0;30;62.0;
91;11;37.2999992371;79.4718551636;23;87.3278408647;6;20.5;36.0;30;62.0;
92;11;36.2999992371;82.4621734619;25;87.7359548211;6;20.5;37.0;31;62.0;
93;11;36.2999992371;85.453453064;26;88.1516334414;6;20.5;38.0;31;62.0;
94;11;37.2999992371;81.8944168091;26;88.5732656717;6;20.5;39.0;32;62.0;
95;11;36.2999992371;83.8799743652;27;88.9992345572;6;20.5;40.0;32;62.0;
96;11;36.2999992371;85.8669815063;25;89.4279264212;6;20.5;41.0;32;62.0;
97;11;37.2999992371;81.8552856445;26;89.857740581;6;20.5;42.0;32;62.0;
98;11;36.2999992371;81.8447570801;26;90.287101686;7;19.5;41.0;31;62.0;
99;11;36.2999992371;83.5693893433;22;90.7144687176;7;16.5;41.0;29;62.0;
100;11;36.2999992371;84.5574493408;23;91.1383526921;7;16.0;42.0;29;62.0;
