Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;9.95943069458;11.2209558487;4;23.9143505096;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;11.9478340149;11.4571752548;4;24.7114065886;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;13.9478340149;11.8107032776;4;25.3703827858;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;15.9478340149;12.0916318893;4;25.9143484831;
16;1;18.1463851929;13.943564415;7;28.0;2;17.0134754181;12.3113050461;4;26.3659858704;
17;1;19.1463851929;14.0;7;28.0;2;18.0387840271;12.4808797836;4;26.5249304771;
18;1;20.1463851929;14.0;7;28.0;2;19.0659427643;12.5;4;26.6541694403;
19;1;20.3999996185;14.0;7;28.0;2;19.9971885681;12.5;5;26.7922235727;
20;1;20.3999996185;14.0;8;28.0;2;20.0282497406;12.5;6;26.9393253326;
21;1;20.3999996185;14.0;8;28.0;2;20.0613479614;12.5;7;27.0956480503;
22;2;20.3999996185;14.0;7;28.0;2;20.0965213776;12.5;7;27.261295557;
23;2;20.3999996185;14.0;8;28.0;2;20.1337909698;12.5;7;27.4362905025;
24;2;20.3999996185;14.0;8;28.0;2;20.1731643677;12.5;7;27.6205644608;
25;2;20.3999996185;14.0;8;28.0;2;20.2146263123;12.5;7;27.8139474392;
26;2;20.3999996185;14.0;8;28.0;2;20.2581386566;12.5;7;28.016159296;
27;2;20.3999996185;14.0;8;28.0;2;20.3036365509;12.5;8;28.2268030643;
28;2;18.3999996185;15.0;8;28.0;2;20.3510303497;12.5;8;28.445360899;
29;2;17.3999996185;16.0;9;28.0;2;19.625;13.5;8;28.6711919308;
30;2;16.3999996185;17.0;9;28.0;2;20.4510192871;12.5;8;28.9035346508;
31;2;15.3999996185;18.0;9;28.0;2;18.5032958984;13.5;8;29.141512394;
32;2;14.3999996185;19.0;9;28.0;2;17.5568408966;14.5;8;29.3841423988;
33;2;13.3999996185;20.0;9;28.0;2;16.6114311218;15.5;7;29.6303496361;
34;2;12.3999996185;21.0;10;28.0;2;15.6668281555;16.5;7;29.8789830208;
35;3;12.0;22.0;9;28.0;2;15.0977706909;17.5;7;30.1288366318;
36;3;12.0;23.0;9;28.0;2;15.1539878845;18.5;7;30.3786706924;
37;3;12.0;24.0;9;28.0;2;15.2102012634;19.5;8;30.6272368431;
38;3;12.0;25.0;10;28.0;2;15.26612854;20.5;8;30.8733024597;
39;3;12.0;26.0;10;28.0;2;15.3214931488;21.5;9;31.1156759262;
40;3;12.0;27.0;11;28.0;2;15.3760271072;22.5;9;31.353228569;
41;3;13.0;25.0;11;28.0;2;15.0;21.5;9;31.5849161148;
42;3;12.0;26.0;12;28.0;2;16.0;21.5;10;31.8097963333;
43;3;12.0;27.0;12;28.0;2;17.0;21.5;10;32.0270428658;
44;3;13.0;25.0;13;28.0;2;16.0;20.5;11;32.2359538078;
45;3;14.0;24.0;13;29.0;2;15.6280899048;20.5;11;32.4359588623;
46;3;16.0;23.5;13;29.0399999619;2;15.6730909348;21.5;11;32.6266198158;
47;3;15.0;24.0;14;29.0811839104;2;15.7159900665;22.5;12;32.8076286316;
48;3;16.0;22.5405921936;15;29.1235535145;2;15.0;21.5;12;32.9788007736;
49;3;14.3370666504;23.0;15;29.1671074629;2;16.0;21.5;12;33.1400680542;
50;4;14.3501319885;24.0;14;41.961841464;2;18.0;21.5;14;33.2914676666;
51;5;16.0;24.0;13;42.6452476978;2;19.8655796051;21.5;14;33.4331302643;
52;5;18.0;25.0;13;43.2763459682;2;20.8974533081;22.5;14;33.5652666092;
53;5;20.0;26.0;14;43.85247159;2;21.5521850586;22.5;15;33.6881551743;
54;5;22.4059104919;27.0;14;44.3731287718;2;21.5798339844;22.5;15;33.8021306992;
55;5;24.0;29.0;15;44.8396548033;2;21.6054801941;22.5;16;33.9075689316;
56;5;26.0;29.7264137268;16;45.2548060417;2;21.6292037964;22.5;16;34.0;
57;5;28.4513092041;29.0;16;45.6223316193;2;21.6499996185;22.5;16;34.0;
58;6;31.4670848846;30.0;16;46.946577549;3;21.6499996185;22.5;16;34.0;
59;6;33.8831672668;31.0;16;47.3371540308;3;21.6499996185;22.5;17;34.0;
60;6;34.7314987183;32.832572937;16;48.6905399561;3;21.6499996185;22.5;17;34.0;
61;6;36.4000015259;34.8603363037;18;48.9023702145;3;21.6499996185;22.5;17;34.0;
62;6;39.3367118835;36.0;18;49.1268438101;3;21.6499996185;22.5;17;34.0;
63;6;40.1627426147;37.9171905518;19;49.3645446301;3;21.6499996185;22.5;17;34.0;
64;7;41.784362793;38.0;18;49.6160130501;3;21.6499996185;22.5;17;34.0;
65;7;42.8598022461;39.0;20;49.8817269802;3;21.6499996185;22.5;17;35.0;
66;7;42.9895439148;40.5779190063;20;50.1620811224;3;22.6499996185;23.5;17;35.0299999714;
67;7;42.0212554932;41.5943527222;20;50.4573640823;3;23.6499996185;24.5;18;35.0605909824;
68;7;40.8416366577;43.176864624;21;50.7677338123;3;24.6499996185;25.5;18;35.091766119;
69;7;39.8518218994;44.3808288574;21;51.0931928158;3;25.6499996185;26.5;18;35.1235172749;
70;8;39.7016983032;44.1271018982;18;66.4335637093;3;26.6499996185;27.5;19;35.1558350325;
71;9;38.4749984741;46.8208045959;17;70.7445443869;5;26.9100627899;27.5;17;35.1887089014;
72;9;39.8141860962;48.6904220581;18;74.1419833899;5;26.6499996185;28.0943546295;17;35.2221269608;
73;9;41.5653381348;53.7188606262;18;77.0659376383;5;26.9249782562;27.5;17;35.2560760975;
74;9;42.8181762695;58.1004333496;19;78.8886907101;5;26.9326171875;27.5;18;35.2905418873;
75;9;43.756362915;61.3839263916;18;81.2970957756;5;26.9403705597;27.5;18;35.3255085945;
76;9;46.7007255554;62.4843444824;18;82.3409817815;5;26.9482402802;27.5;18;35.3609591722;
77;9;44.6506538391;67.192741394;19;84.3244655728;5;26.6499996185;28.1804790497;18;36.5904853344;
78;9;44.6055870056;72.3200378418;19;85.2290403247;5;26.9155006409;28.705242157;18;37.5881917477;
79;9;44.5650291443;74.2427062988;20;86.0887482166;5;25.0910015106;30.1205558777;17;38.388915658;
80;10;44.5285263062;78.5506057739;21;86.8105027676;5;25.1592674255;31.4436702728;16;40.0290117264;
81;10;44.4956741333;80.0055389404;21;87.4062247872;5;26.6116390228;32.9097442627;15;40.4540718794;
82;10;44.4661064148;84.5658569336;21;88.0096001029;5;28.664352417;32.0;14;41.723934412;
83;10;44.4394950867;88.7803497314;22;88.615657866;5;30.2999992371;33.8532371521;14;42.0157700777;
84;10;45.4155464172;89.0739898682;23;89.2197287679;6;31.9542808533;35.0;12;42.2089434862;
85;10;44.393989563;92.5673065186;23;89.8175393939;6;27.5499992371;39.9451522827;9;42.4089440107;
86;10;44.3745918274;95.8829650879;24;90.4052984118;6;26.2999992371;42.9934463501;8;42.6157234907;
87;11;45.357131958;96.1919250488;23;90.9797469378;6;25.2999992371;46.0432472229;8;42.8292008638;
88;11;44.3414154053;98.6803970337;24;91.5381953418;6;25.2999992371;47.9934463501;9;43.0492594242;
89;11;44.3272781372;100.97807312;24;92.0785186887;7;25.2999992371;49.9934463501;5;43.2757461071;
90;11;46.3145523071;98.3214187622;24;92.5991442502;7;25.25;52.9934463501;5;43.5084697008;
91;11;44.3030929565;101.444786072;25;93.099011749;7;25.25;55.9934463501;5;43.7472003698;
92;11;44.2927856445;104.568122864;24;93.5775199831;7;25.25;58.9934463501;6;43.9916694164;
93;11;47.2835083008;98.6910629272;24;94.0344644189;7;25.25;61.9934463501;6;44.2415686846;
94;11;44.2751541138;101.813301086;25;95.4699745774;7;25.25;64.9934463501;7;44.4965517521;
95;11;45.2676391602;105.934547424;25;95.9444443882;8;25.25;67.9934463501;6;45.7562351227;
96;11;49.2608757019;101.054512024;24;96.4014379084;8;27.25;68.9934463501;6;46.0501992702;
97;11;46.2547912598;107.66658783;28;96.8417716324;8;27.25;72.6080245972;5;46.3485826254;
98;11;46.2493095398;111.830047607;29;97.2386045754;8;26.25;75.4224853516;5;46.4318330288;
99;12;46.2443771362;115.990821838;29;97.5314685702;8;25.25;77.4614715576;6;46.5269499421;
100;12;46.2399406433;119.863052368;30;97.8235913217;8;25.25;79.4999771118;7;46.6326088905;
