Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;2;6.0;14.3000001907;3;24.0;1;11.3999996185;16.0;4;32.0;
2;2;7.19999980927;13.1000003815;3;24.1124999523;1;11.3999996185;16.0;6;31.7439994812;
3;2;8.22249984741;12.1000003815;3;24.2364046574;2;11.5487995148;15.8719997406;5;32.5135993958;
4;2;9.24728107452;11.5;3;24.3725773096;2;11.5027198792;15.7567996979;5;32.471840024;
5;2;9.87451553345;11.5;3;24.5218783617;2;12.6524000168;15.6531200409;5;32.4763085842;
6;2;11.0565643311;11.5;3;24.6851472855;2;13.709728241;15.5598077774;5;32.5281765461;
7;2;12.1055450439;11.5;3;24.8631806374;2;14.7584533691;15.4758272171;5;32.7354975939;
8;2;12.4589538574;11.5;3;25.5353367329;2;14.8206501007;15.4462442398;5;32.9888694286;
9;2;12.6606016159;11.7299995422;3;26.1285328865;2;14.8966608047;15.4196195602;5;34.6947262287;
10;2;12.8385601044;11.9106416702;3;27.6838638783;2;17.0357475281;16.0673618317;5;36.1065359116;
11;2;13.3051586151;12.5274600983;3;29.0303895473;2;19.0357475281;16.5341625214;5;37.3115451336;
12;2;15.0424957275;13.0216779709;5;30.1965687275;2;21.0357475281;16.860162735;5;38.2650270462;
13;2;17.0424957275;13.4066829681;6;31.2181880474;2;22.5352535248;17.0200004578;6;38.9839138985;
14;2;19.0424957275;13.6998376846;6;32.1313700676;2;23.750919342;17.0200004578;6;39.7895784378;
15;2;20.4343490601;13.9190797806;6;32.8065404892;3;24.9926185608;17.0200004578;5;40.6802124977;
16;2;21.5883483887;14.0;6;33.3565750122;3;26.2040634155;17.0200004578;5;41.6496691704;
17;2;22.7533569336;14.0;6;33.9400897026;3;26.4948997498;17.0200004578;5;42.6868925095;
18;2;23.9284114838;14.0;7;34.5525074005;3;26.8060684204;17.0200004578;6;43.7758045197;
19;2;24.3657512665;14.0;7;35.187936306;3;27.1327400208;17.0200004578;7;44.8958301544;
20;2;24.5563812256;14.0;6;35.8393115997;4;27.46875;17.0200004578;6;46.0231180191;
21;3;22.5563812256;15.0;5;36.4986515045;4;27.8069343567;17.0200004578;6;47.1323814392;
22;3;23.5563812256;14.0;6;37.1574115753;4;28.1397132874;17.0200004578;6;48.199098587;
23;3;24.5563812256;14.0;6;37.8069095612;4;28.459728241;17.0200004578;6;49.2016906738;
24;3;25.3420715332;14.0;6;38.4387779236;4;26.459728241;18.0200004578;7;51.1232643127;
25;3;25.5316333771;14.0;6;39.0453987122;4;28.459728241;17.5200004578;7;52.0906367302;
26;3;23.7136192322;15.0;6;39.620267868;4;30.459728241;17.5890007019;7;52.9779809713;
27;3;22.7136192322;15.0;6;40.1582555771;4;31.459728241;17.6667366028;7;53.7870913744;
28;3;21.7136192322;15.0;6;41.6557407379;4;31.6956748962;17.7540893555;7;54.5240801573;
29;3;22.7136192322;16.5;6;42.263120532;5;30.2934455872;17.7854003906;5;70.198068738;
30;3;23.3331871033;17.0;6;42.848711729;5;27.2934455872;19.8859424591;5;71.5698914528;
31;3;22.8546123505;18.0;6;43.4155291319;5;26.2934455872;21.997800827;6;72.820348978;
32;3;21.5673217773;19.7622299194;8;43.967694521;5;25.2934455872;24.1217308044;6;73.9597558975;
33;3;20.6656246185;20.8744716644;8;44.5101282597;5;24.2934455872;26.2583999634;7;74.8144080639;
34;3;20.3522701263;22.0012798309;9;45.0482263565;5;25.2934455872;30.2583999634;7;75.605057478;
35;3;21.1144676208;22.0;9;45.587539196;5;27.2043533325;33.2583999634;8;76.3583126068;
36;3;21.2762622833;23.0;10;46.1334602833;6;27.2934455872;36.2583999634;8;77.0812878609;
37;3;21.440038681;24.0;10;46.6067101955;6;28.2934455872;38.3956985474;8;77.780579567;
38;4;21.5820121765;25.0;10;47.0395004749;6;31.081445694;39.1317253113;10;78.3680109978;
39;4;21.7118492126;26.0;10;47.5116910934;6;31.464799881;41.1199989319;11;78.8621578217;
40;4;20.5750007629;28.0;11;48.0225958824;6;33.0148010254;41.1199989319;11;79.3767123222;
41;4;22.5750007629;28.0;12;48.5703659058;6;32.0148010254;43.1199989319;12;79.9073266983;
42;4;24.1711082458;29.0;13;49.1518626213;6;33.0148010254;43.1199989319;13;80.4489564896;
43;4;23.5750007629;30.0;13;49.7625956535;6;32.0148010254;45.1199989319;14;80.9960227013;
44;4;24.5750007629;31.0;14;50.3967533112;7;33.0148010254;45.1199989319;15;81.5426244736;
45;4;25.5750007629;32.0;15;51.0473399162;7;32.0148010254;47.1199989319;15;82.082783699;
46;5;26.5750007629;32.0;9;63.2064228058;7;33.0148010254;47.1199989319;17;82.6107053757;
47;5;29.5750007629;30.0;10;64.3254804611;7;34.0148010254;48.1199989319;17;83.1210289001;
48;5;30.5750007629;32.0;11;65.3992099762;7;34.671875;49.1199989319;19;83.6090431213;
49;4;30.9749984741;34.0;11;66.4183855057;8;32.671875;51.1199989319;17;84.0708503723;
50;4;30.9749984741;36.0;12;67.3755178452;8;32.671875;49.1199989319;17;85.5034713745;
51;5;31.9749984741;35.0;11;68.2650556564;8;34.671875;50.1199989319;17;86.1072824001;
52;5;32.9749984741;35.0;13;69.0834712982;8;37.1535186768;52.1199989319;18;86.7173179388;
53;5;33.9749984741;36.0;13;69.8292198181;8;36.1535186768;52.1199989319;19;87.339602232;
54;5;34.7625579834;37.0;12;70.5025844574;8;36.1535186768;53.1199989319;19;90.5514316559;
55;5;32.7625579834;36.0;12;71.1054325104;8;37.5652160645;55.0629997253;20;93.1935179234;
56;5;31.7625579834;36.0;12;71.6187400818;8;35.9065170288;58.0154457092;20;95.4095311165;
57;4;28.7625579834;30.0;13;57.4489908218;9;35.1859092712;60.9762687683;17;111.474262476;
58;4;28.7625579834;31.0;12;58.7402133942;9;35.1909103394;62.3681983948;18;113.167155743;
59;4;29.7625579834;33.0;13;59.0552105904;9;38.3003921509;62.8142776489;18;114.540603638;
60;4;30.398563385;35.0;13;59.3400592804;10;40.3003921509;64.3553543091;17;115.95348978;
61;4;29.4651298523;37.0;8;59.5980700254;11;38.4116020203;67.9694213867;15;127.411042213;
62;4;28.522731781;39.0;8;62.2688385248;11;39.4116020203;69.6555786133;16;129.316142082;
63;4;27.8689689636;41.0;8;64.469601512;12;39.4116020203;74.4087677002;15;132.11660099;
64;4;24.8689689636;41.716091156;9;66.2637878656;12;40.4116020203;80.2191085815;16;133.880398035;
65;4;25.8689689636;40.7846069336;9;67.7230293751;12;40.4116020203;84.0717544556;16;135.647021532;
66;4;25.8689689636;39.0;10;68.7444292307;12;40.4116020203;88.9474105835;16;137.381591558;
67;4;22.8689689636;39.0;10;69.4616901875;12;41.4116020203;90.8237838745;15;139.048682451;
68;4;22.1465625763;40.0;8;70.1029305458;12;42.4116020203;93.6776046753;16;140.615856051;
69;4;24.1465625763;39.0;10;70.4267821312;13;43.4500007629;96.2961502075;17;142.056922555;
70;4;23.1465625763;41.0;10;70.6348354816;14;44.4500007629;93.4870681763;16;144.354189873;
71;4;23.3999996185;43.0;10;70.8552439213;14;43.4500007629;99.3425598145;15;145.619294524;
72;4;24.3999996185;45.0;12;71.0877966881;15;45.4500007629;104.366325378;14;160.940981627;
73;4;25.3999996185;47.0;13;71.3321094513;15;48.4500007629;106.487068176;15;162.273954391;
74;4;26.3999996185;49.0;13;71.5876119137;15;53.0298652649;114.487068176;15;163.867656946;
75;4;28.3999996185;48.0;14;71.8535397053;15;56.9919242859;119.487068176;16;165.285874844;
76;4;27.6000003815;50.0;15;72.1289315224;15;58.8490371704;124.487068176;15;166.383895636;
77;5;27.6000003815;52.0;13;72.412633419;14;58.0036773682;130.449554443;16;167.337792873;
78;5;29.6000003815;48.0;15;72.703309536;14;59.2192306519;132.578140259;18;168.181242824;
79;5;27.6000003815;50.0;16;72.9994626045;14;60.2266998291;134.718200684;18;169.921748996;
80;5;27.6000003815;52.0;16;73.2994570732;14;61.2288398743;140.870117188;19;170.603047967;
81;6;29.6000003815;48.0;15;73.6015548706;13;65.1614151001;141.03414917;20;172.212341189;
82;6;27.6000003815;50.0;15;73.9039516449;13;65.4199066162;145.210388184;22;172.796498299;
83;6;27.6000003815;52.0;16;74.2048196793;13;66.5513687134;149.398773193;23;173.205704808;
84;6;27.6000003815;49.0;17;74.5023517609;13;67.7158737183;150.598968506;23;173.516125798;
85;6;26.6000003815;50.0;17;74.7948045731;13;66.7509613037;154.810440063;24;173.859776735;
86;6;27.6000003815;52.0;17;75.0805392265;13;66.7898788452;159.032348633;26;174.23334825;
87;6;27.6000003815;49.0;17;75.3580579758;13;67.822555542;160.263626099;26;174.633232117;
88;6;26.6000003815;50.0;18;75.6260342598;13;66.8683395386;166.032348633;27;175.055534244;
89;6;27.6000003815;52.0;19;75.8833341599;13;67.9157867432;171.479400635;29;175.496114135;
90;6;27.6000003815;49.0;19;76.1290311813;13;69.9660797119;173.85484314;31;175.950656533;
91;6;26.6000003815;50.0;19;76.3624134064;13;70.0142288208;179.234207153;33;176.414753437;
92;6;27.6000003815;52.0;20;76.5829792023;14;71.0644378662;184.542205811;32;176.88400352;
93;6;27.6000003815;49.0;20;76.7904319763;14;74.1175918579;182.944732666;33;177.354128122;
94;6;26.6000003815;50.0;21;76.9846630096;14;75.1648788452;181.342010498;34;178.03500402;
95;6;27.6000003815;52.0;21;77.1657342911;14;74.2357406616;185.789642334;37;178.726902008;
96;6;27.6000003815;49.0;21;77.33385849;14;77.309463501;184.231872559;37;179.427024245;
97;6;26.6000003815;50.0;20;77.4893741608;14;77.6432113647;182.666427612;37;180.132953644;
98;6;27.6000003815;52.0;20;77.6327228546;14;75.7092056274;187.091430664;38;181.842663765;
99;6;27.6000003815;49.0;20;77.7644290924;14;78.7775344849;186.505371094;40;182.954512715;
100;6;26.6000003815;50.0;15;77.8850755692;14;79.8435134888;185.907165527;39;186.893594861;
