Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;2;8.0;12.5;5;24.0;2;11.5999994278;16.0;5;33.0;
4;2;9.19999980927;11.5;5;24.0824999809;2;11.5999994278;16.0;5;33.1799999475;
5;2;9.81650066376;11.5;5;24.1709132195;2;12.7539997101;16.0;5;33.1172834635;
6;2;10.9512739182;11.5;5;24.2655123472;2;13.8119850159;15.8719997406;5;33.1091729403;
7;2;11.9796543121;11.5;5;24.3665570021;2;14.8786716461;15.7567996979;5;33.2632161379;
8;2;12.309967041;11.5;5;24.9479533434;2;14.9789648056;15.6991195679;5;33.4692578316;
9;2;12.4843864441;11.7299995422;5;25.4396128654;2;15.0407781601;15.6472072601;5;35.0560562611;
10;2;12.6318836212;11.9106416702;5;25.7580183744;2;17.1963157654;16.2332878113;5;36.3745105267;
11;2;12.7274065018;12.0;5;27.1600502729;2;19.1963157654;16.6510391235;5;37.5114626884;
12;2;14.7343997955;12.6000003815;5;28.3389384747;2;21.1963157654;16.9404220581;4;38.3099489212;
13;2;16.7343997955;13.0788002014;5;29.3238868713;2;22.7004566193;17.0200004578;5;39.0345611572;
14;2;18.7343997955;13.4505519867;5;30.1508336067;2;23.9178390503;17.0200004578;5;39.8459496498;
15;2;19.951915741;13.7328653336;5;30.8559100628;2;25.1612567902;17.0200004578;5;40.7420425415;
16;2;21.0370197296;13.943564415;4;31.2740080357;2;26.222612381;17.0200004578;5;41.7163825035;
17;2;22.1285877228;14.0;4;31.6006228924;2;26.5149154663;17.0200004578;6;42.7575778961;
18;2;23.2265720367;14.0;4;31.9480605125;3;26.8272724152;17.0200004578;7;43.8492298126;
19;2;23.5844173431;14.0;4;32.3153066635;4;27.1547679901;17.0200004578;6;44.9704999924;
20;2;23.6945915222;14.0;4;32.7008662224;4;27.4911499023;17.0200004578;3;46.0973796844;
21;3;23.8102588654;14.0;4;33.1027493477;4;27.8292121887;17.0200004578;3;47.2045631409;
22;4;23.9308242798;14.0;3;33.5184831619;4;28.1613693237;17.0200004578;3;48.2676591873;
23;4;24.0555438995;14.0;4;33.945145607;4;28.4802970886;17.0200004578;3;49.2653512955;
24;4;24.1835441589;14.0;4;34.3794298172;4;28.7796058655;17.0200004578;3;50.1811027527;
25;4;22.3999996185;15.0;4;34.817732811;4;29.0543308258;17.0200004578;3;51.0041217804;
26;4;22.3999996185;16.0;4;35.2562675476;4;29.301235199;17.0200004578;3;51.7294864655;
27;4;22.3999996185;17.0;4;35.6911888123;4;29.5188446045;17.0200004578;3;52.3575534821;
28;4;22.3999996185;18.0;4;37.118727684;4;29.7072658539;17.0200004578;3;52.892873764;
29;4;23.3999996185;19.5;4;37.6703212261;4;29.8678627014;17.0200004578;3;53.3429164886;
30;4;24.3999996185;20.542224884;3;38.2244273424;4;28.0028743744;18.0200004578;4;53.7168292999;
31;4;24.3999996185;20.8997612;4;39.7798608541;4;27.1150474548;19.0200004578;4;54.0244121552;
32;4;25.8370113373;21.0262069702;4;40.3759694099;4;26.2073230743;20.0200004578;4;54.2753334045;
33;4;26.8940124512;20.7824821472;2;40.9738196135;4;26.2826004028;21.0200004578;3;55.2800006866;
34;4;27.9575099945;18.7824821472;2;41.5737917423;4;28.2840003967;24.0200004578;3;55.3168007135;
35;4;27.0279884338;19.7824821472;3;42.1766866446;4;29.2840003967;26.0200004578;5;55.354573369;
36;5;27.1058998108;20.7824821472;2;42.7836099863;4;30.2840003967;28.0200004578;5;55.3933162689;
37;5;28.1916465759;18.7824821472;1;43.395834446;4;31.2840003967;30.0200004578;5;56.4330247641;
38;0;0;0;0;0;4;33.6299057007;33.0200004578;6;56.4920916557;
