Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;5;23.0;1;11.3999996185;16.0;6;32.0;
4;1;9.0;11.5;5;23.0;1;11.3999996185;16.0;6;32.0;
5;1;9.60000038147;11.5;5;23.0;1;12.3999996185;16.0;6;32.0;
6;1;10.6000003815;11.5;5;23.0;1;13.3999996185;16.0;6;32.0;
7;2;11.6000003815;11.6999998093;4;24.0;1;14.3999996185;16.0;6;32.6399993896;
8;2;12.1999998093;11.5;4;24.4599990845;1;14.7919998169;16.3199996948;6;33.0;
9;2;12.3380002975;11.7299995422;4;24.8212833405;1;14.8999996185;16.5;6;34.6500015259;
10;2;12.4463853836;11.9106416702;4;25.0;2;17.091999054;17.3250007629;5;35.5890007019;
11;2;12.5000009537;12.0;4;26.2300007343;2;19.091999054;17.294500351;5;35.736499548;
12;2;14.4553852081;12.6000003815;4;27.2181913853;2;21.091999054;17.2670497894;5;35.9280198812;
13;2;16.4553852081;13.0788002014;4;27.9928700924;2;22.2249984741;17.2423439026;6;36.1692836285;
14;2;18.4553852081;13.4505519867;4;28.589247942;2;23.3107185364;17.2201099396;6;36.4666202068;
15;2;19.4834403992;13.7328653336;4;29.0429638624;2;24.4119262695;17.2000999451;6;36.826808691;
16;2;20.4931354523;13.943564415;4;29.1887089014;2;25.0480422974;17.1820907593;6;37.2568080425;
17;2;21.5029983521;14.0;5;29.2221269608;2;25.1770439148;17.1658821106;7;37.7633538246;
18;2;22.5130233765;14.0;5;29.2560760975;2;25.3290061951;17.1512947083;7;38.3523907661;
19;2;22.7768230438;14.0;5;29.2905418873;3;25.5057163239;17.1381645203;6;39.0283713341;
20;3;22.7871627808;14.0;4;29.3255085945;3;25.7085132599;17.1263484955;6;39.7933831215;
21;3;22.3999996185;14.0;5;29.3609591722;3;25.9380149841;17.1157131195;6;40.6462469101;
22;4;22.8082866669;14.0;4;29.3968753815;3;26.1938743591;17.1061420441;6;41.5816345215;
23;4;22.8190612793;14.0;4;29.4332377911;3;26.4744911194;17.0975284576;6;42.5894212723;
24;4;22.8299713135;14.0;4;29.4700255394;3;26.7768249512;17.0897750854;6;43.6544647217;
25;4;22.3999996185;14.4410076141;4;29.5072168112;3;27.0963401794;17.0827980042;6;44.7569561005;
26;4;22.3999996185;14.45216465;4;29.5447884798;3;27.4270858765;17.0765190125;6;45.8734941483;
27;4;20.8634357452;15.0;4;30.5827163458;3;27.762046814;17.0708675385;6;46.9788045883;
28;4;20.8748149872;16.0;4;30.6709750891;3;28.0936393738;17.0657806396;7;48.0478868484;
29;4;20.8862915039;17.0;4;30.7615134716;3;28.4143657684;17.0612030029;7;49.0582294464;
30;4;20.2284545898;18.0;4;30.8543293476;3;26.7199401855;18.0612030029;7;49.9916820526;
31;4;19.2562980652;19.0;4;30.9494143724;3;26.0022010803;19.0612030029;7;50.8356552124;
32;4;18.2848243713;20.0;4;31.0467537642;3;25.2573947906;20.0612030029;7;51.5834884644;
33;4;17.3140258789;21.0;5;31.1463255882;3;24.4835472107;21.0612030029;7;52.2340373993;
34;4;16.9438972473;22.0;5;31.2481005192;3;24.4835472107;20.0612030029;6;53.7907009125;
35;4;16.9744300842;23.0;5;31.3520414829;3;24.4835472107;20.0612030029;6;54.3337852955;
36;4;17.005613327;24.0;5;31.4581027031;3;26.8056278229;23.0612030029;7;54.8030471802;
37;4;17.0374298096;25.0;5;31.5662304163;3;28.4549942017;26.0377368927;7;55.2083156109;
38;4;17.0698699951;26.0;5;31.6763615608;3;29.2071819305;28.0359630585;7;55.559482336;
39;4;17.1029090881;27.0;6;31.788424015;3;30.2870941162;30.0343666077;8;55.7217882872;
40;4;18.1365280151;25.0;6;31.902336359;3;31.3087215424;32.0329284668;9;55.8175250292;
41;4;17.1707000732;26.0;7;32.0180075169;3;32.7452583313;32.0316390991;9;55.9188598394;
42;4;17.0;25.9412746429;7;32.1353372335;3;32.7756576538;32.0304718018;10;56.0258466005;
43;4;17.2406005859;25.0;7;32.2542154789;3;32.8077545166;32.0294265747;11;56.1385136843;
44;4;17.2762641907;26.0;8;32.3745229244;3;32.2890930176;32.949256897;12;56.2568564415;
45;4;17.0;26.0;9;32.4961314201;3;32.2885818481;33.008430481;12;56.3808410168;
46;4;19.3488388062;27.0;9;32.6189041138;3;32.2881240845;33.0704193115;12;56.510389328;
47;4;19.6998977661;28.0;9;32.7426960468;3;32.2877120972;33.1351928711;12;56.6453835964;
48;4;20.7115650177;29.0;10;32.867354393;3;32.2873382568;33.2026901245;12;56.7856600285;
49;4;21.7231502533;30.0;11;32.9927191734;3;33.035697937;32.0250091553;12;56.9310100079;
50;4;23.4978141785;29.0;12;33.1186244488;3;32.2867050171;33.0245094299;12;57.081179142;
51;4;23.7460403442;30.0;13;33.2448992729;3;33.1243553162;32.0240592957;13;57.2358546257;
52;4;25.5734710693;29.0;13;33.3713676929;3;32.2861938477;33.023651123;13;57.3946852684;
53;4;25.2429046631;30.0;15;33.4978506565;3;32.2859725952;33.5773429871;13;57.5572636127;
54;4;25.1795578003;30.0;15;33.6241669655;3;33.2671813965;32.0229606628;13;57.7231397629;
55;4;26.0872497559;29.0;15;33.7501342297;3;30.2856006622;34.0226669312;14;57.891821146;
56;4;25.2012729645;30.0;18;33.8755702972;3;29.2854404449;35.8259124756;15;60.0492663383;
57;4;25.2119235992;30.5845794678;18;34.0002939701;4;29.6689739227;38.617225647;14;62.7135653496;
58;4;24.3999996185;31.6294364929;18;34.1241269112;4;29.9314365387;41.2136306763;14;64.0883618593;
59;4;25.3999996185;30.3879623413;19;34.2468938828;4;31.4302310944;40.6687202454;15;64.8461508751;
60;4;25.4310970306;30.4049530029;20;34.3684248924;4;29.463470459;42.8502731323;15;65.3969694376;
61;5;25.4575233459;30.421672821;17;49.4885554314;4;29.0400009155;45.0252075195;16;65.8549456596;
62;5;26.2628688812;31.0;18;50.3571281433;4;29.0400009155;46.8874740601;17;66.3238823414;
63;5;28.2725658417;31.0;18;51.1433677673;5;30.0400009155;45.9415931702;16;66.8014643192;
64;5;27.5351066589;33.0;19;51.8462998867;5;29.5174484253;47.2034454346;17;67.2852694988;
65;5;26.3999996185;35.4857292175;18;52.4662952423;6;28.5027427673;49.2034454346;15;82.7728381157;
66;5;27.2999992371;35.9750137329;18;52.9823265076;6;29.936000824;49.4907073975;15;84.3117398024;
67;5;28.2999992371;35.0;19;53.4294605255;7;34.4707679749;47.6426849365;13;86.7546169758;
