Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;2;11.5999994278;16.0;5;33.0;
4;2;9.0;11.6999998093;5;24.0;2;11.5999994278;16.0;5;32.9095994234;
5;2;9.80000019073;11.5;5;24.1124999523;2;12.7496795654;15.8719997406;5;32.6520650387;
6;2;10.9337501526;11.5;5;24.2364046574;2;13.8029794693;15.6543998718;5;32.4627445936;
7;2;11.9709215164;11.5;5;24.3725773096;2;14.738822937;15.4585599899;5;32.4387792349;
8;2;12.3117723465;11.5;5;24.9956032038;2;14.73163414;15.3251037598;5;32.4753472805;
9;2;12.4986810684;11.7299995422;5;25.5367741585;2;14.7426042557;15.204993248;5;33.5301702023;
10;2;12.6610326767;11.9106416702;5;25.9133642912;2;16.9247550964;15.5489320755;5;34.4429068565;
11;2;12.7740097046;12.0;5;27.3876771927;2;18.9247550964;15.7936935425;5;35.0122873783;
12;2;14.8026885986;12.6000003815;5;28.6529150009;2;20.9247550964;15.8360004425;5;35.3737180233;
13;2;16.8026885986;13.0788002014;5;29.7396411896;2;22.3624095917;15.7412805557;6;35.8235054016;
14;2;18.8026885986;13.4505519867;5;30.6849572659;2;23.548494339;15.6560325623;6;36.3612370491;
15;2;20.1121520996;13.7328653336;5;31.5258455276;2;24.7558479309;15.5793094635;6;36.984246254;
16;2;21.2380008698;13.943564415;5;32.0976057053;2;25.0952758789;15.5102586746;6;37.687019825;
17;2;22.375667572;14.0;6;32.5955629349;3;25.3061065674;15.4481124878;5;38.4607591629;
18;2;22.1463851929;15.0;6;33.1311497688;3;25.5382289886;15.3921813965;6;39.2931957245;
19;2;22.3999996185;15.5393447876;6;33.7016744614;3;25.7879562378;15.341843605;7;40.1687889099;
20;2;22.3999996185;15.7105026245;6;34.3031058311;4;26.0506362915;15.2965393066;6;41.0693531036;
21;3;22.3999996185;15.8909320831;6;34.9300689697;4;26.3208045959;15.2557649612;6;41.9751119614;
22;4;23.3999996185;14.0;5;35.5759468079;4;26.5925331116;15.2190685272;6;42.8660535812;
23;4;24.3999996185;14.0;5;36.2330884933;4;26.8598175049;15.186041832;6;43.7234163284;
24;4;24.8699264526;14.0;5;36.8931274414;4;27.1170272827;15.1563177109;6;44.5310487747;
25;4;22.8699264526;15.0;5;37.5473833084;4;27.3593139648;15.1295661926;7;46.2764263153;
26;4;21.8699264526;15.0;5;38.1873073578;4;28.5829277039;15.6054897308;7;46.9879900217;
27;4;21.8699264526;16.0;5;38.8049325943;4;29.785358429;15.6022205353;7;47.6257487535;
28;4;21.6414794922;17.0;5;39.3932685852;4;29.9653530121;15.6016054153;7;48.1893062592;
29;4;20.6414794922;16.0;5;39.9466094971;4;30.1227989197;15.6034240723;7;48.6813443899;
30;4;20.6414794922;16.0;5;40.4607191086;4;28.2679748535;16.6232776642;7;49.1067655087;
31;4;21.3999996185;17.0;5;40.932890892;4;27.750038147;17.0467662811;7;50.4718770981;
32;4;20.3999996185;16.0;6;41.3618888855;4;27.8672504425;18.5467662811;7;50.8521471024;
33;4;20.3999996185;16.0;6;41.747795105;4;27.5843391418;20.2199363708;8;51.1901530027;
34;4;20.3999996185;17.0;6;42.0917930603;5;27.395860672;20.0467662811;7;51.3606513739;
35;4;20.3999996185;18.0;6;42.3959226608;5;26.0224170685;22.9727478027;7;51.4698476791;
36;4;19.7187767029;19.0;6;42.6628341675;5;28.0804786682;25.9643535614;7;51.5858904123;
37;4;18.7988510132;20.0;6;42.8955574036;5;26.6571846008;28.9567985535;7;51.7086726427;
38;4;18.4686660767;21.0;6;44.0973091125;5;27.5501899719;31.9499988556;8;51.838086009;
39;4;19.5291938782;22.5;7;44.2799999714;5;26.6571846008;34.9438781738;9;51.9740145206;
40;4;20.5750007629;23.0;7;44.3105909824;5;26.9630241394;37.5710067749;9;52.1163278818;
41;4;20.5750007629;24.5302963257;7;44.341766119;5;27.9852981567;36.9334144592;9;52.2648830414;
42;5;21.9025306702;24.5302963257;7;44.3735172749;5;29.0298633575;34.9289550781;10;52.419515729;
43;6;22.9120559692;25.5302963257;6;44.4058350325;6;27.4800548553;36.9186058044;9;52.5800383091;
44;6;23.5750007629;26.5302963257;6;44.4387089014;7;27.5439414978;35.8890762329;7;62.7462359667;
45;6;24.5750007629;27.5302963257;7;44.4721269608;7;27.0557594299;38.7939949036;7;63.3178704977;
46;6;25.9416389465;29.0;7;44.5060760975;7;28.0541782379;40.8727111816;8;63.8690668344;
47;6;26.9518241882;29.0;7;44.5405418873;7;28.0541782379;40.9564628601;9;64.3982622623;
48;6;27.9621620178;29.0;8;44.5755085945;7;29.0541782379;41.9250068665;8;64.9045352936;
49;6;28.9726524353;29.0;9;45.6109591722;7;31.0503234863;42.9784660339;9;65.3875479698;
50;6;30.3832855225;30.0;9;45.6868753433;7;31.1430549622;41.063457489;10;65.8474516869;
51;6;31.3940620422;31.0;9;45.7644217014;7;31.237455368;42.1027793884;12;66.2847919464;
52;6;30.9749984741;32.7166213989;9;46.8435790539;7;29.7224693298;42.1459579468;12;66.7004129887;
53;6;32.3120651245;34.7350120544;10;46.9543242455;8;30.3017158508;39.6624183655;12;67.0953629017;
54;7;33.4271659851;36.0;8;47.0672209263;8;28.844783783;40.6353187561;12;67.4708099365;
55;7;33.3385505676;37.0;9;47.1822303534;9;27.8960762024;42.2875938416;10;77.8279771805;
56;7;34.1546707153;38.0;9;47.2993084192;9;28.941488266;43.4664840698;10;78.4640100002;
57;7;33.3120536804;40.4628982544;9;47.4184049368;9;32.9503250122;41.7479515076;11;81.1147713661;
58;7;33.8787689209;39.5779190063;9;47.5394643545;10;33.1689910889;44.2743797302;9;83.3542163372;
59;7;33.4845123291;40.295539856;9;47.662424922;10;35.0487861633;45.42162323;10;85.2539331913;
60;7;33.8628768921;39.7264137268;9;47.7872191668;10;35.9166717529;45.6615715027;10;86.6471471786;
61;7;34.3361663818;39.0;10;48.9137737751;10;34.8537826538;49.7086868286;11;88.6807096004;
62;7;35.374130249;40.0;10;49.0820094347;11;35.8918418884;53.5925827026;10;89.5088146925;
63;7;36.4126052856;41.0;11;49.2530254126;11;36.8918418884;56.7871627808;11;90.3122501373;
64;8;35.9520072937;42.832572937;12;51.5148726702;11;37.2479782104;59.9819946289;12;92.0907870531;
65;8;36.6857223511;44.4086456299;12;53.3761670589;11;38.2793617249;64.1760559082;12;92.8928579092;
66;8;36.6449890137;46.9028549194;13;54.8970998526;11;39.3131103516;67.7871627808;14;93.6724245548;
