Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;2;11.5999994278;16.0;5;32.7439994812;
3;1;8.0;12.1000003815;6;23.0;2;11.5487995148;15.8719997406;5;32.5687993765;
4;1;9.0;11.5;6;23.0;2;11.513759613;15.7567996979;5;32.4191045761;
5;1;9.60000038147;11.5;6;23.0;2;12.6365795135;15.6531200409;5;32.08358109;
6;1;10.6000003815;11.5;6;23.0;2;13.6533498764;15.4574079514;5;31.7893548012;
7;1;11.6000003815;11.5;6;23.0;2;14.5368061066;15.2812671661;5;31.6286302805;
8;1;11.8999996185;11.5;6;23.4599990845;2;14.4885892868;15.1655406952;5;31.4942094088;
9;2;12.0380001068;11.9299993515;5;24.8212833405;2;14.4482631683;15.0613861084;5;32.3509299755;
10;2;12.4463853836;11.9106416702;5;25.1224999428;2;16.5374011993;15.4453353882;5;32.9944719076;
11;2;12.5367507935;12.0;5;26.4923068285;2;18.5374011993;15.7204675674;5;33.3233244419;
12;2;14.5340766907;12.6000003815;5;27.6432056427;2;20.5374011993;15.8360004425;5;33.4256516695;
13;2;16.5340766907;13.0788002014;5;28.6060497761;2;21.6254177094;15.8360004425;6;33.532525301;
14;2;18.5340766907;13.4505519867;5;29.4186617136;2;22.6574802399;15.8360004425;6;33.6439237595;
15;2;19.7322654724;13.7328653336;5;30.1192717552;2;23.6909008026;15.8360004425;6;33.7597954273;
16;2;20.816028595;13.943564415;5;30.5450415611;3;24.1279392242;15.8360004425;5;33.8800566196;
17;2;21.9098968506;14.0;5;30.8938384056;3;23.5016002655;15.8360004425;6;34.0045897961;
18;2;23.0145359039;14.0;5;31.2803442478;4;24.2013778687;15.8360004425;5;34.1332416534;
19;2;23.3841018677;14.0;8;31.7057936192;4;24.2399730682;15.8360004425;5;34.2658228874;
20;3;23.5117378235;14.0;6;37.7420291901;4;24.2797470093;15.8360004425;5;34.4021070004;
21;3;24.6511955261;15.0;6;38.7154073715;4;24.3206329346;15.8360004425;5;34.5418310165;
22;3;25.8023338318;16.0;6;39.7373027802;4;24.3625488281;15.8360004425;5;34.6846959591;
23;3;25.9646606445;16.6087055206;6;40.8005223274;4;24.4054088593;15.8360004425;5;35.8303689957;
24;3;26.1373138428;16.8037910461;6;41.8962044716;4;25.4491100311;16.3360004425;5;36.0298448801;
25;3;22.3999996185;18.9997901917;6;43.0139970779;4;26.4935455322;16.3616809845;5;36.2334673405;
26;3;22.3999996185;19.9997901917;8;44.1423563957;4;26.8700408936;15.8360004425;5;36.4408462048;
27;4;22.3999996185;19.9997901917;7;45.2689599991;4;26.5841331482;16.4162025452;5;36.6515651941;
28;4;21.3999996185;20.9997901917;8;46.3812122345;4;26.630027771;16.4450702667;5;36.8651851416;
29;4;21.3999996185;21.5717697144;8;47.4667978287;4;27.0595550537;15.8360004425;5;37.0812492371;
30;4;20.3999996185;21.8748435974;9;48.5142402649;4;26.7223339081;16.506067276;5;37.2992873192;
31;4;20.3999996185;22.1621303558;9;49.5134096146;4;27.189786911;15.8360004425;5;37.5188223124;
32;4;19.3999996185;22.4320278168;10;50.4559288025;4;26.8143901825;16.571428299;5;37.7393749952;
33;4;19.3999996185;23.6834392548;10;51.335439682;4;26.8599700928;16.6057376862;6;37.9604682922;
34;4;18.3999996185;22.9157600403;11;52.1477155685;4;27.3881397247;15.8360004425;6;38.1816329956;
35;5;20.3999996185;22.1288356781;8;72.890619278;4;28.4544906616;15.8360004425;5;39.402412653;
36;5;20.3999996185;23.3229007721;9;74.7639389038;4;28.9933052063;16.3360004425;6;39.6566066742;
37;5;21.3999996185;24.4985256195;9;76.386713028;4;29.8969802856;20.3360004425;6;39.9103736877;
38;5;23.0;25.6565361023;9;77.7668819427;4;29.9731121063;24.3360004425;6;40.1633119583;
39;5;24.2421302795;26.7979393005;10;78.9234781265;4;30.0489940643;28.3360004425;6;40.4150441885;
40;5;25.33162117;27.9238853455;13;79.8818712234;4;30.1245136261;32.3359985352;8;40.6652172804;
41;5;27.4100780487;30.9238853455;14;80.6207704544;5;30.1995639801;35.8359985352;7;40.9135051966;
42;5;29.4784240723;33.9238853455;15;81.1254148483;5;29.9087734222;35.8359985352;8;41.1596081257;
43;5;29.4784240723;36.9238853455;15;81.25;5;30.3478832245;35.8359985352;8;41.4032539129;
44;5;32.4784240723;39.9238853455;17;81.25;5;30.4209766388;35.8359985352;9;41.644195199;
