Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;4;23.0;2;12.3999996185;16.0;5;33.0;
3;1;8.0;12.1000003815;4;23.0;2;13.3999996185;16.0;5;33.0;
4;1;9.0;11.5;4;23.0;2;14.3999996185;16.0;5;33.0;
5;1;9.60000038147;11.5;4;23.0;2;15.6999998093;16.0;5;33.0;
6;1;10.6000003815;11.5;4;23.0;2;16.6999988556;16.0;5;32.6103997231;
7;1;11.6000003815;11.5;4;23.0;2;17.6956787109;15.8123998642;5;32.2505428791;
8;1;11.8999996185;11.5;4;23.4599990845;2;17.675163269;15.6435594559;5;32.6504952908;
9;1;12.0380001068;11.7299995422;4;23.8212833405;2;17.7951488495;15.8360004425;5;32.6656540036;
10;1;12.1463851929;11.9106416702;4;24.0;2;19.6842308044;15.8360004425;5;32.6808968782;
11;2;12.2000007629;12.1999998093;3;26.2000007629;2;21.6842308044;15.8360004425;5;32.6962198019;
12;2;14.4463853836;12.6000003815;3;27.1876003742;2;23.6842308044;15.8360004425;5;32.7116185427;
13;2;16.4463844299;13.0788002014;3;27.9616949558;2;24.6980209351;15.8360004425;5;32.7270886898;
14;2;18.4463844299;13.4505519867;4;28.5574967861;2;25.7026615143;15.8360004425;6;32.7426258326;
15;3;19.4739151001;13.7328653336;4;29.0106461048;2;26.7073230743;15.8360004425;7;32.758225441;
16;3;20.1463851929;13.943564415;4;29.1558350325;2;26.8274688721;15.8360004425;7;32.7738828659;
17;3;21.4931354523;14.0;4;29.1887089014;2;26.5016002655;16.1665649414;8;32.7895934582;
18;3;22.5029983521;14.0;4;29.2221269608;2;26.5016002655;16.1712779999;8;32.8053524494;
19;3;22.7666378021;14.0;4;29.2560760975;2;26.5016002655;16.1760063171;8;32.8211550713;
20;3;22.7768230438;14.0;5;29.2905418873;2;26.8463478088;15.8360004425;9;32.8369964361;
21;3;22.7871627808;14.0;5;29.3255085945;2;26.8510990143;15.8360004425;9;32.8528716564;
22;3;22.7976531982;14.0;5;29.3609591722;2;26.8558616638;15.8360004425;9;32.8687757254;
23;3;22.8082866669;14.0;5;29.3968753815;2;26.8606338501;15.8360004425;9;32.8847036362;
24;3;22.8190612793;14.0;5;29.4332377911;2;26.5016002655;16.4423522949;10;32.900650382;
25;3;22.3999996185;14.4299716949;5;29.4700255394;2;26.8701953888;15.8360004425;11;32.9166109562;
26;3;22.3999996185;14.7350130081;5;29.5072168112;2;26.8749828339;15.8360004425;11;32.9325802326;
27;3;22.8521652222;14.0;7;29.5447884798;2;26.8797740936;15.8360004425;11;32.9485530853;
28;3;22.8634357452;14.0;7;29.5827163458;2;26.5016002655;16.4742774963;11;32.9645243883;
29;3;22.8748149872;14.0;7;29.6209751368;2;26.8893585205;15.8360004425;11;32.9804891348;
30;3;20.8862915039;15.0;7;29.6595385075;2;24.8941459656;16.8360004425;13;32.9964420795;
31;3;19.8978614807;16.0;7;29.6983793974;2;23.8989334106;17.8360004425;13;33.0123782158;
32;4;18.9095134735;17.0;7;29.7374696732;2;22.9037132263;18.8360004425;14;33.0282925367;
33;4;17.9212398529;18.0;8;29.7767804861;2;21.9084873199;19.8360004425;14;33.0441800356;
34;4;16.9330329895;19.0;8;29.8162822723;2;22.5016002655;21.8360004425;14;33.0600355864;
35;4;15.9448843002;20.0;9;29.8559447527;2;23.9180107117;22.8360004425;14;33.0758543015;
36;4;14.9567832947;21.0;9;29.8957372904;2;24.5016002655;23.8360004425;14;33.0916311741;
37;4;14.5687217712;22.0;9;29.9356285334;2;25.9274902344;24.8360004425;14;33.1073614359;
38;4;14.5806884766;23.0;10;29.9755871296;2;26.9322090149;25.8360004425;15;33.1230401993;
39;4;14.5926761627;24.0;11;30.015581131;2;26.9369125366;25.8360004425;15;33.1386626959;
40;5;14.6046743393;25.0;10;30.0555787086;2;26.9415988922;25.8360004425;15;33.1542242765;
41;5;14.6166734695;26.0;11;30.0955479145;2;26.5016002655;26.5771121979;16;33.1697202921;
42;5;14.6286640167;27.0;12;30.135456562;2;26.9509162903;25.8360004425;16;33.1851462126;
43;5;15.6406364441;25.0;13;30.17527318;2;26.5016002655;26.5925731659;17;33.1996809244;
44;5;14.6525821686;26.0;13;30.2149660587;2;26.5016002655;26.5998401642;17;33.1996809244;
45;5;14.6644897461;27.0;13;30.2545039654;2;26.5016002655;26.5998401642;17;33.1996809244;
46;5;15.0;26.0;14;30.293856144;2;26.5016002655;26.5998401642;18;33.1996809244;
47;5;16.6881561279;26.0;14;30.3329925537;2;26.5016002655;26.5998401642;18;33.1996809244;
48;5;17.6998977661;26.0;14;30.3718836308;2;26.5016002655;26.5998401642;19;33.1996809244;
49;5;18.7115650177;26.0;15;30.4105007648;3;26.5016002655;26.538734436;14;48.1996809244;
50;5;19.7231502533;26.0;16;30.4488155842;3;27.5016002655;27.538734436;15;48.9496809244;
51;5;20.7346439362;25.0;16;30.4868011475;3;28.5016002655;28.538734436;15;49.6190553904;
52;5;21.7460403442;24.0;16;30.5244314671;4;28.5016002655;29.538734436;14;50.2069708109;
53;5;22.7573299408;24.0;18;30.5616812706;4;28.5016002655;29.8360004425;13;50.7159506083;
54;5;22.3999996185;25.0;18;30.5985264778;4;28.5016002655;31.538734436;12;51.1510072947;
55;6;23.1795578003;24.0;18;30.6349442005;4;28.5016002655;32.538734436;12;51.5187708139;
56;7;23.1904830933;24.0;12;48.9900026321;3;26.5016002655;26.5998401642;12;33.1996809244;
57;7;24.2012729645;25.0;12;49.333429575;3;26.5016002655;26.5998401642;12;33.1996809244;
58;7;25.2119235992;26.0;13;49.62418437;3;26.5016002655;26.5998401642;13;34.3566850424;
59;7;24.3999996185;28.0;13;50.7759244442;3;24.9679870605;26.8360004425;14;35.183381319;
60;7;25.3999996185;30.3879623413;14;50.8499038219;3;25.5016002655;27.5916900635;14;35.760905385;
61;7;26.3999996185;32.4049530029;14;50.9245283604;3;26.5016002655;27.8804531097;15;35.8757454157;
62;7;26.3999996185;34.421672821;16;50.9997856617;4;27.2719993591;27.9378738403;14;35.9028296471;
63;7;27.2628688812;35.0;17;51.0756617785;4;27.2719993591;27.9514160156;15;35.9299119711;
64;7;27.2725658417;37.0;18;52.152140975;4;25.7789726257;28.1200008392;15;35.956977725;
65;7;27.3999996185;40.6059188843;18;52.2592058182;4;24.7870922089;29.1200008392;17;35.9840122461;
66;7;28.3999996185;40.1146011353;20;52.3654069901;4;23.7952022552;30.1200008392;17;36.0092865229;
67;7;29.2999992371;38.6524085999;20;52.4447975159;4;22.8027839661;31.1200008392;18;36.0344799757;
68;7;28.3999996185;38.0;20;52.5258933306;4;21.8103427887;32.1200027466;18;36.0595799685;
69;7;28.3999996185;39.0;20;52.6086633205;4;20.8178730011;33.1200027466;19;36.0845743418;
70;7;28.3999996185;39.0;22;52.6930714846;4;19.2719993591;35.0422859192;19;36.1094510555;
71;8;28.3999996185;39.0;21;52.7969071865;4;18.2719993591;36.054725647;19;36.1341981888;
72;8;28.3999996185;39.0;21;54.9794747829;4;17.2719993591;37.0671005249;20;36.1588041782;
73;8;28.8199996948;39.7000007629;21;56.7303514481;5;17.0;38.0026512146;17;51.183257699;
74;8;29.1375198364;40.2291984558;21;58.1173971891;5;18.0;40.0139007568;17;52.2575469017;
75;8;29.369758606;40.6162643433;22;59.2139601707;5;19.5312385559;41.1200027466;18;53.2366377115;
76;8;29.5353660583;40.8922767639;21;59.9017183781;6;19.5377483368;43.1200027466;18;54.1099720001;
77;8;29.6000003815;41.0;21;60.1343640089;6;19.544210434;45.1200027466;18;54.8738832474;
78;8;29.6000003815;41.0;21;60.3704057932;6;19.5506191254;47.1200027466;17;55.5306432247;
79;8;29.6000003815;41.0;22;60.6095867157;6;19.5569725037;49.1200027466;19;56.0869960785;
80;8;27.6000003815;42.0;22;60.8516278267;7;19.5632667542;49.8703994751;18;78.3025710583;
81;8;26.6000003815;43.0;22;61.0962295532;7;21.0;50.8406639099;19;80.0478026867;
82;8;25.6000003815;44.0;22;61.3430715799;8;24.0;52.8511810303;17;82.4954810143;
83;8;24.6000003815;45.0;22;61.5918141603;8;27.0;54.4376296997;18;83.6092520952;
84;8;23.6000003815;46.0;23;61.842099905;8;29.0;55.3567771912;19;84.3841553926;
85;8;22.6000003815;47.0;24;62.0935547352;8;31.0;56.2925186157;21;84.9793025255;
86;8;21.6000003815;48.0;23;62.3457906246;8;33.0;57.2373580933;21;85.4417431355;
87;8;20.6000003815;49.0;23;62.5984072685;9;35.0;57.7345695496;20;85.650965929;
88;8;20.0;50.0;23;62.8509953022;9;37.0;57.7394447327;20;86.698282361;
89;8;20.0;51.0;24;63.1031386852;9;37.0;60.7612075806;21;86.9069448709;
90;8;20.0;52.0;24;63.3544180393;9;38.0;63.7835464478;21;87.1406098604;
91;8;20.0;53.0;24;63.604413271;9;37.0999984741;66.8064422607;22;87.4021576643;
92;8;20.0;54.0;25;64.852707386;10;36.0999984741;70.8064422607;21;87.6946052313;
93;9;21.0;56.0;24;65.138890028;10;35.0999984741;74.8064422607;21;88.0210366249;
94;9;22.0;58.0;22;65.4237437248;10;34.0999984741;77.8064422607;21;88.3684477806;
95;9;22.0;60.0;19;65.6967513561;10;33.0999984741;80.8028259277;19;88.7546938658;
96;9;22.0;62.0;20;65.9331525564;10;33.0999984741;84.7995758057;19;89.182017684;
97;9;22.0;64.0;20;66.1686950922;10;34.0999984741;84.9430618286;19;89.6521594524;
98;9;22.0;65.0;20;66.4030168056;10;33.0999984741;87.9661102295;20;90.1661461592;
99;9;22.0;66.0;21;66.6357736588;10;33.0999984741;90.9898376465;22;90.7240679264;
100;9;23.0;64.0;21;66.866638422;10;34.0999984741;91.7356567383;22;91.3248560429;
101;9;22.0;65.0;21;67.0953043699;10;33.6810913086;93.3929290771;23;91.9660887718;
102;9;22.0;66.0;21;67.321485877;10;33.6800765991;96.4307327271;23;92.6438541412;
103;9;23.0;64.0;23;67.5449197292;10;33.6791610718;99.468963623;26;93.3526983261;
