Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;2;7.0;13.3000001907;5;24.0;1;11.3999996185;16.0;6;31.7439994812;
3;2;8.19999980927;12.1000003815;5;24.1499999762;1;11.3487997055;15.8719997406;6;31.5135993958;
4;2;9.22999954224;11.5;5;24.320775032;1;11.3027200699;15.7567996979;6;31.3062400818;
5;2;9.86415576935;11.5;5;24.5146545172;1;12.3027200699;15.6531200409;6;31.1196155548;
6;2;11.0543966293;11.5;5;24.7340574265;1;13.3027200699;15.5598077774;6;30.9516544342;
7;2;12.1202173233;11.5;5;24.9814370871;1;14.2854967117;15.4758272171;6;30.8924884796;
8;2;12.494430542;11.5;5;25.7390196323;1;14.2677469254;15.4462442398;6;30.8392391205;
9;2;12.7217063904;11.7299995422;5;26.4357979298;1;14.2517719269;15.4196195602;6;32.1347236633;
10;2;12.9307394028;11.9106416702;5;28.1501259804;1;16.2677459717;16.0673618317;6;33.0683250427;
11;2;13.4450378418;12.5274600983;5;29.6927518845;1;17.2677459717;16.5341625214;6;33.72032547;
12;2;15.2412042618;13.0216779709;5;31.0959539413;1;18.2677459717;16.860162735;6;34.0400009155;
13;2;17.2412033081;13.4066829681;5;32.3982014656;1;19.2677459717;17.0200004578;6;34.0400009155;
14;2;19.2412033081;13.6998376846;5;33.6365237236;1;20.2677459717;17.0200004578;7;34.0400009155;
15;2;20.8858947754;13.9190797806;5;34.679810524;1;21.2677459717;17.0200004578;8;34.0400009155;
16;2;22.1503295898;14.0;5;35.6363720894;1;22.2119998932;17.0200004578;8;34.0400009155;
17;2;23.437297821;14.0;6;36.656867981;1;22.2119998932;17.0200004578;9;34.0400009155;
18;2;24.7434463501;14.0;6;37.7253961563;1;22.2119998932;17.0200004578;9;34.0400009155;
19;2;25.3176193237;14.0;6;38.8218955994;1;22.2119998932;17.0200004578;10;34.0400009155;
20;2;25.6465682983;14.0;6;39.9233598709;1;22.2119998932;17.0200004578;11;34.0400009155;
21;2;25.9770088196;14.0;7;41.0055999756;1;22.2119998932;17.0200004578;11;34.0400009155;
22;3;26.3016796112;14.0;6;42.0453195572;1;22.2119998932;17.0200004578;12;34.0400009155;
23;3;26.6135959625;14.0;6;43.0221261978;1;22.2119998932;17.0200004578;12;34.0400009155;
24;3;26.9066371918;14.0;6;43.920129776;1;22.2119998932;17.0200004578;12;34.0400009155;
25;3;25.1760387421;15.0;6;44.7288513184;1;22.2119998932;17.0200004578;12;34.0400009155;
26;3;24.4186553955;16.0;6;45.443365097;1;22.2119998932;17.0200004578;12;34.0400009155;
27;3;23.6330089569;17.0;6;46.0637626648;1;22.2119998932;17.0200004578;12;34.0400009155;
28;3;22.8191280365;18.0;7;46.5941581726;1;22.2119998932;17.0200004578;12;34.0400009155;
29;3;21.9782466888;19.0;7;47.0415039062;1;22.2119998932;17.0200004578;12;34.0400009155;
30;3;21.112449646;20.0;7;47.4144306183;1;22.2119998932;17.0200004578;13;34.0400009155;
31;3;20.2243289948;21.0;7;47.7222595215;1;22.2119998932;17.0200004578;13;34.0400009155;
32;3;19.916677475;22.0;7;47.9742584229;1;22.2119998932;17.0200004578;13;34.0400009155;
33;3;19.9922771454;23.0;7;48.0;1;22.2119998932;17.0200004578;13;34.0400009155;
34;3;20.0;24.0;7;49.0;1;22.2119998932;17.0200004578;13;34.0400009155;
35;3;21.0;25.0;7;49.0399999619;1;22.2119998932;17.0200004578;13;34.0400009155;
36;3;22.0;26.0;7;49.0811839104;2;21.2119998932;17.0200004578;9;44.0400009155;
37;3;22.3243560791;27.0;7;49.1235535145;2;22.1907997131;17.0200004578;10;44.4400005341;
38;3;23.3370666504;25.0;7;49.1671074629;2;23.1907997131;17.0200004578;10;44.8144006729;
39;3;22.3501319885;26.0;7;49.211841464;2;24.1907997131;17.0200004578;10;45.161939621;
40;3;23.3635520935;26.0;8;49.2577478886;2;25.1907997131;19.0200004578;11;45.4820356369;
41;3;24.377325058;27.0;8;49.3048160076;3;25.7652568817;21.0200004578;10;45.7747192383;
42;3;25.0;28.0;8;49.3530313969;3;25.831111908;23.0200004578;11;46.0405435562;
43;3;26.4059104919;29.0;8;49.4023760557;3;25.8909225464;24.8199462891;11;46.2804889679;
44;3;27.0;30.0;8;49.4528282881;3;25.9449100494;25.7959518433;11;46.4958620071;
45;3;28.0;29.7264137268;8;49.5043625832;3;25.9933681488;25.7744140625;12;46.6881980896;
46;3;29.4513092041;29.0;10;49.5569496155;3;26.0366439819;25.7551803589;12;46.8591766357;
47;3;30.4670848846;29.0;10;49.6105561256;3;26.0751152039;25.7380828857;13;47.0105485916;
48;4;30.8831672668;29.0;9;49.6651450396;3;26.109172821;25.722946167;14;47.0400009155;
49;4;30.3999996185;29.832572937;10;49.72067523;3;26.1157989502;25.7200012207;13;47.0400009155;
50;4;30.3999996185;29.8603382111;11;49.7771017551;3;26.1157989502;25.7200012207;13;47.0400009155;
51;4;30.9331302643;29.0;11;49.8343759775;3;26.1157989502;25.7200012207;13;47.0400009155;
52;4;30.3999996185;29.9171886444;12;49.8924454451;3;26.1157989502;25.7200012207;13;47.0400009155;
53;4;30.9677333832;29.0;12;49.9512542486;3;26.1157989502;25.7200012207;13;47.0400009155;
54;5;30.985376358;29.0;11;50.0107431412;4;27.1157989502;26.7200012207;12;48.0400009155;
55;5;30.3999996185;29.0;11;51.0708494186;4;28.1157989502;27.7200012207;14;48.1136009693;
56;5;32.0212554932;30.0;12;51.2015076876;4;28.1157989502;28.7200012207;14;48.191827774;
57;5;32.4000015259;32.0;12;51.3368009329;4;28.1157989502;29.7200012207;14;48.2689560652;
58;6;33.0577926636;32.0;11;51.4767975807;4;28.1157989502;30.7200012207;14;48.3503011465;
59;6;32.4000015259;33.0;11;51.6215535402;4;28.1157989502;31.3227386475;15;48.4359645844;
60;6;33.0948295593;34.0;11;51.771109581;4;28.4927101135;30.7200012207;15;48.5260326862;
61;6;33.1134796143;34.9749908447;11;52.9254888296;4;28.1157989502;31.4035758972;15;48.6205735207;
62;7;35.132183075;36.0;10;56.6415089369;4;28.542552948;30.7200012207;15;48.7196347713;
63;7;37.8910598755;38.7000007629;10;58.9029712677;4;28.5692996979;30.7200012207;16;50.4206550121;
64;8;39.5005187988;42.2291984558;10;61.7499624491;4;29.0168762207;31.3339519501;16;51.7009539604;
65;8;37.9217605591;47.6162643433;10;64.2110980153;4;29.3521728516;31.7488632202;16;52.6716756821;
66;8;38.3723678589;53.3818740845;11;65.3660281897;4;29.6051082611;32.0188140869;16;53.0736174583;
67;10;38.423500061;57.8030586243;9;66.2477169633;4;29.7055854797;32.0126876831;17;53.4134380817;
68;10;37.4113502502;58.132900238;10;66.9467496872;4;29.0860004425;33.0;18;53.6397242546;
69;10;37.4004135132;60.0793190002;10;67.5589801669;4;29.0860004425;33.3062744141;19;53.8791775703;
70;10;37.1520004272;62.6230201721;9;68.2100487947;4;29.9173793793;32.0;19;54.1314492226;
71;10;38.1520004272;64.3926239014;11;68.8999887109;4;29.9854927063;32.0;19;54.3959846497;
72;10;37.9577941895;66.5719604492;11;69.6285774708;4;29.0860004425;33.0;19;54.6720130444;
73;10;37.8000030518;66.7651062012;11;71.3952840567;4;29.0860004425;33.7811279297;20;54.9585413933;
74;10;39.8000030518;68.9724578857;11;72.2892177105;4;29.0860004425;33.9129295349;20;55.254357338;
75;10;38.8000030518;72.3486709595;12;73.2261932492;4;30.0860004425;32.0;20;55.5580396652;
76;10;38.8000030518;73.5850524902;14;74.2048287392;5;30.0860004425;34.0;20;56.8679766655;
77;10;36.8000030518;77.835899353;14;75.2232264876;5;31.0860004425;36.0;20;57.319355011;
78;10;36.8000030518;79.9465179443;15;76.2789340019;5;32.0859985352;35.0;20;57.7905176878;
79;11;35.2000007629;83.9875946045;14;77.3689185381;5;31.0860004425;37.0;20;58.281195879;
80;11;35.2000007629;84.7313690186;15;78.4895555973;5;31.0860004425;39.0;20;58.7911287546;
81;11;35.2000007629;87.5640869141;17;79.6366428733;5;31.0860004425;39.913269043;21;59.3200753927;
82;12;36.2000007629;87.8257369995;16;80.8054314256;5;31.0860004425;40.0571517944;21;59.8678147793;
