Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;9.0;11.5;6;23.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;9.60000038147;11.5;6;23.0;2;12.6487998962;15.7567996979;5;31.9375991821;
6;1;10.6000003815;11.5;6;23.0;2;13.6487998962;15.4687995911;5;31.4352949858;
7;1;11.6000003815;11.5;6;23.0;2;14.4305887222;15.2095994949;5;30.9294062853;
8;1;11.8999996185;11.5;6;23.4599990845;2;14.2788219452;14.948975563;5;30.4757152796;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.1427154541;14.7144136429;5;30.1689530611;
10;1;12.1463851929;11.9106416702;6;24.0;2;16.2918949127;14.5469589233;4;29.8961361647;
11;1;12.2000007629;12.0;6;25.2000007629;2;18.2918949127;14.3962497711;4;29.6539063454;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;20.2918968201;14.2606115341;4;29.4392383099;
13;2;16.1463851929;13.0788002014;5;27.9586039782;2;21.3180351257;14.1385364532;4;29.2494109869;
14;2;18.1463851929;13.4505519867;5;28.5834288597;2;22.3270072937;14.0286693573;5;29.0819694996;
15;2;19.4816951752;13.7328653336;5;29.0677791834;2;22.7245903015;13.9297885895;5;28.9347058535;
16;2;20.500579834;13.943564415;5;29.2464048862;2;22.6804122925;13.8407964706;5;28.80562675;
17;2;21.5203056335;14.0;6;29.3150019646;2;22.2564220428;14.1459693909;5;28.6929402351;
18;2;22.5408859253;14.0;6;29.3864723444;2;22.6078834534;13.6886196136;4;28.5950269699;
19;2;22.8159408569;14.0;6;29.4608361721;3;22.1742477417;14.0280056;3;28.5104308128;
20;2;22.3999996185;14.4382505417;7;29.53810215;3;22.139213562;13.5653562546;5;28.4378358126;
21;2;22.3999996185;14.4614305496;7;29.6182664633;4;22.5313510895;13.5128068924;4;28.3760589361;
22;2;22.3999996185;14.4854803085;7;29.7013115883;4;22.5128173828;13.4655132294;4;28.3240288496;
23;2;22.9103927612;14.0;7;29.7872054577;4;22.4972076416;13.4229488373;5;28.280780077;
24;2;22.9361610413;14.0;7;29.8759007454;4;22.4842338562;13.3846406937;5;28.2454420328;
25;2;22.962770462;14.0;7;29.9673340321;4;22.4736328125;13.3501634598;5;28.2172273397;
26;2;20.3999996185;15.5902004242;7;30.0614249706;4;21.9914798737;14.1086139679;5;28.1954261065;
27;2;20.0184268951;16.0;7;30.1580765247;4;21.9747238159;14.0977134705;5;28.1793946028;
28;2;19.0474224091;17.0;7;30.2571737766;4;22.4538192749;13.2660732269;5;28.1685516834;
29;2;18.0771522522;18.0;7;30.3585846424;4;21.9460716248;14.0842761993;6;29.1623729467;
30;3;17.1075744629;19.0;6;30.4621598721;4;21.4609279633;14.2434520721;6;29.2117429972;
31;3;16.1386470795;20.0;6;30.5677332878;4;21.4713249207;15.2434520721;7;29.2669699192;
32;3;15.1703195572;21.0;7;30.6751227379;4;20.8131942749;16.2434520721;7;29.3276913166;
33;3;14.8025369644;22.0;7;30.7841308117;4;19.8403167725;17.2434520721;7;29.3935773373;
34;3;14.8352394104;23.0;7;30.8945457935;4;18.8680953979;18.2434520721;7;29.4643239975;
35;3;14.8683643341;24.0;7;31.0061435699;4;17.8965320587;19.2434520721;7;29.5396528244;
36;3;14.901843071;25.0;7;31.1186892986;4;16.9795513153;20.2434520721;7;29.6193008423;
37;3;14.9356069565;26.0;7;32.2319386005;4;17.0092887878;21.2434520721;7;29.7030258179;
38;3;15.0;28.5;8;32.3456401825;4;17.0396652222;22.2434520721;8;29.7905923128;
39;3;17.0;27.1728210449;8;32.4595377445;4;17.0706672668;23.2434520721;8;29.8817825317;
40;3;16.0;28.2297687531;8;32.5733726025;4;18.1022834778;23.2434520721;7;29.9763813019;
41;3;16.0;29.2866859436;9;32.6868853569;4;18.0;24.2434520721;7;30.074182272;
42;3;17.0;27.3434429169;10;32.7998189926;4;20.1672859192;25.2434520721;8;30.1749825478;
43;4;16.0;28.3999099731;9;32.9119205475;4;20.6501235962;26.2434520721;7;30.278580904;
44;4;16.0;29.4559593201;9;33.0229439735;4;21.5741844177;28.0817832947;7;30.3847808838;
45;4;17.0;27.511472702;10;33.1326518059;6;22.6034069061;28.9951782227;6;45.4933815002;
46;4;20.0;29.5114707947;9;34.2408175468;6;25.1733512878;29.0738182068;7;46.354184866;
47;4;22.2722454071;31.5114707947;10;34.3472275734;6;25.0580291748;32.0647964478;7;47.1363632679;
48;4;23.3041687012;33.5;11;34.4516816139;6;26.293586731;31.0673675537;7;47.8388791084;
49;4;24.3355045319;34.5;12;34.5539956093;6;25.6940841675;32.3638877869;9;48.4640522003;
50;4;25.3661994934;35.5;14;34.6540017128;7;26.3559017181;31.3105144501;6;69.0166845322;
51;4;26.3962001801;35.0;15;34.7515497208;7;27.3876457214;33.3082885742;6;70.7031977177;
52;4;27.4254646301;35.0;17;34.8465070724;7;27.7545585632;36.3062820435;8;73.1484332085;
53;4;27.8539505005;35.0;17;34.9387598038;7;28.7784194946;39.2303543091;8;74.4042111635;
54;4;27.8816280365;35.0;18;35.0282125473;7;29.8025836945;41.1589317322;9;75.3611576557;
55;5;27.9084625244;35.0;17;35.1147875786;7;30.8087005615;41.9277572632;9;76.061249733;
56;5;26.3999996185;36.0;18;35.198425293;7;29.8516101837;44.8727149963;10;76.644305706;
57;5;26.3999996185;37.0;19;35.2790827751;7;30.5827445984;45.8296279907;11;77.1166274548;
58;5;27.3999996185;35.0;18;35.356733799;8;29.7609958649;48.3532333374;11;77.2824298143;
59;5;28.007019043;35.0;17;35.4313673973;8;29.7682628632;49.8719673157;11;77.4488021135;
60;5;26.3999996185;36.0;18;35.5029873848;9;30.0457229614;51.9353752136;8;87.615524292;
61;6;27.3999996185;35.0;17;35.5716104507;10;32.7825775146;52.3803443909;8;106.159841537;
62;6;26.3999996185;36.0;17;36.6372656822;11;37.1151580811;53.7945327759;7;107.574062705;
63;6;27.3999996185;38.0;17;36.7399935722;11;40.1529121399;56.7938995361;7;109.406525254;
64;6;29.3999996185;37.0;19;36.8311839104;11;42.1907157898;59.1747665405;7;113.501691937;
65;6;28.3999996185;39.0;19;36.8735535145;11;43.9481582642;60.7219352722;9;116.910722613;
66;7;28.3999996185;41.0;14;57.3544396162;10;42.4704704285;44.885383606;9;98.9659944773;
67;7;30.3999996185;41.0;16;57.2554396391;10;40.0296897888;47.0566940308;10;100.893799901;
