Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;31.3753604889;
4;1;9.0;11.5;6;23.0;1;11.2750720978;15.6876802444;6;30.8131847382;
5;2;9.60000038147;11.6999998093;5;24.0;1;12.2750720978;15.4065923691;6;30.307226181;
6;2;10.9000005722;11.5;5;24.0750000477;1;13.2750720978;15.1536130905;6;29.8518638611;
7;2;11.9225006104;11.5;5;24.1548187733;1;13.9555587769;14.9259319305;6;29.522518158;
8;2;12.2464456558;11.5;5;24.7111896276;1;13.8567552567;14.761259079;6;29.2261066437;
9;2;12.4133577347;11.7299995422;5;25.1756821871;1;13.7678318024;14.6130533218;6;29.6795482635;
10;2;12.5527048111;11.9106416702;5;25.4647227526;1;15.8567552567;14.8397741318;6;29.7775993347;
11;2;12.6394176483;12.0;5;26.8117125034;1;16.856754303;14.8887996674;6;29.7775993347;
12;2;14.629899025;12.6000003815;5;27.9286828041;1;17.856754303;14.8887996674;6;29.7775993347;
13;2;16.6298980713;13.0788002014;5;28.8444935083;2;19.856754303;14.8887996674;5;30.7775993347;
14;2;18.6298980713;13.4505519867;5;29.5948424339;2;21.856754303;14.8887996674;5;30.9456441402;
15;2;19.785118103;13.7328653336;5;30.21575737;2;23.2071685791;14.8887996674;5;31.1399651766;
16;2;20.8449745178;13.943564415;5;30.542195797;2;23.3419914246;14.8887996674;7;31.2025934458;
17;2;21.9090442657;14.0;6;30.769920826;2;22.8878135681;15.285987854;6;31.3106726408;
18;2;22.9773616791;14.0;6;31.0117371082;2;23.393201828;14.7448253632;6;31.4553482533;
19;2;22.3999996185;14.9035215378;6;31.2673811913;2;23.4366035461;14.6834468842;6;31.6459889412;
20;2;23.3802146912;14.0;7;31.5363721848;2;23.4937973022;14.6282062531;8;31.6656634808;
21;2;23.4609107971;14.0;7;31.8179957867;2;22.6816234589;15.2874479294;8;31.7555296421;
22;3;22.3999996185;15.0;6;32.1112942696;2;23.5266590118;14.326420784;8;31.9141087532;
23;3;22.3999996185;14.0;6;32.4150657654;2;23.5742340088;14.1977653503;8;32.0619382858;
24;3;22.3999996185;15.0;6;32.7278704643;2;23.6185817719;14.0431785583;10;32.2818722725;
25;3;20.3999996185;16.4183616638;6;33.0480480194;2;22.3424301147;14.9040498734;10;32.5697746277;
26;3;20.3999996185;16.0;7;33.3737454414;2;22.2672996521;13.778834343;9;32.9205164909;
27;3;20.0121231079;17.0;7;33.7029547691;2;22.1996841431;13.6661405563;9;33.3278250694;
28;3;19.1108856201;18.0;7;34.033557415;2;22.1388282776;13.5647153854;10;33.7842211723;
29;3;18.210067749;19.0;7;34.3633785248;2;22.0840606689;13.4734334946;10;34.2810516357;
30;3;17.3090133667;20.0;7;34.6902413368;3;21.2312908173;13.3912792206;6;49.8086671829;
31;3;16.4070720673;21.0;7;35.0120258331;3;22.1913642883;13.3173408508;6;51.1067066193;
32;3;16.1036071777;22.0;7;36.3267235756;3;21.1913642883;14.3173408508;6;52.3338708878;
33;3;17.1980171204;23.0;7;36.7849878073;3;21.1913642883;15.3173408508;6;53.4788093567;
34;3;18.2897453308;24.0;7;37.2541739941;3;21.1913642883;16.3173408508;6;54.4871149063;
35;3;18.3783035278;25.0;8;37.7353361845;3;21.1913642883;17.3173408508;7;55.4017057419;
36;3;18.4632644653;26.0;8;38.2298872471;4;21.1913642883;18.3173408508;5;56.2231054306;
37;3;18.5442829132;27.0;9;38.7395470142;4;21.1913642883;19.3173408508;5;56.9541664124;
38;3;17.5442829132;26.0;10;39.2662639618;4;21.588104248;20.3173408508;5;57.5994501114;
39;3;17.5442829132;26.0;10;39.8120989799;4;22.6648292542;20.3173408508;5;58.0709819794;
40;3;18.5442829132;27.0;11;40.3790752888;4;23.7000007629;21.9097003937;5;58.3896579742;
41;3;17.5442829132;26.0;11;40.9689958096;4;24.7000007629;23.8839187622;5;58.6734008789;
42;3;17.5442829132;26.0;12;41.5832388401;4;25.7000007629;24.9607181549;6;58.9237241745;
43;3;18.5442829132;27.0;13;42.222536087;4;26.7000007629;25.9398345947;6;59.1427335739;
44;3;17.5442829132;26.0;12;42.8867535591;4;27.7000007629;25.9210414886;6;59.3329172134;
45;3;18.0;27.0;14;43.5746898651;4;25.7000007629;26.9210414886;7;59.4969577789;
46;3;19.0;28.0;15;44.2839226723;4;24.7000007629;27.9210414886;8;59.5958976746;
47;3;21.0;29.0;15;45.0107207298;5;23.7000007629;28.9210414886;7;59.5712356567;
48;3;23.0;30.0;17;45.6467533112;5;22.7000007629;29.9210414886;8;59.5490398407;
49;4;22.0;31.0;15;59.0473399162;5;21.7000007629;30.9210414886;9;59.5290641785;
50;4;24.0;32.0;16;60.3439226151;5;21.7000007629;31.9210414886;9;59.5110855103;
51;4;27.0;34.0;16;61.5870103836;5;21.7000007629;32.921043396;9;59.4949054718;
52;4;27.3999996185;37.0;17;62.7652664185;5;21.7000007629;33.921043396;9;59.480342865;
53;4;28.3999996185;40.0;18;63.8698120117;5;21.7000007629;34.921043396;9;60.4672355652;
54;4;30.3999996185;40.0;18;64.894329071;5;23.7000007629;33.921043396;10;60.4685304165;
55;4;30.3999996185;42.0;20;65.8350143433;5;25.7000007629;33.921043396;10;60.4462914467;
56;5;31.3999996185;44.0;19;66.6904230118;5;26.7000007629;33.9210395813;10;60.4334739447;
57;5;33.4000015259;40.0;20;67.4612150192;5;24.7000007629;35.9210395813;10;60.4293566942;
58;5;33.4000015259;40.0;21;68.1498413086;5;23.7000007629;37.9210395813;11;60.4332842827;
59;5;33.8551559448;40.0;22;68.7471876144;5;23.7000007629;39.4290275574;11;60.4446616173;
60;5;32.9375;38.0;22;69.1187400818;6;24.0990142822;39.7880363464;12;60.462952733;
61;5;32.9375;38.0;24;69.4489908218;6;23.7000007629;41.4779014587;12;60.4876619577;
62;5;33.9375;39.0;23;69.7402133942;6;24.1368904114;41.7754096985;13;60.5183361769;
63;5;32.9375;38.0;23;70.9952106476;6;25.1567420959;39.7687911987;12;60.5545591116;
64;5;33.9375;39.0;23;71.2570953369;6;24.177192688;40.7619743347;12;60.5959439278;
65;5;35.9375;41.0;23;71.490293026;6;23.7000007629;42.5853500366;13;62.5857588053;
66;5;36.9375;40.0;24;72.1149075031;6;23.8710002899;43.5771064758;14;65.2297312021;
67;5;34.9375;43.0;24;74.7332615852;6;26.013666153;42.5810165405;14;66.5973372459;
68;5;35.107093811;46.0;24;76.8686929941;6;26.7452449799;43.5726280212;14;67.5424563885;
