Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
4;1;9.0;11.5;6;23.0;1;11.3999996185;16.0;6;31.7439994812;
5;1;9.60000038147;11.5;6;23.0;1;12.3999996185;15.8719997406;6;31.5135993958;
6;1;10.6000003815;11.5;6;23.0;1;13.3999996185;15.7567996979;6;31.3062400818;
7;1;11.6000003815;11.5;6;23.0;1;14.391872406;15.6531200409;6;31.2116165161;
8;1;11.8999996185;11.5;6;23.4599990845;2;14.663485527;15.6058082581;5;32.126455307;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.6379365921;15.5632276535;4;33.3788444996;
10;1;12.1463851929;11.9106416702;6;24.0;2;16.6737575531;16.1723022461;4;34.2857174873;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;18.6737575531;16.60820961;4;34.9273173809;
12;2;14.4463853836;12.6000003815;5;27.2626004219;2;20.6737575531;16.9110736847;4;35.1818495989;
13;2;16.4463844299;13.0788002014;5;28.1209686995;2;21.7060394287;17.0200004578;4;35.2193268538;
14;2;18.4463844299;13.4505519867;5;28.810999155;2;22.7172832489;17.0200004578;5;35.257592082;
15;2;19.5499649048;13.7328653336;5;29.3690056801;2;23.7287635803;17.0200004578;6;35.2966330051;
16;2;20.5909481049;13.943564415;5;29.630333066;2;24.5889892578;17.0200004578;6;35.3364351988;
17;2;21.6354846954;14.0;6;29.7912415266;2;24.6009292603;17.0200004578;7;35.3769820929;
18;2;22.683757782;14.0;5;29.9651488066;2;24.6130943298;17.0200004578;7;35.4182549715;
19;2;22.9895439148;14.0;5;30.1525228024;2;24.6254768372;17.0200004578;8;35.4602330923;
20;2;22.3999996185;14.6457567215;5;30.3537294865;2;24.6380691528;17.0200004578;9;35.5028935671;
21;2;23.1061191559;14.0;5;30.5690078735;2;24.6508674622;17.0200004578;9;35.5462113619;
22;3;23.1707019806;14.0;4;30.7984457016;2;24.2119998932;17.471862793;10;35.5901594162;
23;3;22.3999996185;14.0;6;31.0419540405;2;24.6770477295;17.0200004578;10;35.6347085238;
24;4;23.3125858307;14.0;5;31.299243927;4;23.6425704956;17.0200004578;7;45.6798274517;
25;4;22.3999996185;14.9897727966;5;31.5698068142;4;24.6335525513;17.0200004578;8;46.1254826784;
26;4;21.3999996185;15.0;5;31.852899313;4;25.1907997131;17.7953224182;8;46.5460400581;
27;4;20.5558700562;16.0;5;32.1475343704;4;26.6583423615;17.0200004578;7;46.9402009249;
28;4;19.6442604065;17.0;5;32.4524803162;4;27.6709308624;17.0200004578;7;47.3073450327;
29;4;18.7357444763;18.0;5;33.7662696838;4;28.6836338043;17.0200004578;7;47.6474627256;
30;4;18.8298797607;19.0;7;34.1272172928;4;27.6964416504;18.0200004578;7;47.9610655308;
31;4;18.9261646271;20.0;7;34.4946331978;4;27.7093410492;19.0200004578;7;49.2490907907;
32;4;18.3483886719;21.0;7;34.8664953709;4;27.6990203857;20.9255580902;8;49.6185295582;
33;4;18.0599498749;22.0;8;35.2406738997;4;27.7959365845;21.9477920532;8;49.9716743231;
34;4;18.172203064;23.0;8;35.6149858236;4;26.8824882507;22.9701251984;9;50.3136575222;
35;4;18.2844963074;24.0;8;35.9872510433;4;25.9594287872;23.9925346375;6;50.6467922926;
36;5;18.3961753845;25.0;6;49.1053497791;4;27.027545929;25.9925346375;6;50.8693045378;
37;6;17.0188522339;27.6524085999;6;50.104776144;4;28.6380233765;28.9925346375;8;51.0741627216;
38;6;18.0;29.6765155792;6;51.0427182913;4;29.6512355804;31.9925346375;8;51.2912648916;
39;6;20.0;28.7011871338;6;51.9148873091;4;30.664440155;34.6925354004;8;51.5209832191;
40;6;20.0;30.7077236176;7;52.7194018364;4;31.6776237488;35.7200012207;9;51.7635958195;
41;6;21.0;31.8743247986;7;53.4564733505;4;32.690776825;35.7200012207;10;52.0192651749;
42;6;23.0;30.0348243713;8;54.1279969215;4;33.7038879395;35.7200012207;11;52.2880153656;
43;6;23.0;31.1887779236;8;54.7371264696;4;33.7169342041;35.7200012207;10;52.5697119236;
44;6;25.0;32.1887779236;8;55.287866354;4;33.7299156189;35.7200012207;10;52.8640401363;
45;6;27.0;34.1887779236;8;55.7847197056;4;33.7428131104;35.7200012207;10;53.170488596;
46;6;29.9882850647;33.8052787781;9;57.219403863;4;33.7556190491;35.7200012207;9;53.488335371;
47;7;32.5374984741;35.8052787781;9;57.4971636534;4;33.7683181763;35.7200012207;10;53.8071944714;
48;7;36.0496482849;37.0;10;57.7625616789;4;33.040802002;36.7200012207;14;54.1343669891;
49;7;37.1169166565;37.0;11;58.0161058903;5;33.7933578491;35.7200012207;11;59.4685435295;
50;7;37.9141082764;39.0;10;58.2583884001;5;34.040802002;37.7200012207;11;59.958245039;
51;7;37.1982955933;40.0;11;58.490062356;5;35.8178443909;37.7200012207;12;60.4486215115;
52;8;36.3405952454;42.0;10;58.7003977299;5;35.8298568726;38.7200012207;12;60.9375669956;
53;8;35.9375;42.0;10;58.8090212345;5;35.8417053223;39.7200012207;13;61.4229352474;
54;8;35.9375;44.6524085999;11;58.9191324711;5;35.040802002;41.1620788574;13;61.9025831223;
55;8;33.9375;42.0;12;59.0306390524;5;35.8648757935;40.1485710144;14;64.0072412491;
56;8;35.6509780884;42.7011871338;13;59.1434429884;6;35.5033721924;41.7494621277;13;65.6710617542;
57;8;36.6696853638;43.7264137268;13;59.2574419975;6;36.7185935974;41.1517791748;14;67.0022096634;
58;8;37.1397323608;44.0;14;59.3725290298;6;36.9923248291;41.409614563;15;67.738765955;
59;8;36.9375;42.0;14;59.4885926247;6;37.1789131165;43.4034843445;15;68.3850128651;
60;8;35.9375;43.0;14;59.6055175066;6;36.236000061;46.0101776123;15;68.8875682354;
61;8;35.9375;44.0;15;60.1000602245;6;36.236000061;48.0525360107;15;69.371628046;
62;8;37.107093811;42.0;16;62.3246694803;6;34.236000061;50.3144073486;16;70.8358414173;
63;8;36.2514572144;42.0;17;64.1432862282;7;34.236000061;53.3591079712;15;71.429181695;
64;8;35.373336792;43.2291984558;17;65.6196274757;7;34.236000061;55.5575714111;16;71.7347140312;
65;8;34.4755134583;42.2291984558;18;66.6873998642;7;33.236000061;57.7321395874;17;72.0677140951;
66;8;34.5;44.2291984558;20;67.350902319;7;32.236000061;59.8972244263;18;72.4281177521;
67;9;34.1847229004;43.7329216003;18;67.7863078117;7;31.236000061;62.0528564453;18;72.7848881483;
