Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;7.0;13.1000003815;6;23.0;1;10.8880004883;14.720000267;6;29.4400005341;
3;1;8.0;12.1000003815;6;23.0;1;10.8880004883;14.720000267;6;29.4400005341;
4;1;9.0;11.5;6;23.0;1;10.8880004883;14.720000267;6;29.4400005341;
5;1;9.60000038147;11.5;6;23.0;1;11.8880004883;14.720000267;6;29.4400005341;
6;1;10.6000003815;11.5;6;23.0;2;13.8880004883;14.720000267;4;30.235200882;
7;1;11.6000003815;11.5;6;23.0;2;15.7705602646;14.617600441;4;29.9836176634;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;16.6902561188;14.4837608337;3;29.7588976622;
9;2;12.3380002975;11.7299995422;5;24.8212833405;2;16.9276695251;14.3633050919;3;29.621057272;
10;2;12.4463853836;11.9106416702;5;25.0;2;19.0088977814;14.279458046;3;29.4985278845;
11;2;12.5000009537;12.0;5;26.2300007343;2;21.0088996887;14.2039957047;3;29.391540885;
12;2;14.4553852081;12.6000003815;5;27.2181913853;2;23.0088996887;14.1360797882;3;29.2985761166;
13;2;16.4553852081;13.0788002014;5;27.9928700924;2;24.0348548889;14.0749549866;3;29.218265295;
14;2;18.4553852081;13.4505519867;5;28.589247942;2;25.0437698364;14.0199422836;4;29.1493765116;
15;2;19.4834403992;13.7328653336;5;29.0429638624;2;25.7448139191;13.9704313278;4;29.0907951593;
16;2;20.4931354523;13.943564415;5;29.1887089014;2;25.7272377014;13.9258708954;4;29.0415202379;
17;2;21.5029983521;14.0;6;29.2221269608;2;25.3314590454;14.2667627335;4;29.0006450415;
18;2;22.5130233765;14.0;6;29.2560760975;3;25.309803009;14.2400627136;4;28.9673537016;
19;2;22.7768230438;14.0;6;29.2905418873;3;25.2903137207;13.8171892166;4;28.9409077168;
20;2;22.7871627808;14.0;6;29.3255085945;3;25.2727718353;14.1974534988;4;28.9206418991;
21;2;22.7976531982;14.0;7;29.3609591722;3;25.2569847107;14.1808490753;4;28.9059534073;
22;3;22.8082866669;14.0;6;29.3968753815;3;25.2427768707;14.4529762268;4;28.896297574;
23;3;22.8190612793;14.0;6;29.4332377911;3;25.668888092;13.7166481018;3;28.8911824226;
24;3;22.3999996185;14.4299716949;7;29.4700255394;3;25.2184791565;14.4455909729;3;28.8901610374;
25;3;22.3999996185;14.4410076141;7;29.5072168112;3;25.2081222534;14.4450807571;3;28.8928296566;
26;3;20.8521652222;15.0;7;29.5447884798;3;25.667848587;13.6646661758;3;28.8988220692;
27;3;19.8634357452;16.0;7;29.5827163458;3;25.190410614;14.4494113922;3;28.9078077078;
28;3;18.8748149872;17.0;7;29.6209751368;3;25.6723403931;13.6380977631;3;28.9194821119;
29;3;17.8862915039;18.0;7;29.6595385075;3;25.1760635376;14.4597406387;3;28.9335727692;
30;3;16.8978614807;19.0;7;29.6983793974;3;23.6861896515;14.6267709732;3;28.9498296976;
31;3;15.9095134735;20.0;7;29.7374696732;3;22.6965713501;15.6267709732;4;28.9680253267;
32;3;14.9212408066;21.0;7;29.7767804861;3;21.7069835663;16.6267700195;4;28.9879528284;
33;3;14.5330343246;22.0;7;29.8162822723;3;20.717420578;17.6267700195;4;29.0094223022;
34;3;14.5448846817;23.0;7;29.8559447527;3;19.7278747559;18.6267700195;5;29.0322607756;
35;3;14.5567836761;24.0;8;29.8957372904;3;18.7383384705;19.6267700195;5;29.0563104153;
36;3;14.5687217712;25.0;10;29.9356285334;3;19.7488021851;19.573589325;5;29.0814267397;
37;3;14.5806884766;26.0;10;29.9755871296;4;21.1760635376;21.5687141418;4;30.1074786186;
38;3;14.5926761627;27.0;10;30.015581131;4;23.1760635376;23.5643253326;5;31.161698103;
39;3;15.6046743393;25.0;13;30.0555787086;4;25.7801399231;26.5603752136;6;31.2307630777;
40;3;14.6166734695;26.0;13;30.0955479145;4;27.4926166534;29.5568218231;6;31.3009345531;
41;3;14.6286640167;27.0;13;30.135456562;4;28.1760635376;32.5536231995;7;31.3721048832;
42;3;15.6406364441;25.0;14;30.17527318;4;29.1304473877;34.1654663086;8;31.4441748857;
43;3;14.6525821686;26.0;14;30.2149660587;5;28.9090194702;34.5378494263;6;46.5170511007;
44;3;14.6644897461;27.0;14;30.2545039654;5;29.9048538208;35.5761375427;7;47.3406426907;
45;3;15.6763515472;25.0;12;30.293856144;5;31.2052021027;36.0961875916;8;48.0842409134;
46;3;14.6881570816;26.0;13;30.3329925537;5;30.9209308624;37.6127510071;9;48.746932745;
47;3;15.6998977661;25.0;14;30.3718836308;5;31.3116722107;38.9309196472;9;49.3311672211;
48;3;16.7115650177;25.0;14;30.4105007648;5;32.6144714355;38.4490280151;11;49.8418821096;
49;3;17.7231502533;25.0;16;30.4488155842;5;33.6678771973;38.3479576111;11;50.2856383324;
50;3;18.7346439362;25.0;16;30.4868011475;5;34.6206130981;38.4254264832;12;50.6698281765;
