Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;31.7439994812;
4;2;9.0;11.6999998093;5;24.0;2;11.5487995148;15.8719997406;5;32.3087997437;
5;2;9.80000019073;11.5;5;24.0375000238;2;12.6487998962;15.6543998718;5;32.0087808371;
6;2;10.9112501144;11.5;5;24.0760172606;2;13.6762981415;15.4585599899;5;31.7553303242;
7;2;11.9228057861;11.5;5;24.115549922;2;14.5265989304;15.2823038101;5;31.6396362782;
8;2;12.234664917;11.5;5;24.6272486448;2;14.4918909073;15.1664733887;5;31.5568878651;
9;2;12.3881750107;11.7299995422;5;25.0420250893;2;14.4670658112;15.0622262955;5;32.4822512865;
10;2;12.5126075745;11.9106416702;5;25.2760323286;2;16.5769939423;15.4459438324;5;33.2049913406;
11;2;12.5828104019;12.0;5;26.5458827019;2;18.5769939423;15.7208995819;5;33.6237560511;
12;2;14.5501499176;12.6000003815;5;27.5762153864;2;20.5769920349;15.8360004425;5;33.828804493;
13;2;16.5501499176;13.0788002014;5;28.3953508139;2;21.746925354;15.8360004425;6;34.0509724617;
14;2;18.5501499176;13.4505519867;5;29.0385113955;2;22.8135757446;15.8360004425;6;34.2907402515;
15;2;19.6182193756;13.7328653336;5;29.5413358212;2;23.8855056763;15.8360004425;6;34.5483944416;
16;2;20.6426467896;13.943564415;5;29.7385019064;2;24.3645191193;15.8360004425;7;34.8239877224;
17;2;21.6679363251;14.0;6;29.8256268501;2;23.5016002655;16.7815971375;7;35.1172993183;
18;2;22.6940727234;14.0;6;29.9155275822;2;24.5016002655;15.8360004425;7;35.4277999401;
19;2;22.9746589661;14.0;6;30.008133173;2;24.6283397675;15.8360004425;8;35.7546219826;
20;2;22.3999996185;14.6024398804;7;30.103356123;2;24.7263870239;15.8360004425;8;36.096540451;
21;2;22.3999996185;14.6310071945;7;30.2010915279;2;24.828962326;15.8360004425;8;36.4519662857;
22;2;23.0603275299;14.0;7;30.3012170792;2;23.5016002655;16.8360004425;8;36.8189544678;
23;2;22.3999996185;14.6903648376;8;30.4035933018;2;24.5016002655;15.8360004425;8;37.1952300072;
24;2;22.3999996185;14.721077919;8;30.5080633163;2;25.1585693359;15.8360004425;8;37.5782313347;
25;3;22.3999996185;14.7524185181;7;30.6144537926;2;25.2734699249;15.8360004425;8;37.9651703835;
26;3;22.3999996185;15.3072271347;7;30.7225756645;2;25.3895511627;15.8360004425;9;38.3531084061;
27;3;21.2167720795;15.0;7;30.8322253227;2;25.5059318542;15.8360004425;9;38.7390422821;
28;3;21.3999996185;15.0;7;30.9431855679;2;25.621711731;15.8360004425;9;39.1199951172;
29;3;22.3999996185;15.4715929031;7;31.0552272797;2;25.7359981537;15.8360004425;9;39.4931101799;
30;3;21.3165683746;15.0;7;31.1681110859;2;23.7359981537;16.8360004425;9;39.8557348251;
31;3;21.3999996185;15.0;7;31.2815892696;2;23.5016002655;17.8360004425;9;40.205496788;
32;3;20.384475708;15.0;8;31.3954081535;2;22.5016002655;16.8360004425;9;40.5403604507;
33;3;20.3999996185;15.0;8;31.5093102455;2;22.5016002655;17.8360004425;9;40.8586673737;
34;3;19.3999996185;15.0;8;31.6230361462;2;22.2576007843;18.8360004425;10;41.1591567993;
35;3;18.4869098663;16.0;9;31.7363271713;2;21.2576007843;17.8360004425;10;41.4409675598;
36;3;17.5208969116;17.0;9;31.8489277363;2;21.5016002655;17.8360004425;10;41.7036190033;
37;3;16.5546779633;18.0;9;31.9605879784;2;22.5016002655;19.8360004425;10;41.9469842911;
38;3;15.5881757736;19.0;9;32.071064949;2;24.5016002655;21.8360004425;10;42.1712474823;
39;3;15.2213191986;20.0;10;33.1801261902;2;23.5016002655;23.8360004425;10;42.3768596649;
40;3;16.2540378571;21.0;10;33.3925499916;2;23.5016002655;25.8360004425;10;42.5644884109;
41;3;17.2862644196;22.0;11;33.612993598;2;24.5016002655;25.8360004425;10;42.4486408234;
42;3;17.3179397583;23.0;11;33.8419377804;2;23.4447669983;26.7412796021;12;42.2781448364;
43;3;17.3490009308;24.0;12;34.0798711777;2;23.3936195374;27.6560325623;12;42.1246986389;
44;3;18.3793983459;24.0;12;34.3272763491;2;23.3475856781;28.5793094635;12;41.9865970612;
45;3;18.0;25.0;13;34.5846155882;2;23.3061561584;29.5102577209;14;41.8623046875;
46;3;19.0;26.0;12;34.852311492;2;23.2688674927;30.4481124878;14;41.7504425049;
47;3;20.0;27.0;13;35.1307251453;3;23.3117790222;28.3921813965;14;54.399766922;
48;4;21.0;29.0;12;35.4201357365;3;23.3117790222;29.3921813965;15;54.9466581345;
49;4;22.0;30.0;13;35.7207117081;3;23.3117790222;30.2965393066;16;55.449139595;
50;5;24.0;29.0;9;51.0324888229;3;25.2381134033;32.2557640076;16;55.9036569595;
51;5;25.0;31.0;10;52.105342865;3;25.2381134033;31.8058204651;17;56.3089160919;
52;5;26.3999996185;33.0;10;53.1083397865;3;26.2381134033;31.6889667511;18;56.6655416489;
53;5;28.3999996185;32.0;11;54.0401332378;3;28.1844120026;32.6176376343;18;56.9756555557;
54;6;28.3999996185;34.0;10;54.9025127888;3;29.169965744;33.554523468;19;57.2424411774;
55;6;29.3999996185;36.0;10;55.69952631;3;28.169965744;34.5674247742;18;57.4697418213;
56;6;30.3999996185;36.8003311157;12;56.4366059303;3;28.169965744;35.5403594971;20;57.6617259979;
57;6;32.4000015259;34.8003311157;12;57.1197872162;3;28.169965744;36.5172615051;20;57.8096122742;
58;6;33.7060546875;34.0;12;57.7199802399;3;28.169965744;37.4989624023;20;57.7780189514;
59;6;32.0648269653;35.0;14;58.1634492874;3;28.169965744;38.4989624023;21;57.749584198;
60;6;32.0999984741;36.0;15;58.4929418564;3;28.169965744;39.4989624023;21;57.7239933014;
61;6;32.0999984741;36.875;11;59.8235664368;3;28.169965744;40.4989624023;21;57.7009620667;
62;7;33.0999984741;37.875;12;60.183144331;4;30.0;42.4989624023;20;60.2293186188;
63;7;34.0999984741;38.875;12;60.5400941372;4;33.0;42.4612731934;21;61.4770014286;
64;7;34.4181747437;39.875;13;60.8922998905;5;33.0;45.4291915894;20;72.4542858601;
65;7;34.4275283813;40.875;13;61.2377622128;5;34.9466743469;49.4021072388;20;73.444216609;
66;7;34.4370536804;41.875;13;61.5746473074;5;37.1510276794;50.3794021606;20;74.1122403145;
67;7;34.0999984741;42.4529190063;14;64.0755718946;5;36.2000007629;53.9492340088;24;74.6233897209;
