Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;9.0;11.5;6;23.0;2;11.5487995148;15.8719997406;5;32.5135993958;
5;1;9.60000038147;11.5;6;23.0;2;12.6487998962;15.7567996979;5;32.3338401318;
6;1;10.6000003815;11.5;6;23.0;2;13.6570796967;15.6531200409;5;32.1752938032;
7;1;11.6000003815;11.5;6;23.0;2;14.6525888443;15.5598077774;5;32.1278806925;
8;1;11.8999996185;11.5;6;23.4599990845;2;14.6383638382;15.5218267441;5;31.4650644064;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.4395198822;15.1759128571;5;31.1950391531;
10;2;12.1463851929;12.1106414795;5;25.0;2;16.6651229858;15.01080513;5;30.9605818987;
11;2;12.5000009537;12.0;5;26.3975007534;2;18.6651229858;14.8622074127;5;30.7584238052;
12;2;14.5056352615;12.6000003815;5;27.5892416239;2;20.6651229858;14.7284698486;5;30.5856136084;
13;2;16.5056343079;13.0788002014;5;28.6093147993;2;21.7239151001;14.6081056595;5;30.4394922256;
14;2;18.5056343079;13.4505519867;5;29.4992153645;2;22.7450752258;14.4997787476;6;30.3176517487;
15;2;19.7564315796;13.7328653336;5;30.3012111187;2;23.0952949524;14.4022836685;6;30.2179211378;
16;2;20.8706092834;13.943564415;5;30.856726408;2;23.0653743744;14.3145389557;6;30.1383277178;
17;2;22.00340271;14.0;5;31.3678882122;2;22.5413398743;14.7357254028;6;30.0770862103;
18;2;23.1567516327;14.0;5;31.9532983303;2;22.4986953735;14.6889238358;6;30.0325721502;
19;2;22.3999996185;15.0;7;32.6173219681;2;23.009771347;14.100528717;6;30.0033034086;
20;2;23.3999996185;14.0;7;33.3622198105;3;23.0009918213;14.0429592133;7;29.98792696;
21;2;24.0086650848;14.0;8;34.1873464584;4;22.3946876526;14.59283638;6;29.9852049351;
22;3;24.2562026978;14.0;7;35.088388443;4;22.3667087555;14.5733671188;7;29.9939994812;
23;3;22.3999996185;15.0;7;36.0567770004;4;22.3415279388;14.5592184067;6;30.013260603;
24;3;23.3999996185;14.0;7;37.0794420242;4;23.0039787292;13.864774704;6;30.0420157909;
25;3;24.3999996185;14.0;7;38.1390638351;4;22.2984676361;14.8307800293;6;30.0793662071;
26;3;25.3999996185;14.0;7;39.2149133682;4;22.2801113129;15.039683342;6;30.1244716644;
27;3;25.7644729614;14.0;7;40.2842655182;4;23.0373420715;13.772649765;6;30.1765480042;
28;3;26.0852794647;14.0;7;41.32421875;4;22.2487201691;14.7478675842;6;30.2348623276;
29;3;26.3972663879;14.0;7;42.3136463165;4;22.2353382111;15.1174316406;6;30.2987241745;
30;3;24.6940937042;15.0;7;43.2349233627;4;23.0896148682;13.705491066;6;30.3674836159;
31;3;23.9704761505;16.0;7;44.0751419067;4;22.2124557495;14.6874256134;6;30.4405264854;
32;3;23.2225418091;17.0;7;44.826631546;4;23.1321582794;13.67116642;7;30.5172743797;
33;3;22.4479885101;18.0;7;45.4868030548;4;23.1551818848;13.6565332413;7;30.5971786976;
34;3;21.6460399628;19.0;7;46.0574321747;4;23.1791534424;13.643362999;8;30.6797227859;
35;3;20.8172302246;20.0;7;46.5436401367;4;23.2039165497;13.6315097809;8;30.7644176483;
36;3;19.963092804;21.0;8;46.9527797699;4;23.2293243408;13.62084198;8;30.8508021832;
37;3;20.6858329773;22.5;7;48.2934036255;5;21.3500709534;14.6112413406;6;40.9384391308;
38;3;21.7880210876;23.5;7;48.6044304371;5;23.3454036713;17.611240387;6;41.4269206524;
39;3;22.1813297272;24.0;7;48.8105909824;5;24.4923858643;20.611240387;6;41.89026618;
40;3;21.9249992371;25.5302963257;7;48.841766119;5;24.5194911957;23.611240387;7;42.3268561363;
41;3;23.2525291443;25.5302963257;8;48.8735172749;5;25.546585083;26.4990463257;7;42.7357759476;
42;3;24.2620544434;26.5302963257;8;48.9058350325;5;26.5735721588;27.4316520691;7;43.1167516708;
43;3;24.9249992371;27.5302963257;8;48.9387089014;5;27.6003646851;27.3972816467;7;43.4700536728;
44;3;25.9249992371;28.5302963257;8;48.9721269608;5;28.6268844604;27.3661079407;7;43.7964053154;
45;3;27.2916374207;29.0;9;49.0060760975;5;26.3257274628;29.3421134949;7;44.096883297;
46;3;28.3018226624;29.0;10;49.0405418873;5;26.9308662415;29.3205757141;8;44.3728132248;
47;3;29.3121623993;29.0;11;49.0755085945;5;26.4018249512;30.3013420105;8;44.6256904602;
48;3;30.3226509094;29.0;12;49.1109591722;5;25.5051422119;31.2842445374;8;44.8571043015;
49;3;30.7332878113;29.0;12;49.1468753815;5;24.598897934;32.2691078186;10;44.9646015167;
50;3;30.7440643311;29.0;13;49.1832377911;5;22.1757278442;34.2661628723;11;45.0405316353;
51;3;30.3250007629;29.7166194916;13;49.2200255394;6;21.8500003815;36.2661628723;9;55.1142477989;
52;3;30.3250007629;29.7350120544;13;49.2572168112;6;22.8500003815;38.7806625366;9;55.5856704712;
53;5;30.7771663666;29.0;9;78.2947884798;6;23.8500003815;40.8181533813;10;56.0291414261;
54;5;29.3250007629;31.0;10;80.0727161169;6;24.8500003815;42.8542900085;13;56.4433541298;
55;6;31.7998161316;31.0;7;81.4204975367;5;25.8500003815;44.7768745422;14;56.8276977539;
56;6;30.3250007629;33.8104858398;8;82.4046747684;5;26.8500003815;45.7782859802;14;57.1821889877;
57;6;30.8228626251;35.0;9;83.1050223112;5;28.8500003815;43.781085968;14;57.507379055;
58;6;30.3250007629;37.8491897583;9;83.4874696732;6;28.8500003815;44.5677108765;12;62.8042621613;
59;6;30.8462409973;38.0;9;84.5267804861;6;30.3582210541;46.5707778931;12;63.1908426285;
60;6;31.8580341339;40.0;9;84.5962822437;6;32.4551391602;45.5597763062;12;63.5284218788;
61;6;32.3250007629;42.9081420898;10;84.6665357351;6;31.5416889191;47.5405426025;12;63.8412051201;
62;6;33.4817810059;44.0;12;87.936573863;6;31.6186294556;49.5234451294;16;64.1306004524;
63;6;34.1471862793;46.9617881775;12;90.4167722464;6;32.6867446899;48.5083084106;17;65.8575339317;
64;6;34.7448959351;46.0;13;92.0965811014;6;31.9221992493;50.5514564514;17;67.3041329384;
65;6;35.1471862793;47.5947418213;14;93.1728008986;6;32.1312103271;52.5986099243;17;68.5166740417;
66;6;36.9471893311;48.6839828491;15;93.8323966265;6;32.3157081604;54.6489753723;19;69.3860225677;
