Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.1000003815;6;23.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;9.0;11.5;6;23.0;1;11.3487997055;15.8719997406;6;31.3087997437;
5;1;9.60000038147;11.5;6;23.0;1;12.3487997055;15.6543998718;6;30.9171199799;
6;1;10.6000003815;11.5;6;23.0;1;13.3487997055;15.4585599899;6;30.5646076202;
7;1;11.6000003815;11.5;6;23.0;1;14.1693820953;15.2823038101;6;30.3329467773;
8;1;11.8999996185;11.5;6;23.4599990845;1;14.0998840332;15.1664733887;5;30.1244525909;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.3373355865;15.0622262955;4;31.8918876648;
10;2;12.1463851929;12.1106414795;5;25.0;2;16.3998832703;15.4459438324;4;32.4760391712;
11;2;12.5000009537;12.0;5;26.2400007248;2;18.3998832703;15.7208995819;4;32.7412991524;
12;2;14.4583854675;12.6000003815;5;27.2387843132;2;20.3998832703;15.8360004425;4;32.7771708965;
13;2;16.4583854675;13.0788002014;5;28.0246574879;2;21.4314346313;15.8360004425;5;32.8138495684;
14;2;18.4583854675;13.4505519867;5;28.63283813;2;22.4424381256;15.8360004425;5;32.8513268232;
15;2;19.4965171814;13.7328653336;5;29.098970294;2;23.4536819458;15.8360004425;6;32.8895920515;
16;2;20.5099372864;13.943564415;5;29.2577478886;2;23.8668785095;15.8360004425;6;32.9286329746;
17;2;21.5237102509;14.0;6;29.3048160076;2;23.8785896301;15.8360004425;7;32.9684351683;
18;2;22.5378303528;14.0;6;29.3530313969;2;23.8905296326;15.8360004425;8;33.0089820623;
19;2;22.8059082031;14.0;6;29.4023760557;2;23.9026947021;15.8360004425;7;33.050254941;
20;2;22.8207130432;14.0;6;29.4528282881;2;23.9150772095;15.8360004425;8;33.0922330618;
21;2;22.8358478546;14.0;7;29.5043625832;2;23.9276695251;15.8360004425;7;33.1348935366;
22;3;22.8513088226;14.0;6;29.5569496155;2;23.9404678345;15.8360004425;6;33.1782113314;
23;3;22.8670845032;14.0;6;29.6105561256;2;23.5016002655;16.8360004425;7;33.2221593857;
24;3;22.8831672668;14.0;6;29.6651450396;3;22.5514411926;16.8591041565;5;53.2667084932;
25;3;22.3999996185;14.49954319;6;29.72067523;3;23.5514411926;15.8360004425;6;54.5118281841;
26;4;22.3999996185;14.8603372574;5;29.7771017551;3;24.5514411926;16.8360004425;6;55.5750828981;
27;4;22.9331302643;14.0;6;29.8343759775;3;25.5514411926;16.9484176636;7;56.4615988731;
28;4;22.3999996185;14.9171876907;6;29.8924454451;3;26.5514411926;16.9788818359;8;57.186596036;
29;4;22.9677333832;14.0;6;29.9512542486;3;27.5514411926;17.0096530914;8;57.7709556818;
30;4;22.985376358;14.0;6;30.0107431412;3;26.5514411926;18.0407047272;7;58.2374380827;
31;4;22.3999996185;15.0;6;30.0708494186;3;26.5514411926;19.0720119476;6;58.5925228596;
32;4;23.0212554932;14.0;6;30.1315076351;3;26.5514411926;20.1035442352;6;58.6406027079;
33;4;22.3999996185;15.0;7;30.1926498413;3;26.5514411926;21.1352767944;6;58.6889398098;
34;4;23.0577945709;14.0;7;30.2542052269;3;26.5514411926;22.1671791077;6;58.7374887466;
35;4;22.3999996185;15.0;7;30.3161010742;3;26.5514411926;23.1992225647;6;58.7862036228;
36;4;23.0948295593;14.0;8;30.3782629967;3;26.5514411926;24.2313747406;6;58.8350374699;
37;4;23.1134796143;14.0;8;30.4406147003;3;28.5514411926;24.2313747406;8;58.8839428425;
38;4;23.132183075;14.0;9;30.5030794144;3;29.8014411926;26.2313747406;8;58.9328722954;
39;4;23.1509227753;14.0;9;30.5655794144;3;30.8014411926;27.7313747406;8;58.9817779064;
40;4;23.1696739197;14.0;9;30.628036499;3;31.8014411926;28.7313747406;9;59.0306117535;
41;4;23.1884098053;16.0;11;30.690372467;3;32.8014411926;29.7313747406;10;59.0793261528;
42;4;23.2071113586;18.0;12;30.7525100708;3;33.8014411926;29.9248352051;10;59.127874136;
43;4;23.2257518768;20.0;12;30.8143725395;3;34.8014411926;29.9568767548;11;59.1762087345;
44;4;23.2443122864;22.0;12;30.8758842945;3;35.8014411926;29.9887771606;11;59.2242844105;
45;4;23.2627639771;24.0;13;30.936971426;3;35.8014411926;30.0205078125;12;59.2720558643;
46;4;23.2810916901;24.0;13;30.9975619316;3;35.8014411926;30.0520362854;12;59.3194794655;
47;4;23.2992687225;24.0;14;31.0575861931;3;35.8014411926;30.0833358765;13;59.366512537;
48;4;22.3999996185;25.0;15;31.1169772148;4;36.8014411926;31.1143779755;12;60.2181556225;
49;5;22.3999996185;25.5584888458;14;31.1756706238;4;37.750289917;30.2412796021;12;60.1365331411;
50;5;22.3999996185;25.5878353119;15;31.2336053848;4;37.7042579651;32.1560325623;11;60.073261261;
51;5;22.3999996185;25.6168022156;15;31.2907235622;4;37.9593963623;33.9380264282;12;60.0266292095;
52;5;22.3999996185;25.645362854;16;31.346971035;4;37.625541687;34.8950538635;12;59.995092392;
53;5;22.3999996185;25.6734848022;16;31.4022974968;4;37.5919799805;35.4125289917;13;59.9772595167;
54;5;22.3999996185;25.7011489868;16;31.4566559792;4;37.5617790222;35.4075202942;13;59.9718701839;
55;5;23.3999996185;24.0;16;31.5100040436;4;37.8903007507;34.8025398254;14;61.9176617861;
56;5;23.4530010223;24.0;16;31.5623030663;4;38.5727386475;35.1434020996;13;63.4255475998;
57;5;22.3999996185;25.0;16;31.6135182381;4;39.0973892212;35.3947601318;14;64.3976974487;
58;5;23.3999996185;24.0;16;32.6636190414;4;39.0103759766;36.225856781;15;65.0332497358;
59;5;24.4990844727;25.0;16;32.7425789833;4;37.210609436;37.2858200073;15;65.4090076685;
60;5;25.5137729645;26.0;16;33.8209664822;4;36.2918395996;38.3742599487;15;65.6020593643;
61;5;26.8462905884;28.0;15;33.928756237;4;35.2918395996;39.4795913696;16;65.7987952232;
62;5;27.8696269989;30.0;15;34.0365161896;5;34.2918395996;40.5864524841;16;65.9929714203;
63;5;27.8927764893;32.0;14;34.1442190409;5;33.2918395996;41.6919326782;16;66.1898601055;
64;6;27.5689849854;33.5779190063;14;34.2518385649;5;32.2918395996;42.7984466553;18;66.3892066479;
65;7;26.3999996185;34.5943527222;13;34.3593496084;5;31.2918395996;43.9058456421;18;66.5907328129;
66;7;26.7666378021;34.0;13;34.5762156248;5;30.5999984741;45.0139808655;18;66.7941377163;
