Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;8.0;13.3000001907;5;21.0;1;9.0;10.0;5;20.0;
3;2;10.0;12.0;5;21.0900000334;1;9.0;10.0;5;20.0;
4;2;11.0;11.0;5;21.1871190071;1;9.0;10.0;5;20.0;
5;2;11.178068161;10.0;5;21.2917383909;1;10.0;10.0;4;20.0;
6;2;12.290640831;10.0;5;21.4042263031;1;11.0;10.0;4;20.0;
7;2;12.8159503937;10.0;5;21.9389723539;1;11.0;10.0;4;20.3999996185;
8;2;12.9362688065;10.1999998093;5;22.4109756947;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;13.0424690247;10.3632001877;5;23.7114653587;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;13.3350801468;10.9097137451;5;24.8527286053;2;11.597111702;10.4951858521;3;23.0819120407;
11;2;13.5918636322;11.3658018112;5;25.8476524353;2;11.9245738983;11.0209560394;3;23.99553442;
12;2;15.5918636322;11.7372808456;5;26.7164058685;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;17.5918636322;12.0336990356;5;27.4822225571;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;18.7782936096;12.2662630081;4;28.168181181;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;19.8516311646;12.446267128;4;28.6269388199;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;20.9306716919;12.5;4;29.0031633377;2;18.9898986816;12.4808797836;4;26.3048160076;
17;2;22.0153236389;12.5;4;29.4033532143;2;20.0040187836;12.5;4;26.3530313969;
18;2;23.1053657532;12.5;5;29.8259272575;2;21.0184822083;12.5;4;26.4023760557;
19;2;23.7108345032;12.5;5;30.268661499;2;21.9207134247;12.5;5;26.4528282881;
20;2;23.8104476929;12.5;5;30.7286863327;2;21.9358482361;12.5;5;26.5043625832;
21;3;23.9139537811;12.5;4;31.2025241852;2;21.9513092041;12.5;5;26.5569496155;
22;3;24.0205688477;12.5;5;31.6861643791;2;21.9670848846;12.5;5;26.6105561256;
23;3;24.1293869019;12.5;5;32.1751794815;2;21.9831676483;12.5;5;26.6651450396;
24;3;22.625;13.5;4;32.6648726463;2;21.5;12.99954319;5;26.72067523;
25;3;20.625;15.5;4;33.1504516602;3;21.5;13.0162029266;5;26.7771017551;
26;3;19.625;17.5;5;33.6272163391;3;21.5;13.0331306458;6;26.8343759775;
27;3;18.625;19.5;5;35.0907382965;4;21.5;13.4171876907;4;26.8924454451;
28;3;18.625;21.5;6;35.5770263672;4;22.0677337646;12.5;4;26.9512542486;
29;3;19.0;23.5;6;36.0438456535;4;21.5;13.4756269455;4;27.0107431412;
30;3;19.0;25.4738636017;7;36.4884417057;4;20.1032218933;13.5;4;27.0708494186;
31;3;19.0;26.7554206848;7;36.9087713957;4;19.1212539673;14.5;4;27.1315076351;
32;3;19.0;28.0191650391;7;37.3035048246;4;18.1394519806;15.5;4;27.1926498413;
33;3;19.0;29.2641639709;7;37.6719944477;4;17.1577949524;16.5;4;27.2542052269;
34;3;19.0;30.4899730682;8;38.0142066479;4;16.1762619019;17.5;4;27.3161010742;
35;3;19.0;31.6965751648;9;38.3306381702;4;15.1948299408;18.5;4;27.3782629967;
36;3;19.0;32.8843231201;10;38.6222170591;4;14.7134790421;19.5;4;27.4406147003;
37;3;19.0;34.0538902283;11;38.8902014494;4;14.7321844101;20.5;4;27.5030794144;
38;3;19.0;35.206161499;11;39.1360850334;4;14.7509241104;21.5;5;27.5655794144;
39;3;19.0;36.3422050476;12;39.3615093231;4;14.7696743011;22.5;6;27.628036499;
40;3;19.0;37.4631919861;12;39.5681862831;4;14.7884111404;23.5;6;27.690372467;
41;3;19.0;38.5703430176;12;39.6651450396;4;14.8071117401;24.5;6;27.7525100708;
42;4;20.0;36.5999984741;13;39.72067523;4;15.0;23.5;7;27.8143725395;
43;4;22.0;34.5999984741;14;39.7771017551;4;14.0;24.9071865082;8;27.8758842945;
44;5;24.0;33.5999984741;10;51.3343759775;4;14.0;25.9379425049;8;27.936971426;
45;5;26.9249992371;33.5999984741;10;51.8524454832;4;15.0;23.9684848785;10;27.9975619316;
46;5;28.9249992371;34.5;12;52.3346379995;4;16.0;23.9684867859;11;28.0575861931;
47;5;29.5499992371;35.5;12;52.7800693512;5;18.0;24.9684867859;10;29.1169772148;
