Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;4;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;8.0;12.0;4;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;8.0;11.0;4;20.0;
5;2;8.43202972412;10.9200000763;3;23.5907255411;1;8.0;10.0;4;20.0;
6;2;9.51463127136;11.2650718689;3;24.1677559614;1;9.0;10.0;4;20.0;
7;2;10.437746048;11.543302536;3;24.6302397251;1;9.5;10.0;4;20.0;
8;2;10.54180336;11.7641716003;3;25.2437130213;1;9.5;10.0;4;20.3999996185;
9;2;10.6798353195;12.0549411774;2;25.7319161892;2;9.59000015259;10.5;3;21.7264003754;
10;2;10.789680481;12.2827939987;1;26.1173373461;2;9.88844013214;10.3632001877;2;21.9903717041;
11;2;10.8764009476;12.4589796066;2;26.2329682112;2;9.94783401489;10.4951858521;2;23.0719120502;
12;2;13.7971172333;12.5;2;26.267084837;2;10.1911802292;11.0209560394;2;23.9749414921;
13;2;15.7971172333;12.5;2;26.3017132282;2;11.9614667892;11.4571752548;2;24.7131726742;
14;2;16.820142746;12.5;2;26.3368371725;2;13.9614667892;11.8107032776;2;25.3067810535;
15;2;17.8280448914;12.5;2;26.3724392653;2;15.9614667892;12.0916318893;3;25.7784451246;
16;2;18.8360557556;12.5;1;26.4085009098;3;16.9828968048;12.3113050461;3;26.1504684687;
17;2;19.8441696167;12.5;1;26.4450021982;3;17.9902935028;12.4808797836;4;26.2221269608;
18;2;19.9501247406;12.5;2;26.4819220304;3;18.9978122711;12.5;5;26.2560760975;
19;2;19.9584331512;12.5;4;26.5192379951;3;19.907617569;12.5;6;26.2905418873;
20;2;19.9668292999;12.5;4;26.5569267273;3;19.9153709412;12.5;6;26.3255085945;
21;2;19.9753074646;12.5;5;26.5949635506;3;19.9232387543;12.5;5;26.3609591722;
22;2;19.9838676453;12.5;5;26.6333229542;3;19.9312152863;12.5;5;26.3968753815;
23;2;19.9924983978;12.5;5;26.6719784737;3;19.9392967224;12.5;6;26.4332377911;
24;2;20.0011959076;12.5;5;26.7109024525;3;19.947479248;12.5;5;26.4700255394;
25;2;19.625;13.0132703781;5;26.750066638;3;19.9557552338;12.5;5;26.5072168112;
26;2;19.625;13.0250196457;5;26.7894419432;3;19.9641227722;12.5;5;26.5447884798;
27;2;19.625;13.3947210312;6;26.8289985657;3;19.9725780487;12.5;4;26.5827163458;
28;2;20.0365257263;12.5;6;26.8687061071;3;19.9811115265;12.5;5;26.6209751368;
