Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;3;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;9.5;10.0;3;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;9.5;10.0;3;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;9.66343975067;10.3632001877;3;20.9903717041;
11;1;10.6065406799;12.4589796066;5;25.0;1;9.72283363342;10.4951858521;3;22.0419120789;
12;1;12.5272569656;12.5;5;25.0;1;9.95943069458;11.0209560394;2;22.9143505096;
13;1;13.5272569656;12.5;5;25.0;1;11.7228336334;11.4571752548;2;23.6214065552;
14;1;14.5272569656;12.5;5;25.0;1;12.7228336334;11.8107032776;2;24.1832637787;
15;1;15.5272569656;12.5;5;25.0;1;13.7228336334;12.0916318893;3;24.6226100922;
16;1;16.527256012;12.5;5;25.0;2;14.7228336334;12.3113050461;2;24.9617595673;
17;1;17.527256012;12.5;5;25.0;2;15.7228336334;12.4808797836;2;25.0;
18;1;17.625;12.5;5;25.0;2;16.7228336334;12.5;3;25.0;
19;1;17.625;12.5;6;25.0;2;17.625;12.5;3;25.0;
20;1;17.625;12.5;6;25.0;2;17.625;12.5;3;25.0;
21;1;17.625;12.5;6;25.0;2;17.625;12.5;3;25.0;
22;1;17.625;12.5;6;25.0;2;17.625;12.5;4;25.0;
23;1;17.625;12.5;8;25.0;2;17.625;12.5;4;25.0;
24;1;17.625;12.5;8;25.0;2;17.625;12.5;4;25.0;
25;1;17.625;12.5;8;25.0;2;17.625;12.5;4;25.0;
26;1;17.625;12.5;8;25.0;2;17.625;12.5;5;25.0;
27;1;17.625;12.5;8;25.0;2;17.625;12.5;6;25.0;
28;1;17.625;12.5;8;25.0;2;17.625;12.5;6;25.0;
29;1;17.625;12.5;10;25.0;2;17.625;12.5;6;25.0;
30;1;17.625;12.5;10;25.0;2;17.625;12.5;6;25.0;
31;1;17.625;12.5;11;25.0;2;15.625;13.5;6;25.0;
32;1;17.625;12.5;11;25.0;2;14.625;14.5;8;25.0;
33;1;17.625;12.5;11;25.0;2;13.625;15.5;8;25.0;
34;1;17.625;12.5;11;25.0;2;12.625;16.5;8;25.0;
35;1;17.625;12.5;11;25.0;2;12.0;17.5;9;25.0;
36;1;17.625;12.5;11;25.0;2;12.0;18.5;9;25.0;
37;1;17.625;12.5;13;25.0;2;12.0;19.5;10;25.0;
38;1;17.625;12.5;13;25.0;2;12.0;20.5;10;25.0;
39;1;17.625;12.5;13;25.0;3;12.0;21.5;7;35.0;
40;1;17.625;12.5;14;25.0;3;13.0;22.5;7;35.3999996185;
41;1;17.625;12.5;14;25.0;3;14.0;23.5;8;35.7743997574;
42;1;17.625;12.5;14;25.0;3;15.0;24.5;8;36.1219387054;
43;1;17.625;12.5;15;25.0;3;16.0;25.5;8;36.4420347214;
44;1;17.625;12.5;15;25.0;3;17.0;26.5;9;36.7347183228;
45;1;17.625;12.5;16;25.0;3;17.5204162598;27.5;10;37.0005426407;
46;1;17.625;12.5;16;25.0;3;17.6001625061;28.5;12;37.2404880524;
47;1;17.625;12.5;16;25.0;3;17.6721458435;29.5;12;37.4558610916;
48;1;17.625;13.5;16;25.0;3;18.7367591858;27.5;11;37.6481971741;
49;2;17.625;14.5;13;28.6608889103;3;17.7944602966;28.5;12;37.8191757202;
50;2;18.625;16.5;13;28.8197388649;3;17.8457527161;29.5;12;37.9705476761;
51;2;19.625;18.5;13;28.9794139862;3;18.8911647797;27.5;12;38.0;
52;2;19.625;20.5;14;29.1394095421;3;17.8999996185;28.5;13;38.0;
53;2;19.625;21.5;14;29.2992153168;3;17.8999996185;30.5;14;38.0;
54;3;20.625;23.5;13;30.4583201408;3;17.8999996185;32.5;16;38.0;
55;3;21.625;25.5;14;30.6562194824;3;17.8999996185;34.5;16;38.0;
56;4;21.625;27.5;13;30.8536062241;3;17.8999996185;36.5;17;38.0;
57;4;21.625;29.5;13;31.0500094891;3;17.8999996185;38.5;18;38.0;
58;5;21.8777999878;30.9485187531;12;31.244980216;3;17.8999996185;39.5;21;38.0;
59;5;21.8875999451;31.0545120239;12;31.4380959272;3;18.8999996185;37.5;21;38.0;
60;5;21.625;31.7642993927;13;31.6289651394;3;17.8999996185;38.5;21;38.0;
61;5;21.625;31.2598514557;14;31.8172309399;3;17.8999996185;39.5;22;38.0;
62;5;21.625;31.3586902618;14;32.002572298;3;18.8999996185;37.5;23;38.0;
63;5;21.625;31.4546775818;14;32.1847070456;4;17.8999996185;38.5;21;50.75;
64;4;19.625;26.5476322174;14;30.9105639458;5;18.8999996185;40.5;20;52.789875865;
65;4;19.625;26.6373939514;15;32.0340614319;5;21.8999996185;40.5;21;53.4243582487;
66;4;20.625;27.7238426208;15;32.1726875305;5;22.8999996185;43.5;23;54.0038027763;
67;4;21.625;28.8068809509;15;32.3065428734;6;23.8999996185;46.5;22;54.5277023315;
68;4;21.625;29.8864440918;16;32.4355655909;6;25.8999996185;46.5;24;54.9973826408;
69;4;21.625;30.9624881744;16;32.5597289801;7;25.8999996185;48.5;22;55.4155884981;
70;4;21.625;32.0350036621;16;32.6790411472;7;26.8999996185;49.5;23;55.7860572338;
71;4;21.625;32.1040039062;16;32.7935394049;7;28.8999996185;47.5;23;56.1131231785;
72;4;21.625;32.1695098877;18;32.9032888412;7;28.8999996185;48.5;24;56.4013849497;
73;5;21.625;30.1695098877;17;33.0083777905;7;29.3551540375;49.5;24;57.6424454451;
74;5;21.625;29.1695098877;17;33.1089150906;7;31.4375;48.5;24;57.791254282;
75;5;21.625;28.1695098877;17;33.2050272226;7;31.4375;50.5;24;58.9478621483;
76;5;21.625;27.5;18;33.2296639681;7;32.4375;53.5;26;59.142587781;
77;5;21.625;27.5;18;34.2514331341;7;34.4375;53.5;27;59.3463249207;
78;5;21.8500003815;28.0;17;35.0533159971;7;33.7556762695;56.5;27;59.0593464375;
79;5;22.0255012512;28.3899993896;17;35.6698188782;7;33.4375;59.5;27;59.2703095675;
80;5;22.1592674255;28.6872596741;19;36.1368671656;8;34.6210784912;58.6579170227;27;59.5526180267;
81;5;22.2593841553;28.9097423553;19;36.3395489454;8;33.6273002625;59.7661361694;27;61.4929026365;
82;5;22.2999992371;29.0;20;36.3617914915;8;33.8831863403;60.8825073242;27;63.1432415843;
83;5;22.2999992371;29.0;18;36.3841004372;8;34.1053619385;62.0072784424;26;64.5464926362;
