Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;8.0;12.0;6;20.0;
4;2;8.32162380219;10.5;3;23.0740478039;1;8.0;11.0;6;20.0;
5;2;8.46110725403;10.9200000763;3;23.8600269556;1;8.0;10.0;6;20.0;
6;2;9.57522392273;11.2650718689;3;24.5184918642;1;9.0;10.0;6;20.0;
7;2;10.5166606903;11.543302536;3;25.0685968399;1;9.5;10.0;6;20.0;
8;2;10.6404333115;11.7641716003;3;25.7804375887;1;9.5;10.0;6;20.3999996185;
9;2;10.8005981445;12.0549411774;1;26.3752912283;2;9.59000015259;10.5;5;21.7264003754;
10;2;10.9344406128;12.2827939987;1;26.8758825064;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;11.0470733643;12.4589796066;1;27.1153810024;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;13.96778965;12.5;1;27.2821707726;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;15.96778965;12.5;1;27.458304882;2;11.9660997391;11.4571752548;5;24.7449600697;
14;2;17.0803756714;12.5;2;27.6437027454;2;13.9660997391;11.8107032776;5;25.3503712416;
15;3;18.122089386;12.5;1;27.8381814957;2;15.9660997391;12.0916318893;5;25.8344515562;
16;3;19.1658477783;12.5;3;28.0414469242;2;16.9954986572;12.3113050461;5;26.2195074558;
17;3;20.2115821838;12.5;3;28.2530875206;2;18.0058269501;12.4808797836;5;26.3048160076;
18;3;20.3569450378;12.5;4;28.4725704193;2;19.0164165497;12.5;6;26.3530313969;
19;3;20.4063282013;12.5;4;28.6992399693;2;19.9294319153;12.5;6;26.4023760557;
20;3;20.4573287964;12.5;4;28.932320118;2;19.9405345917;12.5;6;26.4528282881;
21;3;20.509771347;12.5;4;29.1709208488;2;19.9518871307;12.5;6;26.5043625832;
22;3;20.563457489;12.5;4;29.4140472412;2;19.9634819031;12.5;7;26.5569496155;
23;3;20.6181602478;12.5;5;29.6606140137;2;19.9753131866;12.5;7;26.6105561256;
24;3;20.6736373901;12.5;5;29.9094619751;2;19.9873752594;12.5;7;26.6651450396;
25;3;20.7296295166;12.5;4;30.1593799591;2;19.9996566772;12.5;7;26.72067523;
26;4;18.7858600616;13.5;3;30.4091258049;2;20.0121517181;12.5;7;26.7771017551;
27;4;17.8420524597;14.5;3;30.6574521065;2;20.024848938;12.5;7;26.8343759775;
28;4;16.8979263306;15.5;3;30.9031295776;2;20.0377349854;12.5;8;26.8924454451;
29;4;15.953204155;16.5;3;31.144973278;2;18.0508003235;13.5;9;26.9512542486;
30;4;15.625;15.5;3;31.3818635941;2;17.064031601;14.5;8;27.0107431412;
31;4;16.625;15.5;3;31.6127681732;2;16.0774173737;15.5;7;27.0708494186;
32;4;15.625;14.5;4;31.8367581367;2;15.0909414291;16.5;7;27.1315076351;
33;4;15.5382709503;15.5;4;32.053021431;2;14.4795894623;17.5;7;27.1926498413;
34;4;15.0;14.5;4;32.260872364;2;14.4933462143;18.5;7;27.2542052269;
35;4;15.0;14.5;4;32.4597568512;2;14.5071964264;19.5;7;27.3161010742;
36;4;15.678445816;15.5;4;32.6492528915;2;14.5211229324;20.5;7;27.3782629967;
37;4;15.7210817337;16.5;4;32.8290677071;2;14.5351085663;21.5;7;27.4406147003;
38;4;15.0;15.5;4;33.9990315437;2;14.5491380692;22.5;8;27.5030794144;
39;4;17.0;16.0;5;34.179090023;2;14.5631923676;23.5;8;27.5655794144;
40;4;19.0;15.5;5;34.3494877815;2;14.577255249;24.5;9;27.628036499;
41;4;18.2340431213;14.5;5;34.5103594065;2;14.5913085938;25.5;10;27.690372467;
42;4;18.139831543;14.5;6;34.6619185209;2;14.6053333282;26.5;11;27.7525100708;
43;4;17.2432594299;13.5;6;34.8044455051;2;14.6193141937;27.5;11;27.8143725395;
44;4;17.247926712;13.5;6;34.9382718801;2;14.633234024;28.5;12;27.8758842945;
45;4;18.2361106873;14.5;6;35.0637717247;2;14.6470737457;29.5;12;27.936971426;
46;4;18.2643489838;15.5;7;35.1651208401;2;15.6608181;27.5;12;27.9975619316;
