Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;8.0;11.3000001907;5;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;8.14999961853;10.0;5;21.0599999428;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;9.23849964142;10.0;5;21.1229639053;
7;1;10.194486618;11.543302536;5;23.5283432007;2;9.75266647339;10.0;5;21.1889609098;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;9.76751613617;10.0;5;21.6699410677;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;9.87573719025;10.1999998093;5;22.0818096399;
10;2;10.5272569656;12.482793808;3;25.9179592133;2;9.96840667725;10.3632001877;5;22.4358423948;
11;2;10.8315410614;12.4589796066;4;26.0900000334;2;10.0480642319;10.4951858521;5;23.611035943;
12;2;13.7522573471;12.5;4;26.1871190071;2;10.3124837875;11.0209560394;5;24.615765214;
13;2;15.7522563934;12.5;4;26.2917383909;2;12.1056518555;11.4571752548;5;25.4640146494;
14;2;16.8178977966;12.5;4;26.4042263031;2;14.1056518555;11.8107032776;5;26.1761806011;
15;2;17.843208313;12.5;4;26.5249304771;2;15.7228336334;12.6895065308;5;26.7751014233;
16;2;18.8703651428;12.5;4;26.6541694403;2;17.2071437836;12.3113050461;5;27.2831678391;
17;2;19.8994445801;12.5;4;26.7922235727;2;18.2451515198;12.4808797836;5;27.4996597767;
18;2;19.625;13.0376672745;5;26.9393253326;2;19.2852573395;12.5;6;27.687142849;
19;2;19.625;13.0817975998;5;27.0956480503;2;20.2296066284;12.5;6;27.883649826;
