Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;6;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;8.0;12.0;6;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;8.0;11.0;6;20.0;
5;2;8.43202972412;10.9200000763;4;23.5907255411;1;8.0;10.0;6;20.0;
6;2;9.51463127136;11.2650718689;4;24.1677559614;1;9.0;10.0;6;20.0;
7;2;10.437746048;11.543302536;4;24.6302397251;1;9.5;10.0;6;20.0;
8;2;10.54180336;11.7641716003;4;25.2437130213;1;9.5;10.0;6;20.3999996185;
9;2;10.6798353195;12.0549411774;4;25.7319161892;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;10.789680481;12.2827939987;4;26.1173373461;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;10.8764009476;12.4589796066;5;26.2329682112;2;9.94783401489;10.4951858521;5;23.1719120741;
12;2;13.7971172333;12.5;5;26.267084837;2;10.2136802673;11.0209560394;5;24.1897815466;
13;2;15.7971172333;12.5;5;26.3017132282;2;12.0098056793;11.4571752548;5;25.0591306686;
14;2;16.820142746;12.5;5;26.3368371725;2;14.0098056793;11.8107032776;5;25.8015987873;
15;2;17.8280448914;12.5;5;26.3724392653;2;15.7228336334;12.577132225;5;26.441321969;
16;2;18.8360557556;12.5;5;26.4085009098;2;17.1320438385;12.3113050461;5;27.0020139217;
17;2;19.8441696167;12.5;5;26.4450021982;2;18.1818904877;12.4808797836;5;27.2842636108;
18;2;19.625;12.9335002899;5;26.4819220304;2;19.2367935181;12.5;5;27.5518820286;
19;2;19.625;12.9445762634;5;26.5192379951;2;20.1991729736;12.5;5;27.8440244198;
20;2;19.9668292999;12.5;7;26.5569267273;2;19.625;13.3532075882;5;28.1613030434;
21;2;19.625;12.9670782089;7;26.5949635506;2;20.3362922668;12.5;5;28.5039470196;
22;2;19.625;12.9784889221;8;26.6333229542;2;19.625;13.5;5;28.871723175;
23;3;19.9924983978;12.5;7;26.6719784737;2;20.496137619;12.5;5;29.263862133;
24;3;19.625;12.5;7;26.7109024525;2;20.5843696594;12.5;5;29.6789975166;
25;3;19.625;13.0132703781;7;26.750066638;2;20.6777744293;12.5;5;30.1151270866;
26;3;19.625;13.0250196457;7;26.7894419432;2;20.7759037018;12.5;5;30.5695996284;
27;4;19.625;13.3947210312;6;34.0915398598;2;20.8781604767;12.5;13;31.0391392708;
28;4;21.0365257263;12.5;6;34.5116199255;2;19.625;13.5;13;31.5199065208;
29;4;21.625;13.4343528748;6;34.9226700068;2;18.625;13.5;13;32.007601738;
30;4;19.625;14.4542665482;6;35.3220891953;2;18.2017097473;14.5;13;32.4976010323;
31;4;18.625;16.4742240906;6;35.7075892687;3;15.625;16.5;12;32.9851250648;
32;4;17.625;18.4942111969;6;36.0772454739;3;14.625;18.5;12;33.465420723;
33;4;16.625;20.5142116547;6;36.4295284748;3;14.0;20.5;12;33.9339466095;
34;4;17.0;19.5342063904;6;36.7633163929;3;14.0;22.5;12;34.3865451813;
35;4;16.0;21.55418396;7;37.0778868198;3;14.0;24.5;12;34.8195896149;
36;4;16.0;23.5741252899;7;37.3728950024;3;14.0;26.5;13;35.2300891876;
37;4;16.0;25.5940151215;7;37.6483345032;3;14.0;28.5;13;35.6157541275;
38;4;17.0;24.6138381958;7;37.9044976234;3;14.0;29.9310283661;13;35.9750175476;
39;4;16.0;26.6335792542;7;38.1419212818;3;14.0;31.1825122833;13;36.307009697;
40;4;16.0;28.6532211304;8;38.3613409996;3;14.0;32.4149055481;13;36.6115064621;
41;4;17.0;27.6727523804;8;39.5636403561;3;14.0;33.6280555725;14;37.8888463974;
42;4;18.0;27.192155838;8;39.7698054314;3;15.0;34.8221931458;16;38.1698381901;
43;4;18.0;29.2214164734;8;39.9610822201;3;16.0;35.9978866577;16;38.4262497425;
44;5;19.0;28.2506217957;6;60.0595027208;3;16.2386322021;37.155960083;17;38.6595218182;
45;5;22.0;25.279750824;6;61.3175834417;4;16.2456474304;38.2974281311;17;38.8712742329;
46;5;22.0;28.279750824;7;62.3930506706;4;17.0;36.4234313965;18;39.0632246733;
47;5;22.0;33.279750824;7;63.2910348177;4;16.2600631714;37.5351715088;18;39.1887089014;
48;5;23.2526321411;35.279750824;8;64.0267632008;6;16.2674598694;38.5999984741;17;51.9721269608;
49;6;24.0;40.279750824;7;64.6211264133;6;18.0;37.4554862976;17;52.6435759068;
50;5;20.0;38.0302886963;8;53.5968971252;7;18.0;38.4792518616;16;64.7620718479;
51;5;21.0;40.0932502747;8;53.9605695009;7;20.0;43.4792518616;17;66.3249487877;
52;5;22.0;41.4802856445;9;54.0165535212;8;23.0;49.4792518616;15;81.9617118835;
53;5;23.0;42.5082778931;9;54.0721306801;8;27.0;56.4792518616;16;83.3091329336;
54;5;24.0;43.5360641479;11;54.1272774935;8;30.0;63.4792518616;17;84.540779829;
55;5;25.0;44.5636367798;13;54.1819710732;8;33.0;70.4792480469;17;85.6610324383;
56;5;26.0;45.5909843445;13;54.2361901999;8;36.0;73.6290130615;20;86.6782197952;
57;6;27.0;46.6180953979;15;65.7899147272;7;33.0;68.6550521851;21;76.1033781767;
58;6;30.0;45.6449584961;17;65.8431252241;8;34.0;70.1095275879;21;76.9360698462;
59;6;31.0;47.6715621948;17;65.8841004372;8;35.1217956543;71.3068847656;23;77.5498751402;
60;6;32.25;49.6920509338;18;65.9064661264;8;37.191078186;69.5209960938;23;78.1363258362;
61;6;34.25;48.7032318115;19;65.928878665;8;37.2486228943;70.752494812;24;78.6096824408;
62;6;34.25;50.7144393921;22;65.9513280392;8;38.2750015259;72.0017776489;29;78.9914166927;
63;6;35.25;51.7256622314;22;65.9738043547;9;40.2750015259;70.268989563;26;101.148503661;
64;6;37.25;49.7369003296;22;65.9962974787;9;41.2750015259;72.5539474487;24;102.667644024;
65;6;36.4249992371;50.7481498718;23;66.0187973976;10;43.2750015259;74.8561019897;27;104.015958428;
66;6;36.4249992371;51.7593994141;26;66.0412938595;10;45.3499984741;74.1744613647;27;105.208316922;
67;6;37.4249992371;49.7706451416;27;66.0637768507;10;45.3499984741;76.5076065063;28;106.265594602;
68;6;36.4249992371;50.7818908691;26;67.0862361193;10;46.3499984741;78.8536605835;20;107.210181952;
69;6;36.875;51.7931175232;26;70.1211620569;10;48.3499984741;77.2103118896;21;108.425487995;
