Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;4;20.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;1;9.5;10.0;4;20.0;
8;2;10.5188770294;11.7641716003;4;25.23988235;1;9.5;10.0;4;20.3999996185;
9;2;10.6789731979;12.0549411774;4;25.8410190344;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.8142290115;12.2827939987;4;26.3556833267;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.9300289154;12.4589796066;5;26.6183350086;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.8507452011;12.5;5;26.8187118769;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.8507452011;12.5;5;27.0402543545;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.9863147736;12.5;5;27.2842636108;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;18.0412158966;12.5;5;27.5518820286;1;13.7228336334;12.0916318893;7;24.6226100922;
16;2;19.1014289856;12.5;5;27.8440244198;1;14.7228336334;12.3113050461;7;24.9617595673;
17;2;20.1671619415;12.5;5;28.1613030434;1;15.7228336334;12.4808797836;8;25.0;
18;2;20.3362922668;12.5;6;28.5039470196;1;16.7228336334;12.5;8;25.0;
19;2;19.625;13.5;6;28.871723175;1;17.625;12.5;8;25.0;
20;2;19.625;13.6615171432;6;29.263862133;1;17.625;12.5;8;25.0;
21;2;19.625;13.7791585922;7;29.6789975166;1;17.625;12.5;9;25.0;
22;2;19.625;13.9036989212;7;30.1151270866;1;17.625;12.5;9;25.0;
23;2;20.625;12.5;7;30.5695996284;1;17.625;12.5;10;25.0;
24;2;20.8781604767;12.5;7;31.0391392708;1;17.625;12.5;10;25.0;
25;3;17.625;14.5;6;31.5199065208;1;17.625;12.5;10;25.0;
26;3;16.625;16.4559726715;6;32.007601738;1;17.625;12.5;10;25.0;
27;3;16.625;15.5;6;32.4976010323;1;17.625;12.5;11;25.0;
28;3;16.625;14.5;6;32.9851250648;1;17.625;12.5;11;25.0;
29;3;15.625;14.5;6;33.465420723;1;17.625;12.5;11;25.0;
30;3;15.625;13.5;6;33.9339466095;1;17.625;12.5;11;25.0;
31;3;15.0;13.5;5;34.3865451813;1;15.625;13.5;12;25.0;
32;3;16.0;14.5;5;34.8195896149;1;14.625;14.5;12;25.0;
33;3;16.2094078064;15.5;5;35.2300891876;1;13.625;15.5;12;25.0;
34;3;16.3017692566;16.5;5;35.6157541275;1;12.625;16.5;12;25.0;
35;3;15.3017702103;15.5;6;35.9750175476;1;12.0;17.5;12;25.0;
36;3;16.0;15.5;6;36.307009697;1;12.0;18.5;12;25.0;
37;3;17.0;15.5;6;36.6115064621;1;12.0;19.5;13;25.0;
38;3;18.0;16.5;6;36.8888463974;1;12.0;20.5;13;25.0;
39;3;17.0;15.5;6;37.1398382187;1;12.0;21.5;13;25.0;
40;3;17.0;15.5;5;38.3656587601;1;12.0;22.5;15;25.0;
41;3;17.0;15.0;6;38.6177556515;1;12.0;23.5;15;25.0;
42;3;18.0;15.0249996185;6;38.8497319221;1;12.0;24.5;16;25.0;
43;4;18.0;14.5509872437;4;40.063339591;1;12.0;25.5;15;25.0;
44;4;20.0;15.0;5;40.3019447327;1;12.0;26.5;16;25.0;
45;4;19.0;14.6509723663;5;40.4570922852;3;13.0;28.3999996185;14;26.0;
46;4;20.0;15.7285461426;5;40.6217817068;3;14.0;28.5;15;26.0499999523;
47;4;21.9249992371;19.7285461426;5;40.7963820696;3;14.0;29.5;15;27.3519749641;
48;5;23.2382354736;23.7285461426;3;40.9812346697;3;14.0;30.5;16;28.3903249502;
49;5;23.9249992371;27.7285461426;4;41.17664361;3;14.0;31.5;16;29.1995202303;
50;5;25.6397438049;30.7285461426;6;41.3828668594;3;14.0;32.5;17;29.8207774162;
51;5;26.2828941345;33.0935592651;6;41.6001057625;3;14.0;33.5;18;30.2946047783;
52;5;27.3600234985;32.5;7;41.8284933567;3;14.0;34.5;18;30.3921557665;
53;5;27.4114112854;32.5;8;42.0680840015;3;15.0;32.5;19;30.4563041925;
54;5;27.4653205872;32.5;8;42.3188414574;3;14.0;33.5;20;30.5224741697;
55;5;26.5499992371;34.4412765503;8;42.5806285143;4;14.0;34.5;14;40.5906432867;
56;5;27.1396255493;33.4800338745;8;42.8531968594;4;16.0;34.5;15;41.0607800484;
57;5;26.5499992371;34.5196228027;9;44.1361782551;4;18.0;35.5;15;41.5072450638;
58;5;28.7056427002;33.5;9;44.4590783119;4;20.0;36.5;17;41.92872715;
59;5;29.0455131531;35.5;9;44.7918634415;4;22.0;37.5;18;42.3245856762;
60;5;29.3029632568;37.2226791382;10;45.1337704659;4;24.0;38.5;18;42.6947823763;
61;5;30.1550979614;36.5;10;45.4839055538;4;25.5204162598;37.5;20;43.0397920609;
62;5;29.6810874939;38.5;12;45.8412510157;5;26.1251621246;36.5;19;43.3605070114;
63;6;29.7419052124;38.7719497681;13;46.2046746016;5;26.1971473694;35.5;19;43.6581363678;
64;6;29.5364303589;37.5;13;46.5729444027;5;26.261756897;34.5;20;43.9341087341;
65;6;29.437084198;38.5;13;46.9447455406;5;26.3194580078;33.5;20;44.1899881363;
66;6;30.4647979736;37.5;13;47.3187026978;5;26.3707523346;32.5;21;44.4274013042;
67;6;30.6467094421;37.5;13;47.6934020519;6;26.4161643982;31.5;20;44.5439035892;
68;6;28.8482398987;39.5;13;48.0674175024;6;26.4249992371;30.5;20;45.6318233013;
69;6;28.5499992371;41.7200927734;12;48.4393365383;6;27.4249992371;30.5;20;45.7604677677;
70;6;30.5773582458;37.5;13;51.2704882622;6;28.4249992371;31.5;20;45.8908703327;
71;6;31.2519931793;40.7236022949;13;52.8986655474;6;28.7493553162;32.5;18;46.0228776932;
72;6;31.1168842316;43.8134117126;13;54.3010354042;6;28.7620658875;33.5;18;46.1563302279;
73;7;30.2766399384;45.4628067017;12;55.5140411854;6;28.7751312256;34.5;19;47.2910629511;
74;7;30.3507671356;47.7120361328;12;56.4238554239;7;29.7885513306;35.5;18;47.4669065475;
75;7;33.4872169495;45.829536438;13;57.1158970594;7;30.8023223877;36.5;18;47.644872427;
76;8;34.1660003662;44.8572502136;12;57.772433877;7;31.1408004761;37.5;19;47.8247873783;
77;8;29.6647529602;46.0;13;58.2845672369;7;30.4249992371;38.5;18;48.0064735413;
78;8;30.9565010071;46.7421760559;14;58.7415549755;7;30.4249992371;39.5;19;48.1897501945;
79;8;31.7924995422;48.9430007935;14;60.1882483959;8;30.4249992371;39.5;18;48.3744337559;
