Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.3999996185;4;21.0;1;7.0;13.0;4;20.0;
3;2;8.14999961853;10.0;4;22.0900000334;1;8.0;12.0;4;20.0;
4;2;8.31349945068;10.5;3;23.0271191597;1;8.0;11.0;4;20.0;
5;2;8.4540681839;10.9200000763;3;23.8218821287;1;8.0;10.0;4;20.0;
6;2;9.56664085388;11.2650718689;2;24.4908313751;1;9.0;10.0;4;20.0;
7;2;10.5104379654;11.543302536;2;25.0532736778;1;9.5;10.0;4;20.0;
8;2;10.6369857788;11.7641716003;2;25.7793010473;1;9.5;10.0;4;20.3999996185;
9;2;10.8003425598;12.0549411774;2;26.3907731771;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.9379234314;12.2827939987;2;26.9106017351;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.0548849106;12.4589796066;3;27.1721270084;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.9756011963;12.5;3;27.3638796806;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;15.9756011963;12.5;3;27.5680272579;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;17.1050624847;12.5;3;27.7845625877;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;18.1537837982;12.5;3;28.0133266449;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;19.2052536011;12.5;3;28.253991127;2;14.7228336334;12.3113050461;5;24.9617595673;
17;2;20.2594032288;12.5;3;28.5060455799;2;15.7228336334;12.4808797836;6;25.0;
18;2;19.625;13.5;4;28.7687871456;2;16.7228336334;12.5;6;25.0;
19;2;19.625;14.384393692;4;29.0413160324;2;17.625;12.5;6;25.0;
20;2;19.625;14.520658493;4;29.3225383759;2;17.625;12.5;6;25.0;
21;2;19.625;14.6612691879;4;29.6111741066;2;17.625;12.5;7;25.0;
22;2;19.625;14.8055868149;4;29.9057741165;2;17.625;12.5;7;25.0;
23;2;19.625;14.9528865814;5;30.2047429085;2;17.625;12.5;7;25.0;
24;2;20.625;12.9528865814;6;30.5063710213;2;17.625;12.5;8;25.0;
25;2;19.625;13.9528865814;6;30.8088707924;2;17.625;12.5;8;25.0;
