Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;3;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;3;22.5301437378;1;8.0;10.0;6;20.0;
6;2;9.27600002289;11.4650716782;2;24.086605072;1;9.0;10.0;6;20.0;
7;2;10.4194869995;11.543302536;2;24.5583431721;1;9.5;10.0;5;20.0;
8;2;10.5256261826;11.7641716003;2;25.1807733774;2;9.5;10.3000001907;4;21.3999996185;
9;2;10.6656742096;12.0549411774;2;25.6785554886;2;9.81500053406;10.1999998093;4;21.7964004278;
10;2;10.777674675;12.2827939987;2;26.0741881132;2;9.90419006348;10.3632001877;4;22.1345227957;
11;2;10.866692543;12.4589796066;3;26.2006716728;2;9.98026752472;10.4951858521;4;23.2873874903;
12;2;13.7874088287;12.5;3;26.246289134;2;10.2396621704;11.0209560394;4;24.268861413;
13;2;15.7874088287;12.5;3;26.29307127;2;12.027598381;11.4571752548;4;25.093021512;
14;2;16.8181972504;12.5;3;26.3410044909;2;14.027598381;11.8107032776;4;25.7803837061;
15;2;17.8289833069;12.5;3;26.3900717497;2;16.0275993347;12.0916318893;4;26.3539340496;
16;2;18.8400230408;12.5;3;26.4402523041;2;17.1123809814;12.3113050461;4;26.8362411261;
17;2;19.8513126373;12.5;3;26.4915215969;2;18.1445922852;12.4808797836;4;27.0267930031;
18;2;19.9605922699;12.5;3;26.5438512564;2;19.178861618;12.5;5;27.1883933544;
19;2;19.972366333;12.5;3;26.597209096;2;20.1173877716;12.5;5;27.3593420982;
