Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;8.0;12.0;6;20.0;
4;2;8.32162380219;10.5;3;23.0740478039;1;8.0;11.0;5;20.0;
5;2;8.46110725403;10.9200000763;3;23.8600269556;1;8.0;10.0;5;20.0;
6;2;9.57522392273;11.2650718689;3;24.5184918642;1;9.0;10.0;5;20.0;
7;2;10.5166606903;11.543302536;3;25.0685968399;1;9.5;10.0;4;20.0;
8;2;10.6404333115;11.7641716003;3;25.7804375887;1;9.5;10.0;4;20.3999996185;
9;2;10.8005981445;12.0549411774;3;26.3752912283;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.9344406128;12.2827939987;2;26.8758825064;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.0470733643;12.4589796066;2;27.1153810024;2;9.72283363342;10.7951860428;3;23.0419120789;
12;2;13.96778965;12.5;2;27.2821707726;2;10.184431076;11.0209560394;3;23.944350481;
13;2;15.96778965;12.5;2;27.458304882;2;11.954583168;11.4571752548;3;24.6819975376;
14;2;17.0803756714;12.5;3;27.6437027454;2;13.9545841217;11.8107032776;3;25.2750298977;
15;3;18.122089386;12.5;2;27.8381814957;2;15.9545841217;12.0916318893;3;25.746127367;
16;3;19.1658477783;12.5;2;28.0414469242;2;16.9756240845;12.3113050461;3;26.1175945997;
17;3;20.2115821838;12.5;2;28.2530875206;2;17.9828968048;12.4808797836;3;26.1887089014;
18;3;20.3569450378;12.5;3;28.4725704193;2;18.9902935028;12.5;4;26.2221269608;
19;3;20.4063282013;12.5;3;28.6992399693;2;19.8999786377;12.5;4;26.2560760975;
20;3;20.4573287964;12.5;3;28.932320118;2;19.907617569;12.5;4;26.2905418873;
21;3;20.509771347;12.5;3;29.1709208488;2;19.9153709412;12.5;4;26.3255085945;
22;3;20.563457489;12.5;3;29.4140472412;2;19.9232387543;12.5;4;26.3609591722;
23;3;20.6181602478;12.5;3;29.6606140137;2;19.9312152863;12.5;5;26.3968753815;
24;3;20.6736373901;12.5;3;29.9094619751;4;19.9392967224;12.5;2;26.4332377911;
25;3;20.7296295166;12.5;5;30.1593799591;4;19.947479248;12.5;2;26.4700255394;
26;4;18.7858600616;13.5;4;30.4091258049;4;19.9557552338;12.5;2;26.5072168112;
27;4;17.8420524597;14.5;5;30.6574521065;4;19.9641227722;12.5;3;26.5447884798;
28;4;16.8979263306;15.5;5;30.9031295776;4;19.9725780487;12.5;3;26.5827163458;
29;4;16.625;14.5;5;31.144973278;4;17.9811115265;13.5;3;26.6209751368;
30;4;17.625;14.5;5;31.3818635941;4;16.9897193909;14.5;3;26.6595385075;
31;4;18.625;15.5;5;31.6127681732;4;15.9983959198;15.5;3;26.6983793974;
32;4;19.625;15.8063840866;7;31.8367581367;4;15.0071353912;16.5;3;26.7374696732;
33;4;18.625;14.8063840866;6;32.053021431;4;14.3909301758;17.5;3;27.7767804861;
34;4;18.625;14.8063840866;6;32.260872364;4;15.3997755051;18.5;3;27.8462822437;
35;4;17.625;13.8063840866;7;32.4597568512;4;16.4086647034;19.5;3;27.9165357351;
36;4;17.303445816;14.5;7;32.6492528915;4;16.6562194824;20.5;3;28.9875034094;
37;4;16.3460826874;15.5;7;32.8290677071;4;17.6721878052;21.5;3;29.1091457605;
38;4;15.625;14.5;7;32.9990315437;4;18.6883087158;22.5;3;29.2333971262;
39;4;16.625;14.5;7;33.1590900421;4;18.9525146484;23.5;3;29.3602399826;
40;4;17.625;15.5;8;33.3092918396;4;18.981054306;24.5;4;29.4896503687;
41;5;16.625;14.5;4;43.4497776031;4;19.0101718903;25.5;5;29.62159729;
42;5;19.5261993408;13.5;4;43.9807672501;4;19.0398597717;26.5;5;29.7560417652;
43;5;19.625;15.5;5;44.4769487381;4;19.070110321;27.5;5;29.892937541;
44;5;21.625;15.5;6;44.9373989105;4;19.1009101868;28.5;6;30.0322294235;
45;5;23.6084785461;18.5;6;45.3619174957;5;19.1322517395;29.5;5;30.1738535166;
46;6;23.6319732666;21.5;5;45.7347183228;5;20.1641159058;27.5;5;30.3177372217;
