Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;8.0;12.0;6;20.0;
4;2;8.32162380219;10.5;3;23.0740478039;1;8.0;11.0;6;20.0;
5;2;8.46110725403;10.9200000763;3;23.8600269556;1;8.0;10.0;6;20.0;
6;2;9.57522392273;11.2650718689;3;24.5184918642;1;9.0;10.0;6;20.0;
7;2;10.5166606903;11.543302536;3;25.0685968399;1;9.5;10.0;6;20.0;
8;2;10.6404333115;11.7641716003;3;25.7804375887;1;9.5;10.0;6;20.3999996185;
9;2;10.8005981445;12.0549411774;3;26.3752912283;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;10.9344406128;12.2827939987;3;26.8758825064;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.0470733643;12.4589796066;3;27.1153810024;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;13.96778965;12.5;3;27.2821707726;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;15.96778965;12.5;3;27.458304882;2;11.7228336334;11.7571754456;5;24.6214065552;
14;2;17.0803756714;12.5;4;27.6437027454;2;13.7228336334;12.1107034683;5;25.2032637596;
15;3;18.122089386;12.5;3;27.8381814957;2;15.7228336334;12.0916318893;5;25.6628060341;
16;3;19.1658477783;12.5;3;28.0414469242;2;16.9568786621;12.3113050461;5;26.0223413706;
17;3;20.2115821838;12.5;3;28.2530875206;2;17.9614639282;12.4808797836;5;26.0811508894;
18;3;20.3569450378;12.5;3;28.4725704193;2;18.9660930634;12.5;6;26.1018965244;
19;3;20.4063282013;12.5;2;28.6992399693;2;19.872926712;12.5;6;26.1228116751;
20;3;20.4573287964;12.5;2;28.932320118;2;19.8776321411;12.5;6;26.1438889503;
21;3;20.509771347;12.5;2;29.1709208488;2;19.8823757172;12.5;6;26.1651208401;
22;3;20.563457489;12.5;2;29.4140472412;2;19.8871517181;12.5;6;26.1864993572;
23;3;20.6181602478;12.5;2;29.6606140137;2;19.8919620514;12.5;7;26.2080165148;
24;3;19.625;13.5;2;29.9094619751;3;19.8968029022;12.5;6;26.2296639681;
25;3;18.625;13.5;2;30.1593799591;3;19.9016742706;12.5;6;26.2514331341;
26;3;17.7858600616;14.5;2;30.4091258049;3;19.9065723419;12.5;6;26.2733153105;
27;3;16.8420524597;15.5;3;30.6574521065;3;19.625;13.0093259811;6;26.2953014374;
28;3;15.8979263306;16.5;3;30.9031295776;3;19.9164428711;12.5;6;26.3173824549;
29;3;15.625;15.5;3;31.144973278;4;19.625;13.0269527435;5;26.3395489454;
30;3;16.625;15.5;3;31.3818635941;4;17.926399231;13.5;5;26.3617914915;
31;3;17.625;15.5;3;31.6127681732;4;16.9314041138;14.5;6;26.3841004372;
32;3;18.625;15.8063840866;3;31.8367581367;4;15.936422348;15.5;6;26.4064661264;
33;3;17.625;14.8063840866;3;32.053021431;4;14.9414548874;16.5;6;26.428878665;
34;3;17.625;14.8063840866;3;32.260872364;4;14.3214979172;17.5;6;26.4513280392;
35;3;16.625;13.8063840866;4;32.4597568512;4;14.3265485764;18.5;6;26.4738043547;
36;3;16.303445816;14.5;4;32.6492528915;4;14.3316059113;19.5;7;26.4962974787;
37;3;15.7210817337;15.5;5;32.8290677071;5;14.3366670609;20.5;6;26.5187973976;
38;3;15.0;14.5;6;32.9990315437;5;14.3417291641;21.5;7;26.5412938595;
39;3;16.0;14.5;6;33.1590900421;5;14.3467912674;22.5;7;26.5637768507;
40;3;17.0;15.5;6;33.3092918396;5;14.351849556;23.5;7;26.5862361193;
41;3;16.0;14.5;8;33.4497776031;5;14.3569030762;24.5;6;26.6086617708;
42;3;15.9012002945;14.5;8;33.5807676315;5;14.361948967;25.5;6;27.6310436726;
43;3;15.0;13.5;8;33.7025489807;5;15.366985321;26.5;6;27.6833719015;
44;3;15.0;13.5;9;33.8154602051;5;16.3720092773;27.5;7;28.7362276316;
45;3;15.0;13.5;9;33.9198827744;5;17.0;30.9424152374;6;28.8095942736;
46;3;15.0;13.5;9;34.0;5;18.0;32.1667175293;6;28.8836500645;
47;4;17.0;15.0;8;35.0;5;19.0;30.2185573578;6;28.9583699703;
