Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;4;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;8.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;4;24.1666051149;1;9.0;10.0;4;20.0;
7;2;10.4374866486;11.543302536;4;24.6938792467;1;9.5;10.0;4;20.0;
8;2;10.5561218262;11.7641716003;4;25.3783872128;1;9.5;10.0;4;20.3999996185;
9;2;10.7101373672;12.0549411774;4;25.9448523521;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.8375911713;12.2827939987;4;26.4161262512;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.9436283112;12.4589796066;5;26.6255387068;2;9.72283363342;10.7951860428;3;23.0419120789;
12;2;13.8643445969;12.5;5;26.7616688013;2;10.184431076;11.0209560394;3;23.944350481;
13;2;15.8643445969;12.5;5;26.9068008661;2;11.954583168;11.4571752548;3;24.6819975376;
14;2;16.956287384;12.5;5;27.0611219406;2;13.9545841217;11.8107032776;3;25.2750298977;
15;2;17.9910087585;12.5;5;27.2247519493;2;15.9545841217;12.0916318893;4;25.746127367;
16;2;19.0278244019;12.5;5;27.3977320194;3;16.9756240845;12.3113050461;4;26.1175945997;
17;2;20.0667457581;12.5;5;27.5800139904;3;17.9828968048;12.4808797836;5;26.1887089014;
18;2;19.625;13.2740039825;6;27.771450758;3;18.7228336334;12.8566131592;5;26.2221269608;
19;2;19.625;13.3314352036;6;27.971786499;3;19.8999786377;12.5;5;26.2560760975;
20;2;20.2936515808;12.5;6;28.1806499958;3;19.625;12.8768224716;5;26.2905418873;
21;2;20.3406467438;12.5;6;28.3975496292;3;19.625;13.0162162781;5;26.3255085945;
22;2;19.625;13.5;6;28.621871233;3;19.9232387543;12.5;6;26.3609591722;
23;2;19.625;13.586561203;6;28.852878809;4;19.625;13.0443840027;5;26.3968753815;
24;2;19.625;13.6558637619;7;29.0897197723;4;19.9392967224;12.5;5;26.4332377911;
25;2;17.625;14.7269163132;8;29.331433773;4;19.947479248;12.5;4;26.4700255394;
26;3;16.625;15.7994298935;7;29.5769639015;4;19.625;13.0880098343;5;26.5072168112;
27;3;15.625;17.788482666;7;29.8251743317;4;19.625;13.1028871536;5;26.5447884798;
28;3;15.625;16.788482666;8;30.074868679;4;19.625;13.1179151535;4;26.5827163458;
29;3;15.1418457031;17.5;9;30.3248124123;4;19.625;12.5;4;26.6209751368;
30;3;15.1980829239;18.5;9;30.5737571716;4;17.625;13.5;4;26.6595385075;
31;3;15.2540950775;19.5;8;30.8204650879;4;16.625;14.5;3;26.6983793974;
32;3;15.3096046448;20.5;9;31.0637335777;4;15.625;15.5;3;26.7374696732;
33;3;15.3643398285;21.5;10;31.302418232;4;14.625;16.5;2;26.7767804861;
34;3;15.4180440903;22.5;10;31.5354552269;4;14.0;17.5;3;26.8162822723;
35;3;15.4704771042;23.5;10;31.7618789673;4;14.0;18.5;3;26.8559447527;
36;4;15.5214233398;24.5;8;60.7308368683;4;14.0;19.5;4;26.8957372904;
37;5;16.0;23.5;8;62.9541006088;4;14.0;20.5;4;26.9356285334;
38;5;16.0;25.5;8;64.6903481483;4;14.0;21.5;4;26.9755871296;
39;5;17.0;27.5;7;65.998336792;4;14.0;22.5;5;27.015581131;
40;5;19.0;26.293138504;8;66.9626030922;4;14.0;23.5;6;27.0555787086;
41;5;19.0;27.3846950531;8;67.6682224274;4;14.4625053406;24.5;6;27.0955479145;
42;5;20.0;28.4713478088;8;67.8560991287;4;14.4714984894;25.5;7;27.135456562;
43;5;22.0;26.5530490875;8;68.0096206665;4;14.4804782867;26.5;6;27.17527318;
44;5;22.0;27.6298103333;8;68.1533689499;4;14.4894361496;27.5;7;27.2149660587;
45;6;23.0;28.7016849518;7;68.2875394821;5;14.4983673096;28.5;5;27.2545039654;
46;6;24.0;31.7016849518;8;69.4123973846;5;14.5072631836;29.5;6;27.293856144;
47;6;26.0;35.7016830444;9;69.6982659101;5;15.5161170959;27.5;7;27.3329925537;
48;6;28.0;39.7016830444;9;70.0024242401;5;14.5249233246;28.5;8;27.3718836308;
49;6;28.4249992371;43.7016830444;11;70.3288114071;5;14.5336742401;29.5;9;27.4105007648;
50;7;28.4249992371;47.7016830444;10;70.6058222055;5;15.5423622131;27.5;9;27.4488155842;
51;7;29.4249992371;47.0;10;70.9054293633;5;14.550983429;28.5;10;27.4868011475;
52;7;28.4249992371;48.0;10;71.2469480038;5;15.5595302582;27.5;10;28.5244314671;
53;7;28.4249992371;49.0;10;71.6340510845;5;17.0;28.5;10;28.6116812229;
54;7;29.4249992371;47.0;10;72.0700027943;5;19.5763778687;29.5;11;28.700501442;
55;7;28.4249992371;48.0;10;72.5573790073;5;20.2479438782;30.5;11;28.7908941507;
56;7;28.4249992371;49.0;11;73.0977458954;5;21.5928630829;31.5;12;28.8828574419;
57;7;29.4249992371;47.0;12;73.6913113594;5;22.2259559631;31.5;12;28.9763848782;
58;7;28.4249992371;48.0;13;74.336581707;5;21.625;32.3889808655;14;29.071464777;
59;7;28.4249992371;49.0;13;75.0300674438;6;22.2418193817;30.4310302734;14;29.1680802107;
60;7;29.4249992371;47.0;14;76.7660870552;6;21.625;30.4745101929;14;29.2662080526;
61;7;29.4249992371;49.0;14;77.5767278671;7;21.625;30.4863452911;14;29.3658186197;
62;7;30.4249992371;51.0;14;78.4131913185;7;21.625;29.4903411865;14;29.4668754339;
63;7;31.4249992371;50.0;17;79.2638142109;7;21.625;29.5133628845;14;29.5693347454;
64;7;30.4249992371;52.0;16;80.115845561;7;22.2794246674;27.5133628845;14;29.6731448174;
65;7;30.4249992371;54.0;16;80.9562100172;7;22.286567688;27.5;14;29.7782464027;
66;7;31.4249992371;52.0;17;81.772341013;7;22.7001056671;27.5;14;29.8825509548;
67;8;30.4249992371;53.0;15;94.4059169292;7;21.625;29.5;11;29.9600640535;
68;8;32.4249992371;50.0;15;99.5118266344;7;21.625;30.8720436096;11;31.0392494202;
69;8;35.0765609741;49.0;14;103.619707823;7;22.625;32.0274734497;11;32.1800189018;
70;8;33.5282783508;50.0;14;106.892332315;7;25.1020050049;32.5999984741;11;32.4152392149;
71;9;34.8248329163;50.0;14;109.464855671;7;26.1205120087;34.5999984741;13;32.661991477;
72;9;36.0;51.0;14;111.037172675;7;26.4064311981;36.5999984741;13;32.9206026793;
73;9;38.0;49.0;15;112.277876139;7;26.1584320068;38.5999984741;14;33.1913684607;
74;9;40.0;48.5;16;113.369815826;7;25.625;40.5999984741;16;33.4745460749;
75;10;36.0;51.5;15;114.231224775;7;25.625;42.38073349;16;33.7703443766;
76;10;35.0;54.5;16;114.979495049;7;25.625;39.5999984741;14;34.0789146423;
