Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;9.0;10.1999998093;5;22.0;1;8.0;12.0;6;20.0;
4;2;10.1499996185;10.5;5;22.870000124;1;8.0;11.0;6;20.0;
5;2;11.2760000229;10.9200000763;5;23.5907347202;1;8.0;10.0;6;20.0;
6;2;12.5146331787;11.2650718689;5;24.178371191;1;9.0;10.0;6;20.0;
7;2;13.4401340485;11.543302536;5;24.6518604755;1;9.5;10.0;6;20.0;
8;2;13.5466680527;11.7641716003;5;25.2769526243;1;9.5;10.0;6;20.3999996185;
9;2;13.6873149872;12.0549411774;5;25.7773911953;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;13.7999124527;12.2827939987;5;26.175667882;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;15.7999124527;12.4589796066;5;26.3047758341;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;17.799911499;12.5;4;26.3529902697;2;9.95943069458;11.3209562302;5;23.9143505096;
13;2;18.8316802979;12.5;4;26.4023339748;2;11.9478340149;11.4571752548;5;24.661406517;
14;2;19.8427810669;12.5;4;26.4527852535;2;13.9478340149;11.8107032776;5;25.2644476891;
15;2;20.854133606;12.5;4;26.5043187141;2;15.9478340149;12.0916318893;5;25.7461636066;
16;2;21.527256012;12.9512958527;4;26.556904912;2;16.9756336212;12.3113050461;5;26.1288670301;
17;2;22.8775596619;12.5;4;26.6105105877;2;17.9854335785;12.4808797836;5;26.211841464;
18;2;22.625;12.9831533432;5;26.6650986671;2;18.9954986572;12.5;6;26.2577478886;
19;2;22.625;12.9995298386;6;26.7206280231;2;19.9079933167;12.5;6;26.3048160076;
