Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;2;8.14999961853;10.8999996185;4;22.8400001526;1;8.0;11.0;6;20.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;1;8.0;10.0;5;20.0;
6;2;9.50549983978;11.2650718689;4;24.1268010139;1;9.0;10.0;5;20.0;
7;2;10.4285306931;11.543302536;4;24.588925004;1;9.5;10.0;5;20.0;
8;2;10.5325078964;11.7641716003;4;25.2016390562;1;9.5;10.0;5;20.3999996185;
9;2;10.6703691483;12.0549411774;4;25.6890956163;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.780046463;12.2827939987;4;26.0737844706;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8666009903;12.4589796066;5;26.1886988878;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;13.787317276;12.5;5;26.222116828;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.787317276;12.5;5;26.2560658455;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.8098716736;12.5;5;26.2905315161;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;17.8176269531;12.5;5;26.3254981041;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;18.8254928589;12.5;5;26.3609485626;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;19.8334693909;12.5;5;26.3968646526;1;15.7228336334;12.4808797836;5;25.0;
18;2;19.625;13.1984319687;6;26.433226943;1;16.7228336334;12.5;6;25.0;
19;2;19.625;13.2166137695;6;26.4700145721;1;17.625;12.5;6;25.0;
20;2;19.625;13.2350072861;6;26.5072057247;1;17.625;12.5;7;25.0;
