Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;8.0;10.1999998093;4;22.0;1;8.0;12.0;6;20.0;
4;2;8.29999923706;10.5;4;22.8600001335;1;8.0;11.0;6;20.0;
5;2;8.42899990082;10.9200000763;4;23.5703396797;1;8.0;10.0;6;20.0;
6;2;9.5100440979;11.2650718689;3;24.1471868753;1;9.0;10.0;6;20.0;
7;2;10.4331178665;11.543302536;3;24.6094940901;1;9.5;10.0;6;20.0;
8;2;10.5371360779;11.7641716003;3;25.2225904465;1;9.5;10.0;5;20.3999996185;
9;2;10.6750831604;12.0549411774;3;25.7104232311;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7848453522;12.2827939987;3;26.0954813957;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;10.8714828491;12.4589796066;4;26.210757494;2;9.94783401489;10.4951858521;4;23.1319121122;
12;2;13.7921991348;12.5;4;26.2445284128;2;10.2046804428;11.0209560394;4;24.1014695168;
13;2;15.7921991348;12.5;4;26.2788209915;2;11.9899349213;11.4571752548;4;24.9131449461;
14;2;16.8149909973;12.5;4;26.3136199713;2;13.9899349213;11.8107032776;4;25.5874900818;
15;2;17.8228206635;12.5;4;26.348908782;2;15.9899349213;12.0916318893;4;26.1475405693;
16;2;18.8307609558;12.5;4;26.3846695423;2;17.0659427643;12.3113050461;4;26.6159290075;
17;2;19.8388061523;12.5;4;26.4208831787;2;18.0950222015;12.4808797836;4;26.7922235727;
18;2;19.9446983337;12.5;5;26.4575294256;2;19.126083374;12.5;4;26.9393253326;
19;2;19.9529438019;12.5;5;26.4945867062;2;20.0613479614;12.5;3;27.0956480503;
