Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;6;20.0;
3;2;8.14999961853;10.0;4;22.0399999619;1;8.0;12.0;6;20.0;
4;2;8.30599975586;10.5;3;22.921184063;1;8.0;11.0;6;20.0;
5;2;8.43817806244;10.9200000763;3;23.6536972523;1;8.0;10.0;6;20.0;
6;2;9.52880001068;11.2650718689;3;24.2537125349;1;9.0;10.0;6;20.0;
7;2;10.4570856094;11.543302536;3;24.7401846647;1;9.5;10.0;6;20.0;
8;2;10.5665407181;11.7641716003;3;25.379748702;1;9.5;10.0;6;20.3999996185;
9;2;10.7104434967;12.0549411774;3;25.8955206871;2;9.59000015259;10.5;5;21.7264003754;
10;2;10.8264923096;12.2827939987;3;26.310000658;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;10.9197502136;12.4589796066;4;26.4561861753;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;13.8404664993;12.5;4;26.5223525763;2;10.1911802292;11.0209560394;5;23.9749414921;
13;2;15.8404664993;12.5;4;26.590518117;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;16.8851242065;12.5;4;26.6606516838;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;17.527256012;12.5;4;26.7327131033;2;15.7228336334;12.4286870956;5;25.7784451246;
16;2;18.527256012;12.5;4;26.8066529036;2;16.9828968048;12.3113050461;5;26.1504684687;
17;2;19.527256012;12.5;4;26.882412076;2;17.9902935028;12.4808797836;5;26.2221269608;
18;2;19.625;12.5;5;26.9599220753;2;18.9978122711;12.5;6;26.2560760975;
19;2;19.625;12.5;5;27.0391044617;2;19.625;12.8768224716;6;26.2905418873;
20;2;19.625;12.5;5;27.1198713779;2;19.625;12.8871622086;6;26.3255085945;
21;3;19.625;12.5;4;27.2021250725;2;19.9232387543;12.5;6;26.3609591722;
22;3;19.625;12.5;4;27.2857589722;2;19.625;13.0443840027;6;26.3968753815;
23;3;20.139295578;12.5;4;27.3706576824;2;19.9392967224;12.5;6;26.4332377911;
24;3;19.625;13.2111968994;4;27.4566969872;2;19.947479248;12.5;7;26.4700255394;
25;3;19.625;13.2370090485;5;27.5437452793;3;19.625;13.0880098343;6;26.5072168112;
26;3;19.625;13.2631235123;5;27.6316635609;3;19.625;13.1028871536;6;26.5447884798;
27;3;20.217124939;12.5;5;27.7203068733;3;19.625;13.1179151535;6;26.5827163458;
28;3;20.2370681763;12.5;5;27.8095245361;3;19.9811115265;12.5;6;26.6209751368;
29;3;19.625;13.5;5;27.8991618156;3;19.625;13.1483898163;6;26.6595385075;
30;3;19.625;13.9495811462;5;27.9890601635;3;17.9983959198;13.5;6;26.6983793974;
31;3;19.625;13.9945297241;5;29.0790588856;3;17.0071353912;14.5;6;26.7374696732;
32;3;20.625;14.5395298004;5;29.2989963293;3;16.0159301758;15.5;6;26.7767804861;
33;3;20.3380241394;13.5;5;29.5341416597;3;15.0247755051;16.5;5;26.8162822723;
34;3;19.6451816559;14.5;5;29.7857654095;3;14.4086637497;17.5;6;26.8559447527;
35;3;18.7017974854;15.5;5;30.0551650524;3;14.4175872803;18.5;7;26.8957372904;
36;3;17.3982868195;17.3091678619;5;30.3436337709;3;14.4265403748;19.5;7;26.9356285334;
37;3;16.7931079865;18.4093551636;5;30.6524207592;3;14.4355163574;20.5;7;26.9755871296;
38;3;17.2717933655;18.5;6;30.9826824665;3;14.4445075989;21.5;8;27.015581131;
39;3;17.3461036682;19.5;6;31.3354229927;3;14.4535055161;22.5;9;27.0555787086;
40;3;16.8512973785;21.5;6;31.7114260197;3;14.4625053406;23.5;10;27.0955479145;
41;3;17.5100708008;21.5;6;32.1111807823;3;14.4714984894;24.5;10;27.135456562;
42;3;17.6000156403;22.5;7;32.5348021984;3;14.4804782867;25.5;10;27.17527318;
43;4;17.6953315735;23.5;6;32.9819517136;3;14.4894361496;26.5;10;27.2149660587;
44;4;17.7959384918;24.5;8;33.4517645836;3;14.4983673096;27.5;11;27.2545039654;
45;4;17.9422779083;24.5;8;33.9427890778;4;14.5072631836;28.5;8;42.293856144;
46;4;19.0;25.5;8;34.4529471397;4;15.0;30.5;9;43.0829925537;
47;4;19.9760093689;26.5;9;34.9795222282;4;17.0;30.1330947876;10;43.7912580967;
48;4;21.0;27.5;9;35.5191831589;4;17.0;30.1603183746;11;44.4177906513;
49;4;22.0;28.5;10;36.0680451393;4;18.0;31.1873512268;11;44.965085268;
50;5;21.625;29.5;9;36.621773243;4;20.0;29.2141704559;13;45.4381275177;
51;5;21.625;31.5;9;37.175716877;5;20.0;32.2141723633;12;45.8435213566;
52;6;22.625;29.8390579224;9;37.7250800133;5;21.0;35.2141723633;13;46.1886992455;
53;6;23.4216537476;29.869977951;9;38.2651014328;5;21.588104248;38.2141723633;14;46.4812893867;
54;6;23.5297203064;29.8998413086;9;38.7912387848;5;21.6648292542;41.2141723633;14;46.6349442005;
55;6;23.635137558;29.9286460876;10;39.2993421555;5;21.7000007629;44.2141723633;15;46.6709127426;
56;6;24.7369728088;27.9286460876;10;39.7857985497;6;21.7000007629;45.3696365356;15;46.7064116001;
57;6;23.8344078064;28.9286460876;10;40.2300891876;6;21.7000007629;46.3944892883;14;47.7414214611;
58;6;23.9267692566;29.9286460876;10;40.6157541275;7;23.7000007629;45.4189949036;12;62.9059244394;
59;6;24.0135440826;30.0;10;40.9750175476;7;26.7000007629;46.443145752;13;63.835334897;
60;6;22.0135440826;30.0;10;41.307009697;8;29.0826301575;47.4669342041;12;64.7004430294;
61;6;21.625;30.0;10;42.6115064621;8;30.1313171387;48.4903411865;12;65.5018570423;
62;6;22.625;31.0;12;42.9288463593;8;31.1855010986;49.5133628845;14;67.2435358763;
63;6;23.625;32.0;12;43.2210221291;8;33.5250358582;48.5133628845;15;67.9718801975;
64;6;23.625;33.0;12;44.4892122746;8;34.5986442566;49.5;15;68.655995369;
65;6;24.625;35.0;13;44.7848631144;8;35.0032119751;50.5;14;69.3024535179;
66;6;25.625;37.0;14;45.0615733862;8;34.0905647278;52.5;15;69.8938947916;
67;6;25.625;36.0;15;45.3210874796;8;34.528339386;54.5;15;70.3731445074;
68;6;26.1680812836;39.0;16;45.5167607069;8;34.6369438171;54.5999984741;17;70.7616949081;
69;7;26.625;40.6524085999;15;45.6230046749;9;34.7535095215;54.5999984741;16;71.1765391827;
70;7;27.625;40.0;15;45.7324193716;9;34.8779602051;54.5999984741;17;71.6168935299;
