Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;13.0;3;21.1200000048;
3;1;8.0;10.0;5;21.0;2;8.16800022125;12.0;3;21.2530560493;
4;1;8.14999961853;10.5;5;21.8400001526;2;8.18795871735;11.0;2;21.4002518654;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;8.21003818512;10.0;2;21.5626775026;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;9.35160255432;10.0;2;21.7414059639;
7;1;10.194486618;11.543302536;5;23.5283432007;2;9.89181613922;10.0;2;21.9374637604;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;9.9359292984;10.0;1;22.5711705685;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;10.0785140991;10.1999998093;1;23.1543953419;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;10.2097387314;10.3632001877;1;23.699334383;
11;1;10.6065406799;12.4589796066;6;25.0;2;10.3323497772;10.4951858521;1;25.1651031971;
12;1;12.5272569656;12.5;6;25.0;2;10.6621484756;11.0209560394;1;26.5021727085;
13;1;13.5272569656;12.5;6;25.0;2;12.5300931931;11.4571752548;1;27.7263121605;
14;1;14.5272569656;12.5;6;25.0;2;14.5300941467;11.8107032776;1;28.8585500717;
15;1;15.5272569656;12.5;6;25.0;2;16.5300941467;12.0916318893;2;29.9208650589;
16;1;16.527256012;12.5;6;25.0;3;17.9149398804;12.3113050461;2;30.9329853058;
17;1;17.527256012;12.5;7;25.0;3;19.0663604736;12.4808797836;3;31.6894907951;
18;1;17.625;12.5;7;25.0;3;20.2279682159;12.5;3;32.4461064339;
19;2;18.625;12.8000001907;6;26.0;3;21.3003730774;12.5;3;33.2319602966;
20;2;19.625;12.5;6;26.1299999952;3;21.477191925;12.5;3;34.0360612869;
21;2;19.8792495728;12.5;6;26.2754310369;3;21.6581134796;12.5;3;34.8460483551;
22;2;19.9119720459;12.5;7;26.4377241135;3;21.8403606415;12.5;4;35.6488904953;
23;3;19.9484882355;12.5;6;26.6183350086;4;22.0209999084;12.5;3;36.4317016602;
24;3;19.9891242981;12.5;6;26.8187118769;4;22.1971321106;12.5;3;37.1825695038;
25;3;20.0342102051;12.5;5;27.0402543545;4;22.3660774231;12.5;3;37.8912820816;
26;3;20.0840568542;12.5;5;27.2842636108;4;22.5255393982;12.5;3;38.5498609543;
27;3;20.1389598846;12.5;5;27.5518820286;4;22.6737174988;12.5;3;39.1528482437;
28;3;19.625;13.5;5;27.8440244198;4;18.6737174988;14.5;3;40.6973295212;
29;3;19.625;13.9220123291;5;28.1613030434;4;19.6737174988;14.5;3;41.2227334976;
30;3;20.3362922668;12.5;5;28.5039470196;4;21.625;16.2280006409;3;41.6916556358;
31;4;19.625;13.5;4;28.871723175;4;21.625;17.2568283081;3;42.1070415974;
32;4;19.625;12.5;4;29.263862133;4;21.625;18.2864875793;4;42.4729050398;
