Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;3;21.8400001526;1;8.0;11.0;5;20.0;
5;2;8.27600002289;11.1199998856;2;23.5301437378;1;8.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;2;24.1166050434;1;9.0;10.0;5;20.0;
7;2;10.4262361526;11.543302536;2;24.5889341831;1;9.5;10.0;5;20.0;
8;2;10.5325098038;11.7641716003;2;25.212254405;1;9.5;10.0;5;20.3999996185;
9;2;10.6727571487;12.0549411774;2;25.7109264135;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7849578857;12.2827939987;2;26.1074465513;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8741750717;12.4589796066;2;26.2348128557;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.8741750717;12.5;2;26.2813059092;2;9.95943069458;11.3209562302;4;23.9143505096;
13;2;14.8741750717;12.5;2;26.328953743;2;11.9478340149;11.4571752548;4;24.6414065361;
14;2;15.9055557251;12.5;2;26.3777402639;2;13.9478340149;11.8107032776;4;25.2234597206;
15;2;16.9165325165;12.5;2;26.4276455641;2;15.9478340149;12.0916318893;4;25.6831918955;
16;2;17.9277610779;12.5;3;26.4786461592;2;16.9614639282;12.3113050461;4;26.0429104567;
17;2;18.9392356873;12.5;4;26.5307145119;2;17.9660930634;12.4808797836;4;26.1018965244;
18;3;19.9509506226;12.5;3;26.5838193893;2;18.9707603455;12.5;5;26.1228116751;
19;3;19.625;12.5;4;26.6379255056;2;19.8776321411;12.5;5;26.1438889503;
20;3;19.9935340881;12.5;4;26.6929937601;2;19.8823757172;12.5;5;26.1651208401;
21;3;20.0059242249;12.5;4;26.7489811182;2;19.8871517181;12.5;5;26.1864993572;
22;3;20.0185203552;12.5;4;26.8058408499;2;19.8919620514;12.5;6;26.2080165148;
23;3;20.0313148499;12.5;4;26.8635222912;2;19.8968029022;12.5;5;26.2296639681;
24;3;20.04429245;12.5;4;26.9219712019;2;19.9016742706;12.5;5;26.2514331341;
25;3;20.0574436188;12.5;4;26.9811300039;3;19.9065723419;12.5;4;26.2733153105;
26;3;19.625;12.5;6;27.0409376621;3;19.9114952087;12.5;5;26.2953014374;
27;4;19.625;12.5;5;27.1013302803;3;19.9164428711;12.5;6;26.3173824549;
28;4;19.625;12.5;5;27.1622409821;3;19.625;13.0269527435;6;26.3395489454;
29;4;19.625;12.5;5;27.2236001492;3;17.926399231;13.5;6;26.3617914915;
30;4;19.625;12.5;6;27.285336256;3;16.9314041138;14.5;7;26.3841004372;
31;4;19.625;12.5;6;27.3473753929;3;15.936422348;15.5;7;26.4064661264;
32;4;19.625;12.5;6;27.409642458;3;14.9414548874;16.5;7;26.428878665;
33;4;19.625;12.5;6;27.4720609188;3;14.3214979172;17.5;7;26.4513280392;
34;5;19.625;12.5;3;42.534553051;3;14.3265485764;18.5;7;26.4738043547;
35;5;18.625;13.5;3;43.3470411301;3;14.3316059113;19.5;7;26.4962974787;
36;5;19.2093353271;14.5;3;44.0788214207;3;14.3366670609;20.5;7;26.5187973976;
37;5;20.625;13.5;3;44.728982687;3;14.3417291641;21.5;8;26.5412938595;
38;5;20.2373809814;13.5;3;46.2999711037;4;14.3467912674;22.5;4;36.5637768507;
39;5;22.625;14.1999998093;3;46.7967228889;4;15.0;23.5;6;36.9862357378;
40;5;25.625;14.6226978302;3;47.2257933617;4;16.0;24.5;6;37.3830615282;
41;5;24.6258049011;13.5;3;47.5945672989;4;16.0;25.5;5;37.752982378;
42;5;23.7087783813;14.5;4;47.910626173;4;17.0;26.5;6;38.0954066515;
43;5;24.554889679;18.5;4;48.0875768661;4;18.0;27.5;7;38.4103549719;
44;5;25.5947036743;22.5;5;48.1466243267;4;18.6403121948;28.5;8;38.6983708143;
45;5;26.6079902649;26.5;5;48.2049431801;4;18.7001228333;29.5;9;38.9604249001;
46;5;27.6211109161;29.5;5;48.2624738216;4;19.7541103363;27.5;11;39.1978142262;
47;5;28.6340560913;32.5;6;48.319160223;4;18.8025684357;28.5;12;39.4120649099;
48;5;28.6468105316;33.2000007629;6;48.3749499321;4;18.8458442688;29.5;13;39.6048471928;
49;5;28.659362793;33.2000007629;7;48.4297945499;4;19.8843154907;27.5;14;39.77790308;
