Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;11.0;3;21.1200000048;1;7.0;13.0;6;20.0;
3;2;8.16800022125;10.0;2;22.2978559732;1;8.0;12.0;6;20.0;
4;2;8.34467792511;10.5;2;23.3416473866;1;8.0;11.0;6;20.0;
5;2;8.50124740601;10.9200000763;1;24.2645215988;1;8.0;10.0;6;20.0;
6;2;9.66623497009;11.2650718689;1;25.0857465267;1;9.0;10.0;6;20.0;
7;2;10.6442937851;11.543302536;1;25.8273730278;1;9.5;10.0;6;20.0;
8;2;10.8111581802;11.7641716003;1;26.7698822021;1;9.5;10.0;6;20.3999996185;
9;2;11.023223877;12.0549411774;1;27.6336319447;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.2175664902;12.2827939987;1;28.444122076;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;11.3999271393;12.4589796066;1;29.0365338326;2;9.94783401489;10.4951858521;4;23.0919120312;
12;2;14.320643425;12.5;1;29.6001739502;2;10.1956806183;11.0209560394;4;24.0163254738;
13;2;16.3206443787;12.5;1;30.2165894508;2;11.9707775116;11.4571752548;4;24.7773565054;
14;2;17.7009887695;12.5;1;30.8834476471;2;13.9707775116;11.8107032776;4;25.395208478;
15;2;18.8510322571;12.5;1;31.5963187218;2;15.9707775116;12.0916318893;4;25.8925833702;
16;2;20.0114269257;12.5;2;32.3485417366;2;17.0085773468;12.3113050461;4;26.2918028831;
17;2;21.1806774139;12.5;3;33.1312685013;2;18.0220928192;12.4808797836;4;26.3921557665;
18;3;21.454536438;12.5;2;33.9337215424;2;19.0360679626;12.5;4;26.4563041925;
19;3;21.6350860596;12.5;3;34.7436771393;2;19.9526691437;12.5;4;26.5224741697;
20;3;21.8173274994;12.5;3;35.5481462479;2;19.9675559998;12.5;4;26.5906432867;
21;3;21.9983329773;12.5;3;36.3341789246;2;19.9828948975;12.5;4;26.6607804298;
22;3;22.1751899719;12.5;3;37.0896949768;2;19.9986763;12.5;4;26.7328453064;
23;3;22.3451805115;12.5;3;37.8042325974;2;20.0148906708;12.5;4;26.8067884445;
24;3;22.5059528351;12.5;4;38.4695110321;2;20.0315284729;12.5;4;26.8825509548;
25;4;20.5059528351;13.5;3;39.0797452927;2;20.0485744476;12.5;5;26.9600640535;
26;4;19.5059528351;13.5;3;39.6317071915;2;20.0660133362;12.5;6;27.0392494202;
27;4;19.5059528351;14.5;3;40.124546051;3;20.0838317871;12.5;5;27.120018959;
28;4;18.5059528351;13.5;3;40.5594453812;3;20.1020050049;12.5;6;27.2022752762;
29;4;17.5059528351;13.5;4;40.9391822815;3;18.1205120087;13.5;6;27.2859115601;
30;4;17.5059528351;14.5;4;42.267660141;3;17.1393299103;14.5;6;27.3708124161;
31;4;17.5059528351;14.0;4;42.5894708633;3;16.1584320068;15.5;6;27.4568536282;
32;4;18.625;15.0200004578;4;42.8707098961;3;15.1777915955;16.5;6;27.5439035892;
33;4;19.625;16.0405921936;4;43.1163132191;3;14.5723781586;17.5;7;27.6318233013;
34;4;20.625;17.0617771149;4;43.1671074629;3;14.5921602249;18.5;7;27.7204678059;
35;4;21.8875999451;17.5;5;44.211841464;3;14.6121053696;19.5;7;27.8096864223;
36;4;22.625;19.6059207916;6;44.2977478504;3;14.6321792603;20.5;7;27.8993241787;
37;4;23.9079933167;20.0200004578;6;44.385999918;3;14.6523475647;21.5;8;28.989222765;
38;4;23.9185829163;21.0405921936;6;44.4765849113;3;15.6725749969;22.5;8;29.1092214584;
39;4;24.9294319153;19.0617771149;6;44.5694835186;3;16.6928253174;23.5;9;29.2297496796;
40;4;23.8875999451;20.2011871338;6;44.6646697521;3;16.9516944885;24.5;10;29.350638628;
41;4;23.9518871307;21.1059207916;6;44.7621104717;4;16.97889328;25.5;7;58.2217197418;
42;4;25.2464752197;22.1059207916;6;44.8617656231;4;17.0;28.2864627838;7;60.3553258181;
43;4;25.9753131866;24.1059207916;5;44.9635875225;4;18.0;30.3090839386;7;62.0105689764;
