Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;8.0;11.3000001907;4;21.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;8.14999961853;10.0;4;21.0900000334;
6;2;9.50100040436;11.2650718689;4;24.1366050243;2;9.24524974823;10.0;4;21.1871190071;
7;2;10.4307365417;11.543302536;4;24.6303181648;2;9.76710128784;10.0;4;21.2917383909;
8;2;10.5418205261;11.7641716003;4;25.2768521309;2;9.79064083099;10.0;4;21.817143321;
9;2;10.687292099;12.0549411774;4;25.80062747;2;9.90885734558;10.1999998093;4;22.2793469429;
10;2;10.8051404953;12.2827939987;4;26.2241982222;2;10.0128526688;10.3632001877;4;22.6900259256;
11;2;10.9004440308;12.4589796066;5;26.3806130886;2;10.1052560806;10.4951858521;4;23.9506295919;
12;2;13.8211612701;12.5;5;26.4581950903;2;10.3888921738;11.0209560394;4;25.0538563728;
13;2;15.8211612701;12.5;5;26.5390053988;2;12.2042226791;11.4571752548;4;26.0146684647;
14;2;16.8735332489;12.5;5;26.6230504513;2;14.2042226791;11.8107032776;4;26.8543052673;
15;2;17.8924427032;12.5;5;26.7103210688;2;16.2042217255;12.0916318893;4;27.5962526798;
16;2;18.9120788574;12.5;5;26.8007916212;2;17.3919029236;12.3113050461;4;28.2632865906;
17;2;19.932434082;12.5;4;26.894418478;2;18.4656772614;12.4808797836;4;28.6547400951;
18;2;20.0512447357;12.5;5;26.9911395311;2;19.5451507568;12.5;5;29.0328326225;
19;2;20.0730056763;12.5;5;27.090873003;2;20.5323867798;12.5;5;29.4347915649;
20;2;20.0954456329;12.5;5;27.1935167313;2;19.625;13.5;5;29.8589887619;
21;2;20.1185417175;12.5;5;27.2989478111;3;20.625;12.5;4;30.3031497002;
22;2;20.1422634125;12.5;5;27.4070224762;3;20.8182086945;12.5;5;30.7643566132;
23;2;20.1665802002;12.5;5;27.5175764561;3;20.9219799042;12.5;5;31.2390885353;
24;3;20.1914539337;12.5;4;27.6304249763;3;21.0287952423;12.5;5;31.7232985497;
25;3;19.625;13.2891273499;4;27.7453634739;3;21.1377410889;12.5;5;32.2125329971;
26;3;19.625;13.3236093521;4;27.8621687889;3;21.2478199005;12.5;5;32.7020812035;
27;3;19.625;13.9310846329;4;27.9806005955;3;21.3579673767;12.5;5;33.1871519089;
28;3;18.2956352234;13.5;4;28.100402832;3;21.4671096802;12.5;5;34.6630582809;
29;3;18.625;13.5;4;28.2213060856;3;18.625;14.5;5;35.1554005146;
30;3;17.3497943878;13.5;4;28.3430294991;3;18.625;16.5;5;35.6308186054;
31;3;17.625;13.5;4;28.4652831554;3;18.625;18.5;6;36.0859334469;
32;3;16.4046897888;13.5;4;28.5877711773;3;18.625;20.5;6;36.5180342197;
33;3;15.4322490692;14.5;4;28.7101941109;3;19.0;22.5;6;36.9251240492;
34;3;15.625;13.5;4;28.832252264;3;19.2600631714;24.5;5;37.3059221506;
35;3;14.8622570038;13.5;4;28.9536483288;3;19.2674598694;26.5;6;37.659825325;
36;3;14.8895711899;14.5;4;29.0740904808;4;19.2749786377;28.5;6;37.9868423939;
37;3;15.0;13.5;5;29.1932945251;4;19.282617569;29.7115364075;6;38.2875063419;
38;3;16.0;14.5;5;29.3109879494;4;19.2903709412;30.8978748322;6;38.5627760887;
39;3;17.0;14.6554937363;5;29.4269108772;4;19.2982406616;32.0660858154;6;38.8139373064;
40;4;19.0;15.2134552002;5;30.5408191681;4;19.3062152863;33.2170829773;6;39.0425033569;
41;4;19.0;13.7134552002;5;30.7824863195;4;19.3142967224;34.351940155;8;39.2501342297;
42;4;18.3010597229;14.5;5;31.037135005;4;19.322479248;35.4718284607;8;39.4385590553;
43;4;17.3583564758;15.5;5;31.3060092926;4;20.3307552338;34.4718284607;8;39.5072168112;
44;4;17.3234882355;14.5;6;31.5903980732;4;21.3391227722;34.4718284607;10;39.5447884798;
45;4;18.0;15.3091678619;6;31.8916050196;4;22.2725772858;34.4718284607;11;39.5827163458;
46;4;20.4092102051;18.3091678619;6;32.2109076977;4;23.2811126709;33.5;12;39.6209751368;
47;4;21.6224536896;21.3091678619;7;32.5495061874;4;23.9249992371;33.5;12;39.6595385075;
48;4;22.698638916;24.3091678619;8;32.9084637165;4;24.9249992371;33.5;13;39.6983793974;
49;4;23.4044036865;26.3091678619;8;33.2886369228;5;25.9249992371;33.5;10;54.7374696732;
50;4;22.8500385284;28.3091678619;8;33.6906003952;5;27.9249992371;34.5;11;55.5267804861;
51;4;23.5803833008;27.5;9;34.1145637035;7;30.5499992371;36.5;10;57.2356567383;
52;4;22.8873882294;28.5;11;34.5602927208;7;32.5499992371;36.5;10;57.8932346106;
53;4;22.9049282074;29.4358615875;12;35.027033329;7;33.5499992371;38.5;10;58.4725979567;
54;4;22.9217128754;29.6319313049;10;35.513449192;8;34.9765396118;38.5;9;58.9787210226;
55;4;23.93775177;27.6319313049;11;36.0175819397;8;35.7956466675;38.5;9;59.418194294;
56;4;24.1039562225;27.5;13;36.5368366241;8;35.6717948914;39.2864608765;9;59.7984341383;
57;4;24.2207889557;27.5;13;37.0391392708;8;36.0011444092;38.9109077454;9;60.127050519;
