Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;2;12.4499998093;10.0;4;21.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;4;21.0900000334;1;11.0;10.0;4;20.0;
7;2;14.4905004501;10.0;4;21.5980186462;1;11.0;10.0;4;20.3999996185;
8;2;14.7191085815;10.1999998093;4;22.0418490171;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;14.9188308716;10.3632001877;4;23.3017349243;2;11.5179204941;10.3632001877;3;22.0603717566;
10;2;15.4857807159;10.9097137451;4;24.3994617462;2;11.6181116104;10.4951858521;3;23.2074631453;
11;2;17.4857807159;11.3658018112;4;25.3481024504;2;11.9622392654;11.0209560394;3;24.1828715801;
12;2;19.4857807159;11.7372808456;4;26.1681330204;2;13.9622392654;11.4571752548;3;25.0006883144;
13;2;20.7640724182;12.0336990356;5;26.8832330704;2;15.9622383118;11.8107032776;4;25.6814495325;
14;2;21.8765602112;12.2662630081;5;27.5170819759;2;17.0620288849;12.0916318893;4;26.2481688261;
15;2;22.9997901917;12.446267128;4;27.923101902;2;18.1002407074;12.3113050461;4;26.723449707;
16;2;24.1341381073;12.5;4;28.2468910217;2;18.6125736237;12.4808797836;4;26.9068236351;
17;2;25.2798442841;12.5;4;28.5960328579;2;19.6125736237;12.5;4;27.0611462593;
18;2;26.436958313;12.5;4;28.9701628685;2;21.2309169769;12.5;4;27.2247776985;
