Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;2;11.3000001907;10.0;4;21.3999996185;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.4200000763;10.1999998093;4;21.8264003992;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;15.2687425613;10.9097137451;3;23.7316036224;2;11.659781456;10.4951858521;4;23.4054436684;
11;2;17.268743515;11.3658018112;3;24.5145616531;2;12.0216331482;11.0209560394;4;24.4501843452;
12;2;19.268743515;11.7372808456;3;25.1485819817;2;14.0216331482;11.4571752548;4;25.3486692905;
13;2;20.3052749634;12.0336990356;4;25.6560795307;2;16.0216331482;11.8107032776;4;26.1225088835;
14;2;21.3243408203;12.2662630081;4;26.0596417189;2;16.8367519379;12.0916318893;4;26.7957427502;
15;2;22.3439407349;12.446267128;4;26.211841464;2;17.0387229919;12.3113050461;4;27.3919057846;
16;2;23.3640708923;12.5;4;26.2577478886;2;17.2175712585;12.4808797836;4;27.7113106251;
17;2;24.3847293854;12.5;4;26.3048160076;2;17.3133926392;12.5;4;28.0173821449;
18;2;25.4059104919;12.5;4;26.3530313969;2;17.4052143097;12.5;4;28.3487696648;
