Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;2;11.3000001907;10.0;3;21.0;1;9.0;10.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0900000334;1;9.0;10.0;5;20.0;
3;2;11.3269996643;10.0;3;21.1871190071;1;9.0;10.0;5;20.0;
4;2;11.3561353683;10.0;3;21.2917383909;1;9.0;10.0;4;20.0;
5;2;12.5812826157;10.0;3;21.4042263031;1;10.0;10.0;3;20.0;
6;2;13.631901741;10.0;3;21.5249304771;1;11.0;10.0;3;20.0;
7;2;14.6862182617;10.0;2;22.0694183111;2;11.3000001907;10.0;2;21.3999996185;
8;2;14.9312381744;10.1999998093;2;22.5515855551;2;11.4200000763;10.1999998093;2;21.7264003754;
9;2;15.1482124329;10.3632001877;2;23.8668255806;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;15.7400722504;10.9097137451;2;25.0237190723;2;11.597111702;10.4951858521;2;23.0719120502;
11;2;17.7400722504;11.3658018112;2;26.0350353718;2;11.9215736389;11.0209560394;2;23.9749414921;
12;2;19.7400722504;11.7372808456;2;26.9207777977;2;13.9215736389;11.4571752548;2;24.7131726742;
13;2;21.1027641296;12.0336990356;2;27.703961134;2;15.9215736389;11.8107032776;3;25.3067810535;
14;2;22.2458877563;12.2662630081;2;28.4073903561;2;16.94962883;12.0916318893;3;25.7784451246;
15;2;23.400428772;12.446267128;2;28.8833937645;2;17.9593238831;12.3113050461;3;26.1504684687;
16;2;24.5662689209;12.5;3;29.2762613297;2;18.9691867828;12.4808797836;3;26.2221269608;
17;3;25.7430610657;12.5;3;29.692073822;2;19.9792118073;12.5;3;26.2560760975;
18;3;26.9301757812;12.5;4;30.1288084984;2;20.989397049;12.5;3;26.2905418873;
19;3;27.557964325;12.5;4;30.5837950706;2;21.8871631622;12.5;4;26.3255085945;
20;3;27.7627067566;12.5;4;31.0537385941;2;21.8976516724;12.5;4;26.3609591722;
21;3;27.9741821289;12.5;5;31.534784317;2;21.9082870483;12.5;4;26.3968753815;
22;3;28.1906528473;12.5;5;32.0226202011;2;21.9190635681;12.5;4;26.4332377911;
23;3;28.4101791382;12.5;5;32.5126152039;2;21.9299716949;12.5;4;26.4700255394;
24;3;28.6306762695;12.5;5;32.9999876022;2;21.9410076141;12.5;4;26.5072168112;
25;3;26.6306762695;13.5;4;33.4799880981;2;21.9521656036;12.5;5;26.5447884798;
26;3;25.6306762695;14.5;4;33.9480848312;3;21.9634361267;12.5;4;26.5827163458;
27;3;25.25;15.5;4;34.4001340866;3;21.5;13.1330862045;4;26.6209751368;
28;3;25.25;16.2600536346;4;34.8325281143;3;21.9862918854;12.5;5;26.6595385075;
29;3;25.25;16.4330120087;5;35.2422962189;3;21.9978618622;12.5;5;26.6983793974;
30;3;25.25;16.5969181061;5;35.6271715164;3;20.009513855;13.5;5;26.7374696732;
31;3;25.25;16.750869751;5;35.9856081009;3;19.0212402344;14.5;5;26.7767804861;
32;3;25.25;16.8942432404;5;36.3167572021;3;18.033033371;15.5;4;26.8162822723;
33;3;25.25;17.0267028809;5;36.6204128265;3;17.044883728;16.5;4;26.8559447527;
34;4;25.25;17.1481647491;4;36.8969306946;3;16.0567836761;17.5;4;26.8957372904;
35;4;26.25;15.1481647491;5;37.1471309662;3;15.0687217712;18.5;5;27.9356285334;
36;4;27.25;17.1481647491;5;37.3722009659;3;15.0;20.6742515564;5;28.0255870819;
37;4;28.25;19.1481647491;5;37.5735960007;3;16.0;21.7102355957;6;28.1175560951;
38;4;29.25;20.5;6;37.7529459;3;16.0;22.7470226288;6;28.2115286589;
39;4;30.25;21.5;7;37.9119815826;3;17.0;20.7846107483;6;28.3074926138;
40;4;31.0603923798;22.5;7;38.0;3;16.0;21.8229961395;7;28.4054298401;
41;4;31.1000003815;22.5;7;39.0;3;16.0;22.8621730804;8;28.5053164959;
42;4;32.0999984741;23.5;8;39.0900000334;4;17.0;20.9021263123;7;28.6071218252;
43;4;33.0999984741;24.5;9;39.1871190071;4;16.0;21.9428482056;9;28.7108081579;
44;4;33.0999984741;25.5;9;39.2917383909;4;16.0;22.9843235016;9;28.8163303137;
45;4;33.0999984741;26.5;9;39.4042263031;4;17.0;22.9843235016;9;28.9236358404;
46;4;33.0999984741;27.5;10;39.5249304771;4;18.0;23.9843235016;10;29.0326640606;
47;4;33.0999984741;27.5;10;39.6541694403;4;19.0;24.9843235016;10;29.1433460712;
48;4;33.0999984741;27.5;11;39.7922235727;4;20.0;26.9843235016;12;29.2556040287;
49;4;33.0999984741;27.5;11;39.9393253326;4;21.7346439362;27.5;12;29.3693521023;
50;4;33.0999984741;27.5;11;40.0956480503;4;22.0;28.494720459;12;29.4844955206;
