Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;2;14.0;10.0;3;21.0;1;11.0;10.0;3;20.0;
7;2;16.0;10.0;3;21.3999996185;1;11.0;10.0;3;20.3999996185;
8;2;17.1800003052;10.1999998093;3;21.7264003754;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;17.7768802643;10.3632001877;3;22.8594274521;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;18.2867431641;10.9097137451;3;23.8127875328;1;11.2971115112;10.4951858521;3;22.0419120789;
11;2;20.2867431641;11.3658018112;3;24.5981152058;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;22.2867431641;11.7372808456;3;25.2345055342;1;11.8743057251;11.4571752548;3;23.6214065552;
13;2;23.3439407349;12.0336990356;3;25.7443674803;1;13.6125736237;11.8107032776;4;24.1832637787;
14;2;24.3640708923;12.2662630081;3;26.1502821445;1;14.6125736237;12.0916318893;4;24.6226100922;
15;2;25.3847293854;12.446267128;4;26.3048160076;1;15.6125736237;12.3113050461;4;24.9617595673;
16;3;26.4059104919;12.5;3;26.3530313969;1;16.6125736237;12.4808797836;4;25.0;
17;3;27.4276065826;12.5;4;26.4023760557;1;17.6125736237;12.5;4;25.0;
18;3;28.4498119354;12.5;4;26.4528282881;1;18.6125736237;12.5;4;25.0;
19;3;28.9037723541;12.5;4;26.5043625832;1;19.5;12.5;5;25.0;
20;3;28.9269638062;12.5;4;26.5569496155;1;19.5;12.5;5;25.0;
21;3;28.9506263733;12.5;4;26.6105561256;1;19.5;12.5;5;25.0;
22;3;28.9747505188;12.5;4;26.6651450396;1;19.5;12.5;6;25.0;
23;3;28.9993152618;12.5;5;26.72067523;1;19.5;12.5;6;25.0;
24;3;29.0243034363;12.5;5;26.7771017551;1;19.5;12.5;6;25.0;
25;3;28.25;13.2108402252;6;26.8343759775;1;19.5;12.5;7;25.0;
26;3;28.25;13.2337503433;6;26.8924454451;1;19.5;12.5;8;25.0;
27;3;28.25;13.256978035;6;26.9512542486;1;19.5;12.5;8;25.0;
