Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;2;10.3000001907;10.0;2;21.0;
6;1;13.0;10.0;5;20.0;2;11.3000001907;10.0;2;21.0900000334;
7;1;14.0;10.0;5;20.3999996185;2;11.3269996643;10.0;2;21.5980186462;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.4794054031;10.1999998093;2;22.0418490171;
9;2;14.7768793106;10.3632001877;4;22.9894274473;2;11.6125545502;10.3632001877;2;22.4332156181;
10;2;15.3452425003;10.9097137451;4;24.0985145569;2;11.7299642563;10.4951858521;2;23.6659361124;
11;2;17.345243454;11.3658018112;4;25.068832159;2;12.0997810364;11.0209560394;1;24.7393633127;
12;2;19.345243454;11.7372808456;4;25.9232202768;2;14.0997810364;11.4571752548;1;25.6686143875;
13;2;20.6538619995;12.0336990356;5;26.6879553795;2;16.0997810364;11.8107032776;1;26.4751701355;
14;2;21.788684845;12.2662630081;5;27.3894822598;2;17.3001461029;12.0916318893;1;27.1828548908;
15;2;22.9423694611;12.446267128;4;27.8840510845;2;18.3806476593;12.3113050461;1;27.8148901463;
16;2;24.1165657043;12.5;3;28.3200027943;2;18.6125736237;12.4808797836;1;28.1711652279;
17;2;25.3127441406;12.5;3;28.8073790073;2;19.6125736237;12.5;1;28.5145654678;
18;2;26.5320625305;12.5;2;29.3477458954;2;20.6125736237;12.5;3;28.8830828667;
19;2;27.2064857483;12.5;2;29.9413113594;3;21.5;12.5;2;29.2759313583;
20;2;27.4735908508;12.5;1;30.586581707;3;21.5;12.5;2;29.6917257309;
21;2;27.763961792;12.5;3;31.2800674438;3;21.5;12.5;2;30.1284441948;
