Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;3;21.0;1;11.0;10.0;5;20.0;
7;2;14.4499998093;10.0;3;21.4999996424;2;11.3000001907;10.0;4;21.3999996185;
8;2;14.6750001907;10.1999998093;3;21.9353003502;2;11.4200000763;10.1999998093;4;21.7964004278;
9;2;14.8708848953;10.3632001877;3;23.1829590797;2;11.5389204025;10.3632001877;4;22.1345227957;
10;2;15.4323320389;10.9097137451;3;24.267437458;2;11.6403570175;10.4951858521;4;23.2873874903;
11;2;17.4323310852;11.3658018112;3;25.2018244267;2;11.9862165451;11.0209560394;4;24.268861413;
12;2;19.4323310852;11.7372808456;3;26.0066431761;2;13.9862165451;11.4571752548;3;25.093021512;
13;2;20.6914024353;12.0336990356;3;26.7056586742;2;15.9862165451;11.8107032776;4;25.7803837061;
14;2;21.7966518402;12.2662630081;3;27.3226804733;2;17.091709137;12.0916318893;4;26.3539340496;
15;2;22.9123077393;12.446267128;4;27.7113106251;2;18.1319713593;12.3113050461;4;26.8362411261;
16;3;24.0388336182;12.5;3;28.0173821449;2;19.1749191284;12.4808797836;4;27.0267930031;
17;3;25.1765651703;12.5;2;28.3487696648;2;20.2206115723;12.5;4;27.1883933544;
18;3;26.3256893158;12.5;3;28.7054548264;2;21.2690925598;12.5;4;27.3593420982;
19;3;26.9174537659;12.5;4;29.0869145393;2;22.2078018188;12.5;5;27.5396113396;
20;3;27.0891113281;12.5;4;29.4920539856;2;22.261882782;12.5;5;27.7290761471;
21;3;27.2714233398;12.5;4;29.9191560745;2;22.3187217712;12.5;5;27.9275052547;
22;3;27.4636192322;12.5;4;30.3658571243;2;22.3782520294;12.5;5;28.1345529556;
23;3;27.6646347046;12.5;5;30.8291530609;2;22.4403648376;12.5;5;28.3497540951;
24;3;27.8731193542;12.5;6;31.3054442406;3;22.5049266815;12.5;4;28.5725209713;
25;3;28.0874500275;12.5;6;31.790620327;3;22.5717563629;12.5;5;28.8021440506;
