Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;6;20.0;2;11.3000001907;10.0;3;21.0;
7;1;14.0;10.0;6;20.3999996185;2;11.3000001907;10.0;3;21.3999996185;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;11.4200000763;10.1999998093;2;21.7264003754;
9;2;14.7768793106;10.3632001877;5;22.8494274616;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;15.282242775;10.9097137451;5;23.7921946049;2;11.597111702;10.4951858521;2;23.0819120407;
11;2;17.2822418213;11.3658018112;5;24.5663278103;2;11.9245738983;11.0209560394;2;23.99553442;
12;2;19.2822418213;11.7372808456;5;25.1909153461;2;13.9245738983;11.4571752548;2;24.7449600697;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;15.9245738983;11.8107032776;2;25.3503712416;
14;2;20.5597629547;12.2662630081;5;26.0812431574;2;16.9627056122;12.0916318893;2;25.8344515562;
15;2;20.7365608215;12.446267128;5;26.2221269608;2;17.9761257172;12.3113050461;2;26.2195074558;
16;2;20.7999572754;12.5;5;26.2560760975;2;18.9898986816;12.4808797836;3;26.3048160076;
17;2;22.7668762207;12.5;5;26.2905418873;3;20.0040187836;12.5;3;26.3530313969;
18;2;23.7823848724;12.5;5;26.3255085945;3;21.0184822083;12.5;4;26.4023760557;
19;2;24.7981204987;12.5;6;26.3609591722;3;21.9207134247;12.5;4;26.4528282881;
20;2;25.8140716553;12.5;6;26.3968753815;3;21.9358482361;12.5;4;26.5043625832;
21;2;25.8785934448;12.5;6;26.4332377911;3;21.9513092041;12.5;4;26.5569496155;
