Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.0599999428;
3;1;11.0;10.0;5;20.0;2;9.21199989319;10.0;3;21.1229639053;
4;1;11.0;10.0;5;20.0;2;9.22459316254;10.0;3;21.1889609098;
5;1;12.0;10.0;5;20.0;2;10.3566884995;10.0;3;21.2580518723;
6;1;13.0;10.0;5;20.0;2;11.377415657;10.0;3;21.3302885294;
7;1;14.0;10.0;5;20.3999996185;2;11.3990869522;10.0;3;21.8190145493;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;11.5457038879;10.1999998093;3;22.2388005257;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.6716403961;10.3632001877;3;22.6008902788;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.7802667618;10.4951858521;3;23.7875448465;
11;2;16.8187427521;11.3658018112;4;24.4745616913;2;12.1362638474;11.0209560394;3;24.8040741682;
12;2;18.8187427521;11.7372808456;4;25.0973980427;2;14.1362628937;11.4571752548;3;25.6643919945;
13;2;20.2822418213;12.0336990356;5;25.5931169987;2;16.1362628937;11.8107032776;2;26.3888099194;
14;2;21.2960090637;12.2662630081;5;25.984300375;2;17.2742366791;12.0916318893;2;27.0000665188;
15;2;22.3100376129;12.446267128;5;26.1235172749;2;18.3258094788;12.3113050461;2;27.5204386711;
16;2;23.3243255615;12.5;5;26.1558350325;2;19.3801765442;12.4808797836;2;27.7490785122;
17;2;24.3388690948;12.5;5;26.1887089014;2;20.437297821;12.5;2;27.9484119415;
18;2;25.3536624908;12.5;5;26.2221269608;2;21.4970970154;12.5;4;28.156321764;
19;2;25.7999572754;12.5;6;26.2560760975;3;22.4468955994;12.5;3;28.3723301888;
20;2;25.8152351379;12.5;6;26.2905418873;3;22.5116996765;12.5;4;28.5958371162;
21;2;25.8307437897;12.5;6;26.3255085945;3;22.5787506104;12.5;4;28.8261203766;
22;2;25.8464794159;12.5;7;26.3609591722;3;22.6478366852;12.5;4;29.0623402596;
23;2;25.8624305725;12.5;7;26.3968753815;3;22.7187023163;12.5;4;29.303548336;
24;2;25.8785934448;12.5;7;26.4332377911;3;22.7910652161;12.5;4;29.5486979485;
25;2;25.8949565887;12.5;7;26.4700255394;3;22.8646087646;12.5;5;29.796661377;
26;3;25.9115104675;12.5;6;26.5072168112;4;22.938999176;12.5;4;30.0462479591;
27;3;25.9282474518;12.5;6;26.5447884798;4;23.013874054;12.5;4;30.2962265015;
28;3;25.9451541901;12.5;7;26.5827163458;4;23.0888671875;12.5;4;30.5453491211;
29;3;25.962223053;12.5;7;26.6209751368;4;23.1636047363;12.5;4;30.7923750877;
30;3;25.9794387817;12.5;7;26.6595385075;4;21.2377128601;13.5;4;31.0360965729;
31;3;25.9967918396;12.5;7;26.6983793974;4;20.3108291626;14.5;4;32.2753615379;
32;3;26.0142707825;12.5;7;26.7374696732;4;20.3826084137;15.8999996185;4;32.5490961075;
33;3;26.0318603516;12.5;7;26.7767804861;4;18.5;17.5;4;32.8175063133;
34;3;26.0495510101;12.5;7;26.8162822723;4;18.5;17.9324741364;5;33.0797278881;
35;3;26.0673274994;12.5;8;26.8559447527;4;16.8370666504;19.5;5;33.3350156546;
36;3;26.0851745605;12.5;7;27.8957372904;4;16.3501319885;21.5;5;33.5827516317;
37;3;27.1030807495;15.5;8;27.9656285048;4;16.3635520935;23.4483642578;7;33.8224461079;
38;3;28.1210327148;18.5;8;28.036178112;4;16.3773231506;24.5258789062;7;34.053737402;
39;3;28.6162796021;21.5;8;28.10734725;4;17.0;23.1214942932;8;34.2763869762;
40;3;28.6483058929;24.5;8;28.1790959835;4;17.4059104919;21.5995693207;9;34.4902714491;
41;3;28.6805934906;27.5;9;28.251382947;4;18.0;22.1605186462;10;34.6953724623;
42;4;28.7131233215;27.5;9;28.3241654634;4;17.0;21.1807003021;11;34.8917660713;
43;4;28.7458744049;27.5;10;28.3974001408;4;17.0;21.1017456055;11;35.0796079636;
44;4;28.7788295746;27.5;10;28.4710421562;4;19.4670848846;21.1017456055;12;35.2591233253;
45;4;28.2467346191;28.0024299622;11;28.5450458527;4;21.0777359009;22.1017456055;12;35.4305917025;
46;4;28.2645263672;28.0162162781;12;28.6193647385;4;19.5945701599;24.1017456055;13;35.5943362713;
47;4;28.2822341919;28.0302028656;12;28.693951726;4;21.5945701599;26.1017456055;13;35.7507107258;
