Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;3;21.0;1;11.0;10.0;5;20.0;
7;2;14.4499998093;10.0;3;21.3999996185;1;11.0;10.0;5;20.3999996185;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.7768793106;10.3632001877;2;22.8494274616;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;15.282242775;10.9097137451;2;23.7921946049;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;17.2822418213;11.3658018112;2;24.5663278103;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;19.2822418213;11.7372808456;2;25.1909153461;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;20.3243255615;12.0336990356;3;25.6883610487;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;21.3388690948;12.2662630081;3;26.0812431574;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;22.3536624908;12.446267128;3;26.2221269608;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;23.3687000275;12.5;3;26.2560760975;2;18.9898986816;12.4808797836;3;26.3048160076;
17;2;24.3839759827;12.5;3;26.2905418873;2;20.0040187836;12.5;3;26.3530313969;
18;2;25.3994865417;12.5;2;26.3255085945;2;21.0184822083;12.5;3;26.4023760557;
